player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Alexander Mattison,45817,HB,MIN,16,180,37,7,16.9,118,0,700,6,3,37,496,52.5,17,28,18,3,61,52.5,61.8,88.3,,49.5,41.2,70.2,43.6,21,0,192,30,278,204,0,0,42,210,0,700,496,2.76,3.9,0.69,117
Austin Ekeler,12164,HB,LAC,14,179,31,4,20.4,129,0,632,4,12,31,473,49.4,7,34,27,5,68,29.6,60.2,90.6,,29.3,57.4,65.1,36.6,55,0,436,51,349,210,0,0,69,230,5,632,473,2.64,3.5,1.25,109
Brian Robinson,57120,HB,WAS,15,178,37,8,23.3,171,0,733,3,10,37,521,64.3,19,46,32,4,57,38.0,75.3,89.8,,61.9,71.4,73.7,65.5,29,0,367,36,219,198,0,0,40,214,5,733,521,2.93,4.1,1.68,117
AJ Dillon,57165,HB,GB,15,178,21,3,11.7,72,0,613,1,11,21,479,43.1,8,32,12,0,80,90.5,75.7,88.2,,56.0,68.2,76.1,56.6,40,0,223,22,216,205,0,0,27,200,2,613,479,2.69,3.4,1.03,96
Jonathan Taylor,57488,HB,IND,10,169,29,6,22.8,169,0,741,1,7,29,527,59.7,23,42,14,1,64,77.3,74.9,87.8,,57.1,63.8,75.0,71.9,49,0,153,19,178,174,0,0,24,188,7,741,527,3.12,4.4,0.86,103
Lamar Jackson,46416,QB,BLT,18,167,46,6,11.7,114,2,477,0,0,18,178,35.1,36,57,3,12,47,43.3,90.4,80.5,83.0,,,90.8,60.2,30,10,13,1,0,490,498,72,1,96,7,975,541,3.24,5.8,,20
Jalen Hurts,40291,QB,PHI,18,158,18,1,2.6,16,0,285,0,0,6,101,4.9,18,68,24,9,19,66.5,86.7,60.0,83.9,,60.0,76.7,60.0,24,7,0,0,1,466,322,47,0,111,15,607,325,2.06,3.8,0.0,17
Jaylen Warren,98692,HB,PIT,18,157,56,12,34.5,284,1,822,5,25,56,578,135.5,26,38,25,4,55,38.2,78.5,90.6,,25.1,72.2,84.4,77.8,74,1,386,63,273,192,0,0,74,220,4,822,578,3.68,5.2,1.41,80
Rhamondre Stevenson,98689,HB,NE,12,156,30,3,15.2,94,0,619,4,8,30,437,54.9,10,36,19,1,81,77.3,71.3,87.4,,72.7,51.2,78.7,29.3,64,0,238,38,251,176,0,0,48,194,4,619,437,2.8,4.0,0.95,66
Dameon Pierce,83659,HB,HST,14,148,27,3,12.7,53,0,416,1,1,27,333,39.1,9,14,13,0,55,75.5,65.9,83.3,,87.8,63.3,64.0,55.7,22,0,101,13,111,164,0,0,17,161,2,416,333,2.25,2.8,0.91,90
Kareem Hunt,11841,HB,CLV,16,143,9,2,7.3,32,0,437,1,0,9,307,11.9,6,40,8,0,92,90.2,69.8,88.1,,58.4,67.0,68.7,65.0,16,0,93,20,151,164,0,0,27,163,10,437,307,2.15,3.1,0.62,41
Khalil Herbert,41668,HB,CHI,12,132,33,7,30.0,183,0,611,0,6,33,400,77.8,13,25,6,1,45,72.8,77.9,86.5,,53.3,67.5,79.4,45.8,38,0,134,20,146,173,0,0,26,152,2,611,400,3.03,4.6,0.92,87
Josh Allen,46601,QB,BUF,19,131,28,0,0.0,0,0,183,0,0,5,108,10.1,20,66,4,8,26,59.8,92.1,62.9,88.2,,,91.6,60.0,52,9,0,0,0,494,483,58,0,73,18,666,399,3.05,5.1,,3
Miles Sanders,40555,HB,CAR,16,129,17,4,21.5,93,0,432,2,8,17,342,42.5,11,24,5,2,54,56.4,60.8,88.2,,23.3,68.0,60.4,63.9,48,0,154,27,211,141,0,0,38,156,1,432,342,2.65,3.3,0.73,74
Justin Fields,82118,QB,CHI,13,125,26,2,6.0,39,0,293,0,0,9,132,17.7,26,42,6,10,29,33.8,74.6,49.0,67.2,,,84.9,60.4,39,5,0,0,0,346,360,43,0,82,4,653,392,3.14,5.2,,26
D'Onta Foreman,11844,HB,CHI,9,109,21,1,5.2,22,0,425,1,4,21,300,57.3,12,24,6,1,43,67.8,74.0,83.9,,29.5,58.3,77.4,57.2,22,1,77,11,96,139,0,0,15,120,4,425,300,2.75,3.9,0.8,65
De'Von Achane,124305,HB,MIA,12,108,30,13,53.4,434,0,813,0,10,30,534,142.3,22,31,17,1,40,71.0,92.1,86.4,60.0,65.7,77.7,93.1,77.2,76,0,214,31,187,127,0,0,43,139,8,813,534,4.94,7.5,1.14,59
Zach Charbonnet,97630,HB,SEA,16,108,17,5,22.1,102,1,462,2,5,17,320,46.2,16,32,29,0,32,89.5,69.8,89.9,,61.1,63.2,74.4,27.3,23,2,209,33,276,124,0,0,40,141,1,462,320,2.96,4.3,0.76,70
Joshua Kelley,13750,HB,LAC,17,107,11,3,21.2,86,0,405,2,0,11,305,27.3,10,21,27,1,46,67.4,52.0,88.3,,42.4,36.4,60.5,58.3,49,0,32,8,173,128,0,0,11,115,2,405,305,2.85,3.8,0.18,58
Jamaal Williams,11889,HB,NO,13,106,13,1,5.6,17,0,306,0,0,13,239,23.6,5,18,20,1,50,68.2,59.4,84.6,,38.0,61.5,60.3,72.9,17,0,62,18,120,145,0,0,19,124,1,306,239,2.25,2.9,0.52,55
Zamir White,83665,HB,LV,15,104,15,5,25.3,114,0,451,0,3,15,334,48.6,8,19,23,1,46,67.0,71.7,81.5,,46.4,69.7,70.6,59.8,43,0,98,15,90,118,0,0,17,119,1,451,334,3.21,4.3,1.09,48
Ty Chandler,62942,HB,MIN,14,102,14,5,25.8,119,0,461,0,5,14,292,44.2,9,20,18,0,48,89.0,76.3,85.2,,49.3,72.9,77.2,59.5,31,0,159,21,122,115,0,0,24,123,3,461,292,2.86,4.5,1.3,49
Tyjae Spears,97195,HB,TEN,17,100,26,7,30.2,137,0,453,2,27,26,316,110.2,13,23,31,1,42,74.8,77.0,61.6,,79.6,74.6,77.8,48.1,23,1,385,52,303,150,0,0,67,152,2,453,316,3.16,4.5,1.27,49
Justice Hill,45865,HB,BLT,18,100,17,4,22.1,101,0,456,1,8,17,255,47.6,11,21,3,1,39,70.6,70.3,89.7,,58.8,63.5,73.5,64.7,41,0,251,34,277,138,0,0,45,134,3,456,255,2.55,4.6,0.91,55
Patrick Mahomes,11765,QB,KC,20,98,15,1,4.2,22,1,-3,0,0,0,4,0.0,21,35,16,8,2,81.9,90.3,82.2,85.5,60.9,59.9,88.4,60.9,28,7,0,0,1,436,533,64,0,34,0,530,187,1.91,5.4,0.0,3
Rico Dowdle,40693,HB,DAL,17,91,15,3,15.6,58,0,372,2,7,15,269,59.1,7,17,9,0,32,88.5,66.6,85.1,,34.1,59.6,69.4,60.1,21,0,158,19,122,117,0,0,24,110,2,372,269,2.96,4.1,1.3,51
Kenneth Gainwell,77737,HB,PHI,17,88,12,4,25.4,93,0,366,1,8,12,251,47.5,10,20,24,3,35,29.3,55.3,91.3,69.7,47.2,60.4,52.4,55.4,32,0,193,32,232,148,0,0,38,120,2,366,251,2.85,4.2,0.83,51
Clyde Edwards-Helaire,57279,HB,KC,19,81,13,3,23.2,64,0,276,1,9,13,206,54.9,6,15,16,1,27,63.4,65.5,88.2,,59.1,65.9,64.6,60.0,28,0,195,21,155,88,0,0,26,102,1,276,206,2.54,3.4,1.26,52
Taysom Hill,12112,TE,NO,16,81,13,4,21.7,87,0,373,1,5,11,212,39.2,12,26,20,1,50,67.7,75.3,89.3,51.6,60.1,66.4,86.1,57.3,27,0,291,33,224,169,28,3,39,111,4,401,235,2.9,5.0,1.3,11
Elijah Mitchell,57272,HB,SF,14,81,18,2,11.1,33,0,296,1,0,18,235,60.0,7,15,28,0,24,86.4,70.2,82.8,,43.5,52.4,71.5,70.7,18,0,14,6,53,109,0,0,8,87,3,296,235,2.9,3.7,0.26,55
Russell Wilson,7077,QB,DEN,15,80,6,1,5.6,19,0,76,0,0,0,24,0.0,13,38,10,10,0,28.9,77.5,89.5,72.5,,,80.3,60.0,21,2,0,0,0,370,265,36,0,44,3,341,122,1.53,4.3,,8
Roschon Johnson,99467,HB,CHI,15,80,12,2,14.6,51,1,350,2,10,12,188,45.4,8,16,6,1,25,65.9,65.8,88.6,,64.8,60.7,66.9,62.7,29,1,209,34,190,124,0,0,42,114,2,350,188,2.35,4.4,1.1,54
Latavius Murray,7962,HB,BUF,18,79,7,2,16.7,50,0,300,3,2,7,177,20.0,6,27,4,1,53,57.9,65.9,45.7,,64.3,52.7,74.2,57.1,29,1,159,22,198,112,0,0,27,101,4,300,177,2.24,3.8,0.8,26
Royce Freeman,45747,HB,LA,10,77,18,3,16.6,53,0,319,0,1,18,224,70.9,7,17,26,0,40,85.6,74.2,84.4,,67.6,46.0,78.1,78.9,23,0,13,1,80,88,0,0,1,78,2,319,224,2.91,4.1,0.16,35
Joshua Dobbs,11890,QB,MIN,13,77,24,2,16.4,69,1,133,0,0,10,95,53.9,16,31,18,15,11,49.8,65.9,75.3,59.9,,58.9,82.2,60.6,44,5,0,0,1,327,288,35,0,42,6,421,304,3.95,5.5,0.0,9
Jaleel McLaughlin,138346,HB,DEN,17,76,20,4,27.6,113,0,410,0,16,20,257,113.8,12,16,10,0,17,87.0,86.2,83.2,,34.6,85.2,82.8,60.0,38,0,160,31,98,85,0,0,36,107,1,410,257,3.38,5.4,1.63,54
Dalvin Cook,11796,HB,BLT,16,75,14,1,8.0,19,0,237,0,2,14,165,39.1,5,11,3,2,29,34.2,53.8,85.1,,61.0,62.4,51.2,59.3,19,0,78,15,89,84,0,0,20,90,0,237,165,2.2,3.2,0.88,42
Trevor Lawrence,77632,QB,JAX,16,69,11,0,0.0,0,0,11,0,0,0,16,0.0,13,23,15,13,2,36.5,79.7,25.6,78.6,60.9,60.0,69.9,61.1,26,8,0,0,1,363,328,41,0,28,4,339,213,3.09,4.9,0.0,5
Baker Mayfield,46518,QB,TB,19,66,10,0,0.0,0,1,6,0,0,0,15,0.0,5,18,30,9,2,77.8,77.2,81.2,74.8,,57.6,69.5,60.0,31,3,0,0,1,455,188,32,0,34,1,194,176,2.67,2.9,0.0,6
Antonio Gibson,78050,HB,WAS,16,65,16,1,6.0,16,0,265,4,12,16,228,86.9,5,13,32,4,19,25.8,66.6,53.0,,71.9,64.5,68.4,59.7,16,1,389,48,318,69,0,0,57,113,1,265,228,3.51,4.1,1.22,45
Pierre Strong Jr.,66619,HB,CLV,15,63,9,3,25.8,75,0,291,1,2,9,215,55.2,7,10,8,2,35,57.5,60.6,84.9,,62.4,49.1,63.3,60.2,40,0,47,5,73,75,0,0,8,68,1,291,215,3.41,4.6,0.64,24
Dak Prescott,10769,QB,DAL,18,62,6,1,6.3,18,0,54,0,0,0,17,0.0,11,25,9,4,3,84.3,90.0,51.9,86.9,,,78.6,60.2,22,5,0,0,0,426,233,34,0,28,2,287,126,2.03,4.6,,3
Cam Akers,57206,HB,MIN,7,60,9,1,11.4,19,0,167,0,2,9,141,36.4,4,12,18,0,33,84.8,69.7,79.9,60.0,71.2,76.4,66.0,71.2,19,0,70,11,46,67,0,0,12,71,2,167,141,2.35,2.8,1.52,25
Chase Edmonds,45851,HB,TB,15,60,8,2,17.4,36,0,207,2,1,8,143,27.9,5,9,30,0,27,85.2,58.2,83.2,,63.4,54.6,59.3,60.0,21,0,107,17,98,74,0,0,20,77,0,207,143,2.38,3.5,1.09,33
Emari Demercado,77763,HB,ARZ,14,58,11,2,23.6,67,0,284,2,3,11,205,62.6,5,12,1,0,26,84.9,73.4,86.8,,74.7,44.7,89.9,40.7,49,0,119,21,164,74,0,0,29,79,2,284,205,3.53,4.9,0.73,31
Jordan Love,40306,QB,GB,19,55,4,1,14.6,37,0,51,0,0,0,10,0.0,8,17,12,11,1,57.7,83.6,51.5,83.2,62.2,60.0,59.5,60.0,37,11,0,0,0,476,203,23,0,32,4,254,107,1.95,4.6,,3
Matt Breida,12271,HB,NYG,17,55,7,0,0.0,0,0,151,2,3,7,121,30.6,0,7,21,1,22,54.1,52.4,88.0,,63.3,37.0,60.3,56.5,9,0,88,17,156,86,0,0,20,72,1,151,121,2.2,2.7,0.56,31
Brock Purdy,77672,QB,SF,19,53,6,0,0.0,0,0,5,0,0,0,4,0.0,9,20,28,6,0,70.5,87.4,59.8,81.5,,55.2,92.0,60.0,21,5,0,0,2,492,213,24,0,29,2,218,134,2.53,4.1,0.0,1
Desmond Ridder,55086,QB,ATL,15,53,2,1,11.9,23,0,64,0,0,1,23,1.9,6,18,2,12,12,27.6,51.9,50.1,53.2,61.3,57.6,48.8,60.3,23,5,-6,1,1,382,129,19,1,35,5,193,51,0.96,3.6,-6.0,7
Samaje Perine,11869,HB,DEN,17,53,6,2,16.4,39,0,238,1,19,6,155,71.0,6,14,10,3,27,61.8,71.3,87.3,,31.1,81.0,72.5,59.3,24,0,455,50,218,73,0,0,53,103,1,238,155,2.92,4.5,2.09,24
Justin Herbert,28237,QB,LAC,13,52,9,0,0.0,0,1,-16,0,1,0,0,0.0,9,16,27,4,0,66.7,85.5,62.4,83.1,,55.2,73.2,60.3,35,5,10,1,2,280,244,32,1,21,3,228,149,2.87,4.4,5.0,1
Chris Rodriguez Jr.,83689,HB,WAS,10,51,12,3,19.0,47,0,247,0,0,12,186,82.6,9,14,32,1,19,45.7,75.9,81.7,,82.7,52.4,77.1,46.0,16,0,12,2,29,60,0,0,2,53,2,247,186,3.65,4.8,0.41,31
Cordarrelle Patterson,7810,HB,ATL,14,50,11,1,10.0,18,0,180,1,0,11,165,61.5,5,9,2,1,22,53.3,62.7,85.1,,78.3,56.3,66.3,58.1,18,0,38,9,85,85,0,0,11,59,0,180,165,3.3,3.6,0.45,26
Tank Bigsby,123974,HB,JAX,16,50,10,0,0.0,0,1,132,3,1,10,117,50.5,1,12,15,2,25,26.9,52.3,83.3,,32.1,24.7,69.0,67.2,12,1,6,1,39,80,0,0,4,51,2,132,117,2.34,2.6,0.15,22
Sam Howell,97599,QB,WAS,17,48,21,1,5.7,15,0,18,0,0,0,19,0.0,11,19,32,4,3,81.3,60.2,79.2,57.6,,62.0,71.5,60.1,24,3,4,1,1,310,246,33,1,16,5,264,213,4.44,5.5,4.0,3
Keaton Mitchell,123826,HB,BLT,7,47,15,7,60.6,240,0,396,0,0,15,267,152.2,12,19,3,0,15,83.0,92.4,84.1,,35.9,82.1,92.5,65.7,60,0,93,9,51,68,0,0,10,56,2,396,267,5.68,8.4,1.82,28
Darrell Henderson,41193,HB,LA,4,46,1,1,14.3,16,0,112,1,2,1,98,11.4,1,5,26,0,26,82.9,55.2,81.1,,69.0,58.4,53.4,60.0,16,0,103,10,52,48,0,0,14,56,2,112,98,2.13,2.4,1.98,20
Ty Johnson,45769,HB,BUF,10,45,9,1,7.6,15,0,186,0,4,9,135,73.6,5,14,4,1,26,52.2,78.7,82.5,,58.9,64.1,79.1,77.8,15,0,76,8,50,63,0,0,10,53,0,198,135,3.0,4.4,1.52,19
Kyler Murray,38334,QB,ARZ,8,44,8,2,12.3,30,1,83,0,0,3,27,10.3,9,15,1,7,9,59.7,70.8,9.4,67.6,,,77.8,60.2,33,5,0,0,0,212,161,16,0,28,3,244,71,1.61,5.5,,13
Chase Brown,77787,HB,CIN,11,44,8,4,49.7,89,0,179,1,7,8,144,84.6,5,6,7,1,20,48.0,63.9,81.4,,26.7,81.1,59.0,58.7,31,1,156,14,35,49,0,0,15,58,0,179,144,3.27,4.1,4.46,23
C.J. Stroud,129759,QB,HST,17,42,3,0,0.0,0,0,10,0,0,0,6,0.0,8,18,13,9,0,52.1,83.2,68.4,80.4,61.3,58.9,73.4,60.2,16,4,0,1,1,403,157,25,1,18,3,177,48,1.14,4.2,0.0,1
Deebo Samuel,48274,WR,SF,18,43,22,4,30.0,72,0,240,4,33,22,138,152.2,11,14,28,1,5,64.7,85.4,90.2,60.0,65.9,87.0,68.2,60.3,23,2,1038,73,459,333,0,0,109,116,5,240,138,3.21,5.6,2.26,16
Craig Reynolds,94383,HB,DET,19,42,6,2,20.0,36,0,180,0,3,6,120,54.7,6,12,11,1,11,45.9,76.5,81.8,,24.0,69.9,79.8,51.6,19,0,47,5,64,73,0,0,6,47,2,180,120,2.86,4.3,0.73,31
Kenny Pickett,60515,QB,PIT,12,42,1,0,0.0,0,0,-17,0,0,0,9,0.0,3,11,25,2,0,91.3,70.6,71.8,68.8,,,66.7,60.0,11,2,0,0,0,282,71,14,0,28,1,54,54,1.29,1.3,,2
D'Ernest Johnson,45734,HB,JAX,17,41,5,1,17.6,19,0,108,0,5,5,86,41.1,1,5,15,0,14,83.6,57.5,85.1,,43.7,65.7,55.3,52.5,19,0,140,10,108,52,0,0,11,51,0,108,86,2.1,2.6,1.3,26
Kendre Miller,123091,HB,NO,8,41,10,1,11.5,18,0,156,1,1,10,128,67.3,4,10,20,0,13,82.5,74.1,79.5,,27.4,72.7,74.1,60.2,18,0,117,10,54,52,0,0,11,51,1,156,128,3.12,3.8,2.17,26
Jeff Wilson Jr.,29413,HB,MIA,11,41,4,1,8.0,15,0,188,1,0,4,120,20.9,5,8,17,0,17,82.6,59.5,84.1,,27.1,50.0,67.9,47.0,15,0,91,15,96,53,0,0,19,56,0,188,120,2.93,4.6,0.95,24
Jared Goff,10635,QB,DET,20,40,2,0,0.0,0,0,-14,0,0,1,5,0.5,1,6,11,7,0,60.3,85.7,56.6,85.2,,56.6,51.9,60.3,11,10,0,0,2,580,38,8,0,32,2,24,25,0.63,0.6,0.0,1
Daniel Jones,39395,QB,NYG,6,40,1,0,0.0,0,0,47,0,0,0,28,0.0,8,15,21,4,5,45.3,63.0,85.2,54.4,,58.9,82.2,60.0,17,0,0,0,1,105,159,19,0,21,1,206,65,1.63,5.2,0.0,7
Jordan Mason,62946,HB,SF,12,40,8,3,28.6,59,0,206,0,1,8,124,64.9,4,13,28,0,9,82.1,84.7,79.2,,23.8,62.0,85.4,62.2,26,0,31,3,35,63,0,0,4,43,3,206,124,3.1,5.2,0.89,30
Bryce Young,123943,QB,CAR,16,39,15,0,0.0,0,1,-6,0,0,0,0,0.0,9,18,5,11,1,27.7,56.4,57.9,53.0,,,78.1,60.0,26,6,0,0,0,404,259,31,0,8,0,253,156,4.0,6.5,,0
Tua Tagovailoa,60326,QB,MIA,18,38,2,0,0.0,0,0,-13,0,0,0,0,0.0,2,7,17,14,1,56.6,86.9,69.5,88.6,,57.7,29.9,60.0,14,6,0,0,2,421,112,19,0,19,0,99,31,0.82,2.6,0.0,2
Tyrod Taylor,6332,QB,NYG,11,38,6,2,18.8,37,0,54,0,0,1,28,19.4,5,10,21,4,1,44.1,71.4,85.8,73.4,,,54.5,60.5,31,0,0,0,0,131,143,26,0,12,0,197,102,2.68,5.2,,1
Isaiah Spiller,99146,HB,LAC,9,37,6,0,0.0,0,0,96,0,2,6,82,41.2,0,1,27,0,17,81.3,58.8,0.0,,29.0,61.0,63.4,60.0,8,1,34,6,49,41,0,0,6,43,0,96,82,2.22,2.6,0.69,18
Geno Smith,7820,QB,SEA,15,37,4,0,0.0,0,0,-1,0,0,0,7,0.0,6,10,29,5,1,68.8,82.9,51.5,82.1,,58.9,62.8,60.5,25,6,-2,1,1,308,156,20,1,18,1,155,46,1.24,4.2,-2.0,0
