,player_id,season_x,season_type,completions,attempts,passing_yards,passing_tds,interceptions,sacks,sack_yards,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_epa,passing_2pt_conversions,pacr,dakota,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,racr,target_share,air_yards_share,wopr_x,special_teams_tds,fantasy_points,fantasy_points_ppr,games,tgt_sh,ay_sh,yac_sh,wopr_y,ry_sh,rtd_sh,rfd_sh,rtdfd_sh,dom,w8dom,yptmpa,ppr_sh,season_y,team,position,depth_chart_position,jersey_number,status,player_name,first_name,last_name,birth_date,height,weight,college,espn_id,sportradar_id,yahoo_id,rotowire_id,pff_id,pfr_id,fantasy_data_id,sleeper_id,years_exp,headshot_url,ngs_position,week,game_type,status_description_abbr,football_name,esb_id,gsis_it_id,smart_id,entry_year,rookie_year,draft_club,draft_number,age
10,00-0020531,2013,REG,446,650,5162.0,39,12.0,37.0,244.0,6,2,5181.0,2435.0,244.0,147.9338444667027,0,16.81580293419872,2.708586996937387,35,52.0,3,0.0,0.0,6.0,1.2068995048175566,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,357.68,357.68,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2060392400834111,2013,NO,QB,,9,ACT,Drew Brees,Drew,Brees,1979-01-15,72.0,209.0,Purdue,2580,bb5957e6-ce7d-47ab-8036-22191ffc1c44,5479,2178,802,BreeDr00,7242,289,12,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bt6nv11jgsirnuymookt",,19,DIV,A01,Drew,BRE229498,26250,32004252-4522-9498-de45-55dc89e02748,2001,2001,SD,32,34.0
11,00-0020679,2013,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,2,-2.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,-0.2,-0.2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001583531274742676,2013,DET,QB,,14,ACT,Shaun Hill,Shaun,Hill,1980-01-09,75.0,220.0,Maryland,4260,52b14c80-ffc5-4fd6-9a32-d07b261f0841,6169,2688,1255,,11992,686,11,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dn42ccbwrshm7uksyphy",,17,REG,A01,Shaun,HIL586565,27467,32004849-4c58-6565-5d73-7605f4a4680f,2002,2002,,,33.0
12,00-0021206,2013,REG,149,224,1829.0,13,1.0,11.0,37.0,2,1,1769.0,835.0,90.0,82.01391675626954,1,7.98346064929799,1.5589619462140962,13,69.0,1,1.0,0.0,5.0,4.750451200874522,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,136.06,136.06,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1716065888050854,2013,CHI,QB,,12,ACT,Josh McCown,Joshua,McCown,1979-07-04,76.0,213.0,Sam Houston State,3609,a261fd0a-b096-4db7-bd51-2f13bde485da,5967,2513,1085,McCoJo01,5282,208,11,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qcauc37wqjdaxdbq1evu",,17,REG,A01,Josh,MCC600777,27213,32004d43-4360-0777-1931-84279757cab3,2002,2002,ARZ,81,34.0
13,00-0021429,2013,REG,362,572,4274.0,24,22.0,41.0,289.0,6,3,5266.0,1756.0,204.0,12.825727478092787,0,13.539378591034886,1.781047148902973,27,3.0,0,0.0,0.0,1.0,-13.678144523790392,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,217.26,217.26,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15861404354110997,2013,ARZ,QB,,3,ACT,Carson Palmer,Carson,Palmer,1979-12-27,77.0,235.0,USC,4459,57ad34b3-f60d-4b2d-9e01-3cb5a9451c37,6337,3014,1317,PalmCa00,2428,91,10,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/belgna3tokxga0gjjmwk",,17,REG,A01,Carson,PAL249055,28037,32005041-4c24-9055-fd96-2b522c21ff59,2003,2003,CIN,1,33.0
14,00-0021488,2013,REG,1,1,30.0,0,0.0,0.0,0.0,0,0,19.0,11.0,1.0,5.5709729379741475,0,1.5789473684210527,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.2,1.2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013686131386861313,2013,PIT,P,,10,ACT,Mat McBriar,Mat,McBriar,1979-07-08,72.0,227.0,,,,,,,,,,10,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/uregi4gbey5twzvwfuow",,17,REG,A01,Mat,MCB332712,,32004d43-4233-2712-6c39-7e63e09a34cc,2003,2003,,,34.0
15,00-0021547,2013,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,77,113,872.0,4,2.0,2.0,804.0,366.0,49.0,30.82027946239033,0,19.348444576035554,3.3500323462561092,3.0949721441101823,7.191529020261291,0.0,107.2,184.2,16,0.20772058823529413,0.1906116642958748,0.1771539206195547,0.46407021378964103,0.1947297900848593,0.125,0.21304347826086956,0.20229007633587787,0.15986489504242965,0.18078383206788745,1.6029411764705883,0.11974101617348795,2013,SD,TE,,85,ACT,Antonio Gates,Antonio,Gates,1980-06-18,76.0,255.0,Kent State,5362,82da09c2-e542-4f7d-87d9-24dfd8e014de,6663,3172,1609,,7884,322,10,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kndulvysinvn4tpvt0bc",,19,DIV,A01,Antonio,GAT194627,28495,32004741-5419-4627-d7b9-c6962c8e21f2,2003,2003,,,33.0
16,00-0021570,2013,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,17.0,0,0.0,0.0,12.0,5.0,0.0,1.3791675954125822,0,1.4166666666666667,0.047619047619047616,0.05309734513274336,0.10859671302149178,1.0,7.7,8.7,2,0.023809523809523808,0.023952095808383235,0.031446540880503145,0.054875962360992306,0.04292929292929293,0.0,0.0,0.0,0.021464646464646464,0.03434343434343434,0.40476190476190477,0.05349237579931136,2013,SF,WR,,14,ACT,Kassim Osgood,Kassim,Osgood,1980-05-20,77.0,220.0,,,,,,,,,,10,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bs9qxx6ljdhayuup4z60",,20,CON,A01,Kassim,OSG474619,,32004f53-4747-4619-5b52-12780fd86842,2003,2003,,,33.0
17,00-0021678,2013,REG,342,535,3828.0,31,10.0,35.0,272.0,2,1,4248.0,1778.0,194.0,61.24347559387949,1,13.747582793233308,1.390854178298045,20,38.0,0,2.0,0.0,3.0,-4.341497029990539,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,260.92,260.92,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18726494990382686,2013,DAL,QB,,9,ACT,Tony Romo,Tony,Romo,1980-04-21,74.0,236.0,Eastern Illinois,5209,c32d8200-2b85-4638-8db3-9a52fb86b207,6624,3153,1693,,3867,142,10,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rdgaxf7djip2ovlkeqjk",,17,REG,I01,Tony,ROM787981,28649,3200524f-4d78-7981-8043-36832134b23a,2003,2003,,,33.0
18,00-0021999,2013,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,2,-8.0,0,0.0,0.0,0.0,-2.019482708303258,0,39,54,461.0,1,1.0,0.0,353.0,216.0,23.0,13.00435187816128,0,10.342924949446688,1.4785025577922932,1.353850943231587,3.1654494969505507,0.0,51.300000000000004,90.30000000000001,9,0.16071428571428573,0.14080574391703232,0.159174649963154,0.35371602370505445,0.18648867313915857,0.07142857142857142,0.19491525423728814,0.18181818181818182,0.128958622283865,0.16347665279704116,1.3720238095238095,0.11093638664340648,2013,DET,WR,,13,ACT,Nate Burleson,Nate,Burleson,1981-08-19,72.0,198.0,,4529,a3365ad4-f2cd-4342-9488-146e44aa9d18,,3087,1386,BurlNa00,,,10,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/uetfdfntsvqax8ntyato",,17,REG,A01,Nate,BUR338629,,32004255-5233-8629-23eb-2ffb4397629e,2003,2003,MIN,71,32.0
19,00-0022044,2013,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,109,181,1407.0,5,0.0,0.0,2004.0,405.0,69.0,10.841439816444037,0,12.024213434789486,4.595216376033207,5.9933627856436695,11.08817851400038,0.0,170.70000000000002,279.7,16,0.2859399684044234,0.3886733902249806,0.24515738498789347,0.7398486647866196,0.33636146306478604,0.2631578947368421,0.3484848484848485,0.34101382488479265,0.29975967890081406,0.32172074939919726,2.2227488151658767,0.21336160864125955,2013,HST,WR,,80,ACT,Andre Johnson,Andre,Johnson,1981-07-11,75.0,230.0,,4461,848b34eb-1ca8-435c-a805-957aa71d4883,6339,3028,1319,JohnAn02,2429,92,10,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/iavrftkbpw4bekzl7zfv",,17,REG,A01,Andre,JOH056462,,32004a4f-4805-6462-c917-26ab3c7c4ad5,2003,2003,HST,3,32.0
20,00-0022054,2013,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,2,2,2.0,0,0.0,0.0,-3.0,5.0,0.0,-0.7254006385337561,0,0.0,0.08333333333333333,-0.011278195488721804,0.11710526315789474,0.0,0.2,2.2,1,0.08333333333333333,-0.011278195488721804,0.08064516129032258,0.11597744360902255,0.011627906976744186,0.0,0.0,0.0,0.005813953488372093,0.009302325581395349,0.08333333333333333,0.0311262026032824,2013,TEN,TE,,80,CUT,Visanthe Shiancoe,Visanthe,Shiancoe,1980-06-18,76.0,250.0,,4549,1a297388-37ec-43b0-b194-61bb398a8953,,3092,1406,ShiaVi00,,,10,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bjsxsxconihfsvqn4osy",,14,REG,A01,Visanthe,SHI025168,,32005348-4902-5168-ef53-8811bb48ad33,2003,2003,NYG,91,33.0
21,00-0022055,2013,REG,16,24,139.0,0,1.0,4.0,25.0,0,0,126.0,54.0,7.0,-12.09124995075884,0,3.4827586206896552,0.21780927157110871,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.5600000000000005,3.5600000000000005,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023854194585901906,2013,GB,QB,,9,RES,Seneca Wallace,Seneca,Wallace,1980-08-06,71.0,205.0,,4568,eec73720-d572-44cc-8f60-be5099b6c4b2,,3101,1422,WallSe00,,,10,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ytykneqxk0xwqhcrbq9a",,10,REG,A01,Seneca,WAL501121,,32005741-4c50-1121-648d-1312a0ff4ad9,2003,2003,SEA,110,33.0
22,00-0022084,2013,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,2,11.0,0,0.0,0.0,1.0,0.2688472341396846,0,85,129,1179.0,7,0.0,0.0,1230.0,425.0,62.0,88.2882880564765,0,14.907790443227476,4.98561598368625,4.948857276445425,10.942624069041171,0.0,161.0,246.0,16,0.30935251798561153,0.31139240506329113,0.3174010455563854,0.7131427010290502,0.36728971962616824,0.3333333333333333,0.4189189189189189,0.40828402366863903,0.3503115264797508,0.36049844236760126,2.827338129496403,0.2033898305084746,2013,SF,WR,,81,ACT,Anquan Boldin,Anquan,Boldin,1980-10-03,73.0,220.0,Florida State,4512,eb1d1304-1900-4587-ae06-75c77efd85a8,6390,3074,1369,BoldAn00,11712,655,10,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ajabgwxbliupgkwjbnut",,20,CON,A01,Anquan,BOL283010,28091,3200424f-4c28-3010-ceb9-7a5e123e35c7,2003,2003,ARZ,54,32.0
23,00-0022127,2013,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,73,111,851.0,8,0.0,0.0,911.0,323.0,44.0,35.86937669653549,0,17.904305301304312,3.010081445996987,3.039885282914232,6.643041867035442,0.0,133.1,206.1,16,0.189419795221843,0.19494971110635567,0.16093672147483806,0.440089461717849,0.20137245622337907,0.24242424242424243,0.20657276995305165,0.21138211382113822,0.22189834932381075,0.20958281346355176,1.4522184300341296,0.1380405079569201,2013,DAL,TE,,82,ACT,Jason Witten,Christopher,Witten,1982-05-06,78.0,261.0,Tennessee,4527,e38c9b1b-7c51-48a2-ac1d-a752502e8930,6405,3086,1384,WittJa00,722,23,10,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/r7uafhtwuexuaty0nhsc",,17,REG,A01,Jason,WIT559021,28103,32005749-5455-9021-9f23-668d83c1b782,2003,2003,DAL,69,31.0
24,00-0022165,2013,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,31,52,343.0,3,0.0,0.0,324.0,181.0,19.0,17.933807306146132,0,12.606254316980845,1.4107511877052015,1.0102872657497006,2.823327867582593,0.0,52.300000000000004,83.30000000000001,11,0.12776412776412777,0.08495018353434715,0.1463217461600647,0.2596063384736694,0.12591776798825258,0.2,0.1532258064516129,0.15827338129496402,0.16295888399412628,0.14073421439060207,0.8427518427518428,0.09681993584081083,2013,BLT,TE,,87,ACT,Dallas Clark,Dallas,Clark,1979-06-12,75.0,252.0,,4482,b7b58f9b-49c2-4d68-a331-ed66e901bb40,,3051,1340,ClarDa00,,,10,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/oqhmamvx6w1aetfoalpw",,17,REG,I01,Dallas,CLA236596,,3200434c-4123-6596-7436-09b0c29ef948,2003,2003,IND,24,34.0
25,00-0022178,2013,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,138,377.0,2,1.0,1.0,28.0,-24.776077790252074,0,8,11,20.0,0,0.0,0.0,12.0,12.0,0.0,-5.8744099209391525,0,5.8,0.28941688392907905,0.03119720030619388,0.4559633661079543,0.0,49.7,57.7,11,0.02335456475583864,0.003121748178980229,0.008097165991902834,0.037529245676942144,0.006331117442228553,0.0,0.0,0.0,0.0031655587211142765,0.005064893953782843,0.04246284501061571,0.05636637164683586,2013,CLV,RB,,26,ACT,Willis McGahee,Willis,McGahee,1981-10-21,72.0,235.0,,4481,9d310afd-c478-48d7-a669-4171b055aaac,,2962,1339,McGaWi00,,,10,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nlr34yjuurydinlwlt0z",,17,REG,A01,Willis,MCG001995,,32004d43-4700-1995-99c5-80f3625331a2,2003,2003,BUF,23,31.0
26,00-0022397,2013,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,11,23.0,0,0.0,0.0,3.0,-3.1499308438997984,0,11,19,47.0,1,0.0,0.0,16.0,49.0,3.0,-10.664777947444279,0,10.076923076923077,0.5037357369727586,0.02613382809427864,0.773897285125133,0.0,13.0,24.0,13,0.038306451612903226,0.0034460478139134183,0.0338865836791148,0.060216515670485575,0.014465989535241613,0.058823529411764705,0.01935483870967742,0.023255813953488372,0.03664475947350316,0.023337497510546232,0.09475806451612903,0.023086690522913542,2013,BLT,FB,,44,ACT,Vonta Leach,Terzell,Leach,1981-11-06,72.0,260.0,,,,,,,,,,9,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/n9zjncpra3ifhujp6fum",,17,REG,A01,Vonta,LEA142755,,32004c45-4114-2755-78ae-36376d6c88be,2004,2004,,,31.0
