player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
DJ Moore,48267,WR,CHI,17,11.9,16,72.7,53.6,15,28,1,2.0,2,64,6,1,90.5,57.4,89.3,,89.5,0.0,0,2,58,0.0,0,615,2,96,96.1,591,21.6,133,119.6,132,8,78.0,480,1364,550,5.7,14.2,2.31
David Njoku,11784,TE,CLV,17,5.4,23,67.2,45.8,11,24,1,9.3,9,39,8,2,52.8,29.4,68.2,67.5,70.5,54.7,356,4,45,8.8,57,651,2,88,85.7,558,34.6,225,91.6,131,6,10.1,66,975,625,7.1,11.1,1.75
Rashee Rice,97605,WR,KC,20,5.0,16,80.2,14.3,1,7,0,2.8,3,59,16,3,90.2,23.6,84.9,71.7,86.1,0.5,3,1,67,0.7,4,579,2,105,93.6,542,49.7,288,122.0,131,8,49.4,286,1200,853,8.1,11.4,2.21
Terry McLaurin,48229,WR,WAS,17,12.2,7,61.7,50.0,13,26,0,4.8,4,47,32,0,84.3,82.1,75.1,,74.5,0.1,1,4,48,0.0,0,676,0,79,95.1,643,15.2,103,83.5,128,4,84.6,572,1002,356,4.5,12.7,1.56
Amari Cooper,9437,WR,CLV,16,14.1,5,59.8,53.3,16,30,0,6.2,5,54,8,2,55.4,50.0,79.9,68.1,79.6,0.0,0,6,75,0.2,1,629,1,76,94.1,592,21.6,136,88.3,127,5,78.1,491,1309,279,3.7,17.2,2.21
Nico Collins,61441,WR,HST,17,11.4,22,72.2,47.1,8,17,0,4.2,4,62,13,1,83.5,83.3,91.4,,91.2,0.2,1,2,75,0.0,0,497,0,91,94.6,470,20.1,100,127.8,126,9,79.7,396,1461,646,7.1,16.1,3.11
DeVonta Smith,61100,WR,PHI,17,12.6,8,71.8,39.3,11,28,0,5.3,5,53,24,1,76.7,55.3,75.4,,77.1,0.0,0,3,63,0.0,0,668,1,89,95.2,636,31.1,208,111.4,124,7,68.3,456,1214,335,3.8,13.6,1.91
T.J. Hockenson,40912,TE,MIN,15,7.6,7,76.6,32.0,8,25,0,5.0,5,48,18,1,79.7,56.6,78.8,65.6,82.4,49.7,280,1,29,4.6,26,563,3,95,90.2,508,38.2,215,108.3,124,5,12.1,68,960,342,3.6,10.1,1.89
Brandon Aiyuk,84109,WR,SF,19,14.6,12,70.0,50.0,9,18,0,2.3,2,70,28,1,86.1,53.9,91.5,66.8,91.7,0.2,1,3,76,0.3,2,593,4,84,94.9,563,24.6,146,124.0,120,8,75.2,446,1491,390,4.6,17.8,2.65
Tyler Lockett,9502,WR,SEA,17,12.0,2,67.5,36.4,8,22,0,4.8,4,47,29,0,74.6,82.3,78.1,,77.6,0.2,1,4,37,0.0,0,597,0,79,93.1,556,35.2,210,90.2,117,5,64.3,384,894,221,2.8,11.3,1.61
Zay Flowers,97268,WR,BLT,18,9.1,21,74.1,54.5,6,11,1,7.5,7,48,3,1,65.6,57.7,76.3,,75.2,0.0,0,1,75,0.0,0,626,2,86,93.9,588,31.0,194,113.9,116,6,69.0,432,1014,444,5.2,11.8,1.72
George Pickens,99229,WR,PIT,18,13.6,7,59.6,32.0,8,25,1,4.2,3,44,25,4,86.4,20.4,74.1,,74.7,0.0,0,4,86,0.0,0,617,5,68,94.2,581,16.4,101,95.3,114,5,83.6,516,1190,416,6.1,17.5,2.05
D.K. Metcalf,47864,WR,SEA,16,14.1,14,58.9,29.0,9,31,3,8.3,6,52,29,0,56.0,81.0,80.0,,82.3,0.0,0,4,73,0.0,0,585,8,66,93.2,545,16.1,94,101.6,112,8,83.9,491,1114,370,5.6,16.9,2.04
Jaylen Waddle,84088,WR,MIA,15,10.7,10,67.9,42.9,6,14,0,8.6,7,49,17,0,60.6,82.2,90.3,,90.6,0.2,1,4,60,0.0,0,430,0,74,96.5,415,24.7,106,95.5,109,4,74.0,318,1045,423,5.7,14.1,2.52
Deebo Samuel,48274,WR,SF,18,7.5,33,67.0,36.8,7,19,0,5.2,4,40,28,1,76.9,64.7,85.4,65.9,87.0,0.0,0,3,54,1.0,5,489,2,73,93.9,459,33.5,164,107.5,109,7,60.5,296,1038,632,8.7,14.2,2.26
Jake Ferguson,61081,TE,DAL,18,6.3,18,75.0,46.2,12,26,0,5.8,5,47,9,0,74.1,82.2,74.5,73.1,76.6,43.7,283,1,40,5.3,34,647,4,81,88.6,573,44.8,290,118.4,108,8,10.0,65,854,454,5.6,10.5,1.49
Jakobi Meyers,47468,WR,LV,16,9.8,8,67.0,52.4,11,21,0,5.3,4,46,23,0,75.3,82.1,69.9,71.8,71.8,0.0,0,4,33,0.4,2,561,6,71,94.7,531,28.0,157,99.1,106,8,71.8,403,807,243,3.4,11.4,1.52
Drake London,86519,WR,ATL,16,11.7,4,65.1,51.5,17,33,0,4.2,3,45,2,0,74.8,81.4,78.9,,78.9,0.0,0,4,45,0.0,0,511,1,69,94.9,485,26.2,134,82.5,106,2,73.8,377,905,195,2.8,13.1,1.87
Trey McBride,75916,TE,ARZ,17,6.2,12,77.1,73.3,11,15,0,4.7,4,42,1,1,78.8,51.5,76.3,55.1,80.5,40.2,183,4,38,4.2,19,455,8,81,89.2,406,51.9,236,92.8,105,3,6.4,29,825,430,5.3,10.2,2.03
Romeo Doubs,84329,WR,GB,19,12.9,3,65.7,53.6,15,28,0,5.5,4,49,12,1,74.5,47.6,73.6,,74.0,0.0,0,3,46,0.0,0,587,1,69,94.5,555,15.7,92,109.5,105,9,84.3,495,908,216,3.1,13.2,1.64
Jordan Addison,123000,WR,MIN,17,12.5,5,67.3,40.9,9,22,1,4.1,3,38,18,0,80.3,81.4,68.6,,69.7,0.0,0,7,62,0.0,0,642,1,70,94.4,606,28.8,185,98.7,104,10,70.7,454,911,267,3.8,13.0,1.5
Christian McCaffrey,11763,HB,SF,19,1.7,11,82.7,66.7,2,3,1,1.1,1,36,28,1,90.8,65.8,90.3,28.4,86.5,3.0,18,2,41,9.2,56,606,2,86,86.6,525,17.0,103,113.0,104,8,9.4,57,716,606,7.0,8.3,1.36
Elijah Moore,84302,WR,CLV,18,11.2,9,60.4,36.4,4,11,0,7.6,5,29,8,1,65.6,51.1,58.9,0.0,60.6,0.0,0,3,42,0.2,1,647,1,61,94.0,608,44.0,285,73.5,101,2,53.5,346,652,206,3.4,10.7,1.07
Dalton Kincaid,91791,TE,BUF,18,7.0,10,80.2,55.6,5,9,0,4.7,4,34,4,1,79.1,51.8,68.8,44.3,70.5,19.4,107,3,51,1.1,6,551,6,81,93.6,516,60.6,334,96.2,101,3,18.5,102,777,352,4.3,9.6,1.51
George Kittle,11901,TE,SF,19,9.9,17,72.3,37.5,6,16,0,8.8,7,46,28,0,54.4,81.7,87.7,70.6,85.2,61.7,395,2,66,7.0,45,640,2,73,88.8,568,28.1,180,123.9,101,7,8.8,56,1132,531,7.3,15.5,1.99
Cooper Kupp,11824,WR,LA,13,8.6,11,64.0,45.5,5,11,0,7.2,5,35,26,0,61.3,81.1,71.5,69.5,71.1,0.0,0,3,62,0.6,3,464,2,64,93.1,432,61.9,287,91.4,100,5,37.5,174,764,336,5.3,11.9,1.77
Justin Jefferson,61398,WR,MIN,10,13.5,10,69.4,40.9,9,22,1,2.9,2,51,18,1,86.5,48.1,91.1,,91.2,0.0,0,3,52,0.0,0,391,1,68,94.4,369,30.2,118,109.8,98,5,69.6,272,1074,263,3.9,15.8,2.91
Jayden Reed,78171,WR,GB,18,10.0,6,70.1,25.0,3,12,0,4.2,3,33,12,0,81.1,88.6,73.3,62.4,74.4,0.7,3,1,59,0.2,1,447,3,68,94.9,424,75.2,336,119.3,97,8,23.5,105,828,366,5.4,12.2,1.95
Marquise Brown,61568,WR,ARZ,14,12.7,5,54.3,23.8,5,21,1,5.6,3,32,1,0,73.0,79.9,67.1,,68.1,0.0,0,3,41,0.0,0,499,4,51,92.2,460,20.0,100,73.6,94,4,79.8,398,574,167,3.3,11.3,1.25
Josh Downs,122832,WR,IND,17,7.4,9,72.3,45.5,5,11,0,2.9,2,30,14,0,87.4,84.6,70.3,,71.0,0.2,1,1,59,0.0,0,514,1,68,94.0,483,81.3,418,99.2,94,2,17.7,91,771,374,5.5,11.3,1.6
Dalton Schultz,47304,TE,HST,17,8.7,13,69.9,36.4,4,11,0,8.5,6,38,13,1,60.6,45.4,71.5,61.1,72.6,52.3,288,2,37,8.9,49,551,1,65,85.8,473,31.8,175,104.9,93,6,11.4,63,715,261,4.0,11.0,1.51
Diontae Johnson,33441,WR,PIT,14,12.7,9,59.8,33.3,6,18,1,3.5,2,42,25,1,81.6,41.5,77.9,,79.1,0.0,0,2,71,0.0,0,433,4,55,93.1,403,22.4,97,99.2,92,6,77.6,336,765,285,5.2,13.9,1.9
Tyler Boyd,10689,WR,CIN,17,7.2,11,73.6,40.0,6,15,0,4.3,3,28,7,0,73.8,81.5,59.5,66.2,64.4,0.0,0,4,64,0.2,1,611,2,67,94.4,577,85.3,521,83.0,91,2,14.6,89,667,287,4.3,10.0,1.16
Jaxon Smith-Njigba,129758,WR,SEA,17,6.4,6,70.0,25.0,3,12,0,11.3,8,29,29,0,47.1,80.6,63.3,65.4,63.9,0.0,0,2,35,0.2,1,507,1,63,94.1,477,69.0,350,95.0,90,4,31.0,157,628,370,5.9,10.0,1.32
Breece Hall,97636,HB,NYJ,17,-0.4,31,84.4,25.0,1,4,0,5.0,4,28,22,0,78.3,74.4,82.4,53.9,88.9,3.4,14,1,50,13.7,56,410,0,76,82.0,336,2.4,10,104.2,90,4,10.5,43,591,642,8.4,7.8,1.76
Brandin Cooks,8655,WR,DAL,17,13.5,4,67.4,50.0,9,18,1,1.6,1,42,9,1,83.5,57.3,68.7,,69.8,0.0,0,5,37,0.0,0,635,1,60,93.5,594,35.9,228,97.8,89,8,64.1,407,704,134,2.2,11.7,1.19
Cole Kmet,60995,TE,CHI,17,7.0,7,83.0,44.4,4,9,0,1.4,1,36,6,1,90.4,50.9,73.7,64.3,77.7,41.3,210,3,53,12.8,65,508,3,73,83.7,425,47.6,242,109.2,88,6,10.0,51,719,294,4.0,9.8,1.69
Courtland Sutton,48164,WR,DEN,16,13.0,3,67.8,57.1,12,21,0,10.6,7,37,10,3,52.3,21.7,75.6,80.7,75.2,1.0,5,2,46,0.6,3,506,6,59,92.5,468,21.7,110,124.5,87,10,77.3,391,777,166,2.8,13.2,1.66
Dallas Goedert,47272,TE,PHI,15,5.5,9,72.4,40.0,6,15,0,4.5,3,34,24,0,79.2,80.9,71.0,79.7,67.7,34.6,178,3,49,3.9,20,514,4,63,91.4,470,51.9,267,92.7,87,4,13.0,67,613,329,5.2,9.7,1.3
Kyle Pitts,83964,TE,ATL,17,12.0,2,61.6,38.1,8,21,2,3.6,2,35,2,0,80.7,79.7,68.1,77.6,72.7,14.9,74,3,39,2.0,10,496,4,53,94.0,466,58.5,290,82.8,86,3,26.4,131,667,132,2.5,12.6,1.43
Alvin Kamara,11822,HB,NO,13,0.1,13,87.2,33.3,1,3,0,3.8,3,23,20,0,82.8,90.8,74.1,19.2,78.4,0.3,1,0,25,18.7,65,347,0,75,77.5,269,5.2,18,93.1,86,1,5.2,18,466,495,6.6,6.2,1.73
Cade Otton,61071,TE,TB,19,6.8,6,69.8,41.2,7,17,0,6.3,4,31,30,1,71.1,80.6,56.8,47.4,58.8,40.1,304,2,27,7.8,59,758,3,60,85.9,651,41.7,316,99.5,86,5,16.9,128,610,308,5.1,10.2,0.94
Curtis Samuel,11795,WR,WAS,16,7.1,6,72.9,50.0,9,18,2,6.1,4,26,32,0,71.3,81.7,69.7,75.0,70.4,0.9,4,4,37,0.7,3,430,2,62,93.5,402,70.2,302,89.0,85,4,26.5,114,613,265,4.3,9.9,1.52
Jerry Jeudy,61103,WR,DEN,16,13.6,14,64.3,23.1,3,13,0,6.9,4,28,10,1,67.2,40.4,67.8,,68.1,0.0,0,3,47,0.0,0,492,0,54,93.5,460,59.1,291,86.3,84,2,39.8,196,758,317,5.9,14.0,1.65
Tyler Conklin,47124,TE,NYJ,17,7.7,4,73.5,66.7,12,18,0,1.6,1,27,22,0,89.9,80.5,65.6,66.6,66.9,33.4,179,1,37,6.9,37,536,1,61,88.2,473,57.6,309,89.5,83,0,9.0,48,621,251,4.1,10.2,1.31
Jahmyr Gibbs,122474,HB,DET,18,0.1,19,75.9,33.3,1,3,0,7.4,5,24,11,0,65.4,61.2,76.3,26.8,67.4,0.0,0,1,24,10.1,44,434,0,63,85.7,372,9.2,40,84.9,83,1,10.4,45,410,437,6.9,6.5,1.1
Bijan Robinson,123126,HB,ATL,17,0.1,17,69.9,25.0,2,8,0,7.9,5,24,2,0,63.4,37.8,69.1,56.8,61.5,0.4,2,3,71,11.4,57,498,2,58,84.5,421,18.7,93,85.8,83,4,11.0,55,487,526,9.1,8.4,1.16
Jonathan Mingo,97774,WR,CAR,15,10.6,5,51.8,36.4,4,11,0,8.5,4,15,5,1,60.7,31.2,54.7,76.4,52.6,0.0,0,2,40,1.0,6,578,2,43,93.3,539,33.7,195,56.2,83,0,66.1,382,418,161,3.7,9.7,0.78
Christian Kirk,47546,WR,JAX,12,10.7,6,71.3,28.6,2,7,1,6.6,4,34,15,2,68.2,26.7,71.1,75.7,72.7,0.0,0,2,57,0.2,1,408,1,57,93.1,380,71.3,291,104.5,80,3,27.9,114,787,251,4.4,13.8,2.07
Jahan Dotson,84375,WR,WAS,17,10.0,1,62.0,33.3,4,12,2,7.5,4,27,32,0,64.3,79.2,57.7,66.1,58.5,0.0,0,7,33,0.1,1,675,3,49,94.1,635,42.1,284,61.0,79,4,57.9,391,518,118,2.4,10.6,0.82
Gabe Davis,55410,WR,BUF,17,15.6,7,57.7,50.0,7,14,0,8.2,4,34,4,1,63.6,36.2,67.9,65.3,68.7,0.5,3,6,57,1.2,7,598,0,45,92.8,555,16.7,100,87.9,78,7,82.4,493,746,179,4.0,16.6,1.34
Rachaad White,131633,HB,TB,19,-0.4,26,88.5,33.3,1,3,0,5.5,4,26,30,1,74.3,70.5,67.5,53.5,64.4,0.0,0,0,43,14.1,88,622,2,69,81.0,504,7.7,48,115.2,78,4,10.9,68,588,666,9.7,8.5,1.17
Darius Slayton,25578,WR,NYG,17,12.5,12,65.8,18.2,2,11,0,5.7,3,29,21,0,71.4,79.6,67.5,68.1,68.2,0.2,1,2,80,0.2,1,584,0,50,95.5,558,33.4,195,105.7,76,4,66.4,388,770,302,6.0,15.4,1.38
Demario Douglas,104155,WR,NE,14,8.0,12,64.5,36.4,4,11,0,3.9,2,26,19,1,79.7,57.6,74.4,,75.6,0.0,0,3,42,0.0,0,337,2,49,97.9,330,67.7,228,70.1,76,0,31.5,106,561,343,7.0,11.4,1.7
Wan'Dale Robinson,101735,WR,NYG,15,5.5,11,78.9,80.0,4,5,2,4.8,3,29,21,0,76.2,81.6,65.5,,67.0,1.4,6,0,33,0.0,0,422,2,60,95.3,402,78.2,330,99.8,76,1,19.4,82,525,291,4.9,8.8,1.31
Tony Pollard,27126,HB,DAL,18,0.7,5,81.6,50.0,3,6,0,4.6,3,13,9,2,77.6,66.9,77.5,70.6,51.4,0.0,0,0,60,19.6,115,588,0,62,74.7,439,6.3,37,85.3,76,0,7.1,42,340,350,5.6,5.5,0.77
Robert Woods,7822,WR,HST,16,9.9,1,55.3,38.1,8,21,1,8.7,4,27,13,0,59.9,83.7,60.7,39.3,61.0,0.4,2,1,26,0.4,2,479,3,42,93.5,448,55.5,266,71.3,76,1,42.2,202,443,136,3.2,10.5,0.99
Logan Thomas,8755,TE,WAS,16,6.6,2,72.4,38.9,7,18,0,5.2,3,20,32,2,75.7,25.9,57.1,73.9,56.1,20.4,116,2,29,5.1,29,568,4,55,90.7,515,54.0,307,96.2,76,4,25.4,144,496,236,4.3,9.0,0.96
Josh Reynolds,11872,WR,DET,20,11.7,12,64.0,57.1,8,14,1,9.4,5,39,11,1,56.7,35.3,70.1,61.6,69.2,0.0,0,1,33,0.2,1,608,3,48,95.4,580,34.9,212,117.6,75,6,65.1,396,740,221,4.6,15.4,1.28
Chigoziem Okonkwo,84000,TE,TEN,17,7.0,7,73.0,45.5,5,11,1,10.0,6,25,31,0,46.8,80.0,62.1,63.9,63.2,27.4,130,1,39,9.7,46,475,5,54,84.8,403,57.5,273,91.5,74,1,9.5,45,528,271,5.0,9.8,1.31
Tank Dell,78874,WR,HST,11,14.4,3,63.5,60.0,6,10,0,7.8,4,33,13,0,64.5,85.5,83.4,,83.3,0.0,0,2,68,0.0,0,338,1,47,94.7,320,28.7,97,115.2,74,7,70.1,237,709,145,3.1,15.1,2.22
Jaylen Warren,98692,HB,PIT,18,-1.8,25,85.1,25.0,1,4,1,7.4,5,20,25,1,66.6,38.2,78.5,25.1,72.2,4.5,16,0,30,18.9,67,355,1,63,76.9,273,7.3,26,88.4,74,0,4.8,17,386,517,8.2,6.1,1.41
Tee Higgins,61211,WR,CIN,12,13.1,4,56.8,34.8,8,23,1,12.5,6,33,7,0,45.9,78.5,72.1,65.7,70.9,0.2,1,1,80,0.2,1,419,3,42,94.5,396,17.4,73,103.2,74,5,82.3,345,656,235,5.6,15.6,1.66
K.J. Osborn,23503,WR,MIN,16,9.2,1,65.8,25.0,3,12,0,12.7,7,28,18,1,35.7,79.0,53.9,73.6,54.3,0.0,0,3,47,0.3,2,594,2,48,93.9,558,35.4,210,84.3,73,3,64.6,384,540,186,3.9,11.3,0.97
Darren Waller,9637,TE,NYG,12,7.9,3,72.2,43.8,7,16,0,1.9,1,25,21,0,86.9,79.5,69.4,57.6,73.1,26.0,103,2,29,5.3,21,396,0,52,89.6,355,52.0,206,87.3,72,1,21.5,85,552,217,4.2,10.6,1.55
Rashid Shaheed,63707,WR,NO,15,14.6,4,64.8,55.6,5,9,0,4.2,2,27,20,0,77.0,71.6,69.0,,69.4,0.0,0,3,58,0.0,0,446,3,46,96.6,431,47.1,210,104.1,71,5,52.2,233,719,155,3.4,15.6,1.67
Trey Palmer,99248,WR,TB,19,11.1,5,60.0,33.3,6,18,0,6.7,3,19,30,3,67.4,19.7,53.3,,54.8,0.2,1,1,56,0.0,0,538,5,42,92.9,500,55.4,298,93.3,70,4,44.2,238,473,173,4.1,11.3,0.95
Gerald Everett,11799,TE,LAC,15,4.2,16,72.9,27.3,3,11,1,3.8,2,25,27,3,80.3,25.2,65.6,67.5,68.1,49.1,183,1,31,7.2,27,373,2,51,87.4,326,35.7,133,95.6,70,3,12.6,47,411,277,5.4,8.1,1.26
Odell Beckham Jr.,8647,WR,BLT,16,15.0,4,56.5,45.5,5,11,0,2.5,1,29,3,1,82.6,29.7,75.4,,77.0,0.0,0,1,51,0.0,0,361,2,39,92.0,332,13.0,47,93.8,69,3,87.0,314,599,162,4.2,15.4,1.8
Jonnu Smith,11855,TE,ATL,17,6.2,14,72.5,44.4,4,9,2,9.1,5,26,2,1,57.3,37.5,59.1,75.4,63.5,30.5,134,2,60,10.0,44,439,5,50,85.4,375,52.8,232,100.0,69,3,13.7,60,582,366,7.3,11.6,1.55
Austin Ekeler,12164,HB,LAC,14,-0.9,12,73.9,0.0,0,3,0,7.3,4,21,27,2,65.4,29.6,60.2,29.3,57.4,0.0,0,1,39,13.4,56,418,0,51,83.5,349,5.0,21,88.8,69,1,7.4,31,436,533,10.5,8.5,1.25
Tyler Higbee,10744,TE,LA,16,6.1,2,70.1,40.0,4,10,0,9.6,5,26,26,0,55.3,79.2,57.6,67.6,58.7,58.4,324,0,33,9.0,50,555,4,47,85.6,475,27.6,153,101.3,67,2,14.1,78,495,248,5.3,10.5,1.04
Tyjae Spears,97195,HB,TEN,17,-0.2,27,77.6,37.5,3,8,0,3.7,2,17,31,1,87.4,74.8,77.0,79.6,74.6,3.2,13,1,48,20.8,85,408,1,52,74.3,303,8.1,33,89.4,67,1,9.1,37,385,470,9.0,7.4,1.27
Travis Etienne Jr.,57185,HB,JAX,17,-0.9,24,86.6,0.0,0,1,0,7.9,5,23,15,0,63.6,91.3,77.0,52.2,69.3,0.0,0,0,56,21.9,120,549,1,58,73.6,404,4.9,27,101.2,67,1,8.0,44,476,541,9.3,8.2,1.18
Tutu Atwell,77965,WR,LA,17,11.6,1,59.7,45.5,5,11,0,7.0,3,27,26,0,66.8,79.6,68.3,,66.6,0.0,0,2,44,0.0,0,441,0,40,92.5,408,43.5,192,91.7,67,4,56.5,249,521,130,3.3,13.0,1.28
Quentin Johnston,123085,WR,LAC,17,13.0,5,58.5,31.8,7,22,0,5.0,2,20,27,0,64.3,78.6,58.9,,58.7,0.0,0,1,57,0.0,0,514,1,38,94.9,488,10.7,55,82.3,65,2,89.3,459,431,152,4.0,11.3,0.88
Jerome Ford,83601,HB,CLV,18,0.5,11,75.0,66.7,2,3,0,15.8,9,17,8,0,30.8,82.9,68.3,64.8,55.3,9.2,40,0,50,14.7,64,435,0,48,80.2,349,3.4,15,112.4,64,5,3.9,17,334,328,6.8,7.0,0.96
Michael Thomas,10681,WR,NO,10,10.7,4,61.9,47.1,8,17,1,2.5,1,21,20,0,81.8,77.9,67.4,,67.8,0.0,0,1,31,0.0,0,333,2,39,97.3,324,28.5,95,82.0,63,1,71.5,238,448,106,2.7,11.5,1.38
Alec Pierce,78038,WR,IND,17,15.7,1,50.8,42.9,9,21,0,5.9,2,24,14,0,69.5,77.0,58.1,66.3,56.6,0.0,0,1,58,0.2,1,649,2,32,93.2,605,13.1,85,82.4,63,2,86.9,564,514,94,2.9,16.1,0.85
