player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Delanie Walker,3120,TE,TEN,18,10.0,4,70.3,71.4,15,21,1,4.6,4,48,31,2,80.5,29.1,78.0,67.8,77.5,31.6,182,5,42,6.1,35,576,4,83,88.4,509,51.4,296,84.4,118,3,16.1,93,930,308,3.7,11.2,1.83
Golden Tate,5585,WR,DET,16,6.2,22,78.6,57.1,8,14,0,4.2,4,44,11,1,83.2,59.5,82.9,,82.4,0.2,1,5,71,0.0,0,575,2,92,92.3,531,79.0,454,98.8,117,5,20.9,120,1003,631,6.9,10.9,1.89
Devin Funchess,9474,WR,CAR,17,14.0,4,57.3,48.6,17,35,0,4.3,3,44,5,0,68.5,81.2,72.2,68.1,72.0,0.3,2,4,44,0.2,1,593,2,67,94.3,559,20.2,120,91.1,117,8,79.4,471,919,292,4.4,13.7,1.64
Stefon Diggs,9579,WR,MIN,16,11.3,9,68.4,64.3,18,28,1,6.0,5,52,18,0,79.5,83.2,82.6,,84.0,1.1,6,2,61,0.0,0,571,4,78,92.6,529,23.1,132,116.7,114,9,75.7,432,1056,380,4.9,13.5,2.0
Tyreek Hill,10799,WR,KC,16,11.5,10,72.6,56.3,9,16,1,7.9,7,43,16,0,64.1,88.6,79.9,61.6,82.8,0.2,1,1,79,0.2,1,574,3,82,94.6,543,36.2,208,126.3,113,7,59.8,343,1270,525,6.4,15.5,2.34
Le'Veon Bell,7829,HB,PIT,16,0.3,21,83.9,63.6,7,11,0,4.1,4,34,25,1,83.2,83.4,72.2,79.1,77.0,0.0,0,1,42,10.0,66,661,2,94,84.3,557,11.5,76,99.5,112,3,8.3,55,743,760,8.1,7.9,1.33
Christian McCaffrey,11763,HB,CAR,17,2.1,19,76.8,71.4,5,7,1,3.4,3,40,5,0,86.2,81.4,74.6,42.4,84.4,0.2,1,3,56,8.9,50,560,1,86,85.9,481,21.4,120,100.7,112,6,10.0,56,752,662,7.7,8.7,1.56
Doug Baldwin,6615,WR,SEA,16,13.3,8,67.0,22.7,5,22,1,1.3,1,44,29,0,90.5,81.8,84.4,79.6,83.3,4.0,24,4,54,0.8,5,601,2,75,90.3,543,72.2,434,103.7,112,8,23.5,141,991,260,3.5,13.2,1.83
Robbie Chosen,11254,WR,NYJ,16,13.6,5,56.8,30.8,8,26,1,8.7,6,36,22,0,60.3,80.9,71.4,,72.6,0.0,0,5,69,0.0,0,520,3,63,94.6,492,28.1,146,87.0,111,7,71.5,372,941,285,4.5,14.9,1.91
Danny Amendola,4717,WR,NE,18,8.9,5,78.4,56.3,9,16,1,4.4,4,56,19,1,77.2,69.4,77.4,,77.0,0.2,1,1,50,0.0,0,553,3,87,92.0,509,81.4,450,112.7,111,4,17.9,99,1007,321,3.7,11.6,1.98
Evan Engram,11778,TE,NYG,15,9.0,9,59.3,41.9,13,31,1,14.7,11,37,21,0,29.8,81.2,62.1,77.4,65.7,61.2,335,4,35,3.5,19,547,7,64,91.0,498,25.0,137,82.4,108,6,12.8,70,722,303,4.7,11.3,1.45
Davante Adams,8688,WR,GB,14,10.0,14,68.5,45.5,10,22,0,6.3,5,45,12,0,65.0,81.6,80.5,,79.4,0.4,2,1,55,0.0,0,538,0,74,93.7,504,19.1,103,120.3,108,10,80.5,433,885,345,4.7,12.0,1.76
Nelson Agholor,9453,WR,PHI,19,9.8,8,71.3,45.5,10,22,0,7.2,6,43,24,0,66.5,82.5,74.9,65.7,74.0,0.7,4,2,72,0.2,1,601,0,77,94.7,569,86.2,518,114.5,108,8,12.0,72,935,404,5.2,12.1,1.64
Alvin Kamara,11822,HB,NO,18,2.9,30,81.1,66.7,8,12,0,6.5,6,42,20,0,71.9,81.4,90.4,59.6,91.3,1.9,7,1,40,4.5,17,376,0,86,91.2,343,21.8,82,116.9,106,6,21.5,81,898,771,9.0,10.4,2.62
Mohamed Sanu,7084,WR,ATL,17,8.0,4,69.8,48.3,14,29,0,6.3,5,47,2,0,65.1,82.2,77.2,69.9,75.8,0.6,3,2,52,0.6,3,536,2,74,95.5,512,65.5,351,100.7,106,5,33.8,181,828,340,4.6,11.2,1.62
Marvin Jones Jr.,7158,WR,DET,16,16.1,9,58.1,51.4,18,35,2,6.2,4,44,11,0,71.4,80.6,76.3,65.0,75.8,0.3,2,3,58,0.1,1,674,5,61,92.9,626,11.3,76,110.9,105,9,88.4,596,1101,196,3.2,18.0,1.76
Cooper Kupp,11824,WR,LA,16,9.6,16,67.3,40.0,4,10,1,9.1,7,46,26,1,57.1,49.0,78.1,77.7,78.2,0.0,0,1,64,2.0,10,504,3,70,93.5,471,58.9,297,111.0,104,6,40.7,205,938,379,5.4,13.4,1.99
Marqise Lee,8674,WR,JAX,17,11.5,10,61.2,47.6,10,21,0,12.5,9,44,15,1,43.3,83.6,76.0,,75.1,0.4,2,3,45,0.0,0,522,5,63,94.8,495,12.8,67,81.8,103,3,86.4,451,771,320,5.1,12.2,1.56
T.Y. Hilton,7092,WR,IND,16,13.7,2,55.9,25.0,6,24,1,6.6,4,37,14,2,69.0,25.5,68.9,,69.2,0.0,0,4,80,0.0,0,585,5,57,94.9,555,36.6,214,84.8,102,4,63.4,371,966,295,5.2,16.9,1.74
Jack Doyle,8520,TE,IND,15,5.3,7,78.4,63.6,14,22,0,4.8,4,34,14,2,74.0,28.6,70.8,61.8,68.3,27.9,150,1,26,11.2,60,538,1,80,84.4,454,53.3,287,103.8,102,4,12.5,67,690,340,4.3,8.6,1.52
Kenny Stills,7926,WR,MIA,16,15.3,5,57.4,37.5,9,24,1,4.9,3,35,17,4,76.4,18.5,59.9,,62.5,0.0,0,5,61,0.0,0,649,9,58,95.7,621,46.5,302,84.1,101,6,53.5,347,847,162,2.8,14.6,1.36
Michael Crabtree,4933,WR,OAK,14,11.0,7,58.6,44.8,13,29,2,9.4,6,35,23,1,59.2,43.9,72.0,,71.7,0.0,0,2,41,0.0,0,413,7,58,92.3,381,20.8,86,95.4,99,8,78.7,325,618,196,3.4,10.7,1.62
Marquise Goodwin,7859,WR,SF,16,16.0,6,56.6,50.0,11,22,1,9.7,6,46,28,0,48.3,80.5,77.1,,76.5,0.0,0,2,83,0.0,0,508,5,56,97.2,494,25.2,128,88.0,99,2,74.4,378,962,193,3.4,17.2,1.95
Jermaine Kearse,7428,WR,NYJ,16,9.5,4,67.7,40.0,10,25,1,4.4,3,37,22,1,80.6,47.3,69.7,72.2,69.4,0.7,4,3,51,0.4,2,567,3,65,93.5,530,51.1,290,98.0,96,5,48.1,273,810,302,4.6,12.5,1.53
Jamison Crowder,9538,WR,WAS,15,7.6,4,68.8,53.8,7,13,0,9.6,7,37,32,1,55.0,41.1,72.7,67.8,72.5,1.1,5,4,41,0.4,2,468,0,66,96.8,453,74.4,348,86.7,96,3,24.1,113,789,363,5.5,12.0,1.74
DeVante Parker,9447,WR,MIA,13,12.6,8,60.0,45.2,14,31,0,6.6,4,33,17,1,69.2,41.8,69.5,,68.7,0.2,1,6,36,0.0,0,475,0,57,96.4,458,19.4,92,58.7,95,1,80.4,382,670,201,3.5,11.8,1.46
Robert Woods,7822,WR,LA,13,11.3,6,69.1,40.0,4,10,0,4.4,3,43,26,1,78.6,46.1,81.0,81.5,79.7,1.4,6,0,94,1.2,5,428,5,65,94.6,405,31.8,136,118.4,94,5,66.8,286,923,313,4.8,14.2,2.28
Eric Decker,5611,WR,TEN,18,10.4,1,66.0,42.1,8,19,1,8.8,6,36,31,0,58.9,80.9,69.4,79.5,67.3,0.6,3,0,29,1.0,5,519,6,62,93.3,484,50.3,261,93.8,94,2,48.6,252,669,146,2.4,10.8,1.38
Rishard Matthews,7211,WR,TEN,16,12.2,7,61.3,47.4,9,19,0,6.6,4,39,31,0,63.0,80.3,71.9,,70.9,0.4,2,6,75,0.0,0,568,0,57,94.7,538,32.7,186,78.1,93,4,66.9,380,837,285,5.0,14.7,1.56
Jimmy Graham,5619,TE,SEA,16,8.7,6,62.0,53.1,17,32,0,10.9,7,32,29,0,38.6,80.3,66.0,65.0,65.3,27.3,147,4,33,5.9,32,538,2,57,86.6,466,44.6,240,95.4,92,10,28.1,151,520,213,3.7,9.1,1.12
Amari Cooper,9437,WR,OAK,14,11.8,6,53.3,14.3,3,21,0,17.2,10,29,23,1,29.7,52.4,63.6,,62.9,0.2,1,5,87,0.0,0,473,2,48,93.2,441,22.0,104,80.8,90,7,77.4,366,680,300,6.3,14.2,1.54
Duke Johnson Jr.,9510,HB,CLV,16,2.1,24,82.2,50.0,4,8,0,3.9,3,33,8,2,77.6,37.3,78.2,70.1,89.4,0.0,0,3,41,18.5,82,443,1,74,75.2,333,14.9,66,96.0,90,3,3.8,17,693,632,8.5,9.4,2.08
Emmanuel Sanders,5606,WR,DEN,12,11.3,4,54.0,26.7,8,30,0,9.6,5,30,10,0,41.5,79.6,68.1,,67.1,0.5,2,1,38,0.0,0,436,1,47,94.3,411,27.3,119,76.6,87,2,72.0,314,555,158,3.4,11.8,1.35
DeSean Jackson,4363,WR,TB,14,16.3,1,57.5,31.6,6,19,0,2.0,1,36,30,0,86.6,79.9,76.8,,76.8,0.0,0,4,41,0.0,0,465,0,50,93.8,436,20.0,93,74.3,87,3,79.8,371,668,190,3.8,13.4,1.53
Kyle Rudolph,6195,TE,MIN,18,8.2,3,72.4,38.9,7,18,0,1.6,1,34,18,0,90.0,80.6,68.2,61.9,72.0,51.7,320,2,34,16.6,103,619,2,63,77.5,480,39.9,247,115.3,87,9,6.5,40,585,240,3.8,9.3,1.22
Mike Wallace,5007,WR,BLT,15,14.0,5,59.8,42.9,9,21,0,5.5,3,33,3,0,72.5,79.6,69.0,,69.0,0.4,2,2,66,0.0,0,476,1,52,95.6,455,13.9,66,93.5,87,4,85.7,408,748,155,3.0,14.4,1.64
James White,8765,HB,NE,17,2.1,9,75.6,44.4,4,9,0,4.4,3,31,19,0,79.3,87.1,69.1,69.9,77.6,0.5,2,1,27,11.0,46,420,1,65,82.4,346,7.1,30,100.0,86,4,17.4,73,501,407,6.3,7.7,1.45
Brandon LaFell,5602,WR,CIN,16,8.7,3,60.5,31.6,6,19,0,7.1,4,25,7,1,59.0,37.4,57.8,,57.7,2.0,11,2,45,0.0,0,554,1,52,95.3,528,35.6,197,81.0,86,3,62.3,345,548,245,4.7,10.5,1.04
Ted Ginn Jr.,3625,WR,NO,17,13.2,3,75.6,44.4,8,18,0,4.4,3,38,20,0,79.5,63.7,71.9,66.1,72.9,0.2,1,2,80,0.2,1,500,3,65,95.6,478,32.2,161,121.9,86,5,67.4,337,974,348,5.4,15.0,2.04
Randall Cobb,6216,WR,GB,15,6.1,5,77.6,38.5,5,13,1,2.9,2,29,12,1,80.4,51.5,64.4,76.0,64.8,1.0,5,2,46,1.3,7,521,3,66,91.9,479,77.7,405,104.6,85,4,15.5,81,653,421,6.4,9.9,1.36
Martavis Bryant,8753,WR,PIT,16,16.2,8,61.2,43.5,10,23,0,7.1,4,32,25,0,68.2,82.8,68.9,,69.4,0.2,1,2,51,0.0,0,516,3,52,93.2,481,12.0,62,92.3,85,4,87.4,451,681,200,3.8,13.1,1.42
Todd Gurley II,9443,HB,LA,16,0.5,19,80.0,50.0,1,2,0,6.8,5,32,26,0,74.9,54.5,82.6,71.0,87.8,0.0,0,3,80,16.0,82,513,0,68,79.5,408,1.6,8,114.6,85,6,3.9,20,798,811,11.9,11.7,1.96
Jordy Nelson,4350,WR,GB,15,11.1,3,63.1,13.3,2,15,0,3.6,2,38,12,0,80.1,79.6,68.6,,67.2,0.4,2,6,58,0.0,0,539,0,53,93.9,506,29.1,157,72.6,84,6,70.5,380,482,138,2.6,9.1,0.95
Sterling Shepard,10674,WR,NYG,11,8.9,5,71.1,63.6,14,22,0,6.3,4,36,21,1,69.8,45.8,70.7,,70.6,0.4,2,0,77,0.0,0,467,2,59,94.0,439,83.3,389,106.0,83,2,15.6,73,731,303,5.1,12.4,1.67
Jared Cook,5012,TE,OAK,16,9.7,5,65.1,55.0,11,20,0,10.0,6,35,23,1,54.4,39.4,63.2,79.8,64.7,24.7,130,1,35,6.1,32,526,6,54,86.9,457,57.6,303,93.9,83,2,17.7,93,688,217,4.0,12.7,1.51
Carlos Hyde,8692,HB,SF,16,1.5,9,71.1,62.5,5,8,2,13.2,9,17,28,0,39.3,75.1,58.0,46.9,41.3,1.0,5,1,18,22.4,112,499,2,59,75.4,376,4.0,20,73.9,83,0,9.8,49,350,335,5.7,5.9,0.93
JuJu Smith-Schuster,11817,WR,PIT,15,9.9,9,74.4,50.0,10,20,1,4.7,3,40,25,0,77.2,82.6,73.1,,73.5,1.4,7,2,97,0.0,0,513,7,61,94.2,483,58.7,301,133.3,82,8,39.8,204,922,399,6.5,15.1,1.91
Torrey Smith,6210,WR,PHI,19,13.3,1,59.8,44.4,8,18,0,12.5,7,19,24,0,43.3,79.5,56.7,65.9,56.8,0.2,1,1,59,0.2,1,542,1,49,94.5,512,17.2,93,88.8,82,3,82.7,448,587,189,3.9,12.0,1.15
Adam Humphries,10075,WR,TB,16,6.9,6,74.4,56.3,9,16,0,6.2,4,34,30,1,70.3,50.3,63.0,,62.4,0.6,3,0,43,0.0,0,534,0,61,93.4,499,82.0,438,100.2,82,1,16.5,88,631,300,4.9,10.3,1.26
Kendall Wright,7026,WR,CHI,16,7.9,8,72.0,68.4,13,19,0,4.8,3,33,6,0,76.6,80.4,73.2,,72.4,1.1,5,1,22,0.0,0,435,1,59,93.8,408,70.3,306,92.2,82,1,28.5,124,614,193,3.3,10.4,1.5
Eric Ebron,8645,TE,DET,16,8.3,8,65.4,60.0,6,10,0,10.2,6,30,11,1,53.5,38.8,69.7,70.5,69.9,45.1,194,1,44,0.7,3,430,1,53,93.3,401,42.1,181,97.5,81,4,12.8,55,574,263,5.0,10.8,1.43
Jason Witten,1384,TE,DAL,16,8.0,1,77.8,73.7,14,19,0,3.1,2,26,9,1,85.1,80.8,60.6,64.4,58.2,37.4,226,0,28,13.2,80,604,4,63,79.1,478,53.3,322,116.0,81,5,7.9,48,560,96,1.5,8.9,1.17
Kelvin Benjamin,8663,WR,BUF,15,11.9,3,61.3,44.8,13,29,0,9.3,5,31,4,0,57.4,79.2,69.0,,68.7,0.0,0,2,43,0.0,0,425,2,49,95.5,406,17.9,76,91.7,80,3,82.1,349,701,148,3.0,14.3,1.73
Paul Richardson Jr.,8680,WR,SEA,16,15.4,4,55.0,41.4,12,29,0,15.4,8,33,29,0,35.1,78.9,66.9,,66.1,0.2,1,1,61,0.0,0,595,0,44,91.4,544,16.8,100,104.3,80,6,83.0,494,703,126,2.9,16.0,1.29
LeSean McCoy,4976,HB,BUF,17,1.2,10,82.3,33.3,1,3,0,8.5,6,25,4,0,60.9,79.8,73.7,74.1,73.4,0.2,1,1,39,11.2,48,427,1,65,83.6,357,6.1,26,95.8,79,2,5.9,25,492,467,7.2,7.6,1.38
Corey Davis,11760,WR,TEN,13,11.7,9,54.4,25.0,3,12,0,4.4,2,24,31,1,76.0,31.2,63.2,,64.7,0.0,0,3,37,0.0,0,436,0,43,94.3,411,11.0,48,65.0,79,2,89.0,388,473,150,3.5,11.0,1.15
Keelan Cole Sr.,51593,WR,JAX,19,13.8,4,57.7,40.0,8,20,0,6.3,3,34,15,2,69.9,24.7,74.0,,72.0,0.0,0,3,75,0.0,0,534,2,45,94.4,504,33.9,181,91.3,78,3,66.1,353,830,288,6.4,18.4,1.65
Benjamin Watson,1753,TE,BLT,16,5.4,2,79.2,56.3,9,16,0,4.7,3,30,3,1,70.7,43.4,60.7,72.8,62.5,49.8,228,2,33,5.9,27,458,1,61,91.0,417,41.5,190,101.4,77,4,7.4,34,522,257,4.2,8.6,1.25
Jerick McKinnon,8731,HB,MIN,18,-0.4,10,84.4,60.0,3,5,0,4.4,3,26,18,0,86.4,57.8,79.6,79.0,83.6,0.2,1,1,41,15.1,66,437,0,65,78.9,345,1.8,8,97.7,77,2,10.1,44,513,590,9.1,7.9,1.49
Charles Clay,6326,TE,BUF,14,7.1,5,68.4,40.0,6,15,0,11.9,7,29,4,1,49.0,41.6,70.8,55.5,71.7,74.9,283,3,44,8.7,33,378,2,52,87.6,331,17.7,67,82.8,76,2,7.1,27,573,263,5.1,11.0,1.73
Terrance Williams,7855,WR,DAL,16,9.3,4,70.7,47.1,8,17,0,8.6,5,32,9,0,48.0,80.1,65.3,,63.3,2.6,12,4,56,0.0,0,461,2,53,90.9,419,8.5,39,70.3,75,0,88.9,410,568,237,4.5,10.7,1.36
Chris Hogan,6468,WR,NE,12,14.0,1,58.1,26.3,5,19,1,8.5,4,29,19,0,60.0,79.7,61.3,,60.9,0.2,1,1,47,0.0,0,532,3,43,93.0,495,42.7,227,109.7,74,7,57.0,303,591,214,5.0,13.7,1.19
Melvin Gordon III,9448,HB,LAC,16,-0.4,18,79.5,33.3,1,3,0,7.9,5,22,27,0,62.4,87.6,72.2,56.3,71.7,0.2,1,0,49,20.2,86,425,2,58,75.3,320,1.9,8,112.1,73,4,8.9,38,476,496,8.6,8.2,1.49
Deonte Thompson,7513,WR,BUF,17,15.7,2,54.8,36.4,8,22,1,4.8,2,26,4,0,73.9,43.2,63.6,,62.2,0.0,0,5,46,0.0,0,462,6,40,94.6,437,17.7,82,61.3,73,2,82.3,380,578,102,2.6,14.5,1.32
Cameron Brate,9207,TE,TB,16,10.0,2,65.8,42.9,12,28,0,5.9,3,34,30,1,70.9,79.1,73.6,35.6,74.8,28.1,124,2,35,4.3,19,441,1,48,89.1,393,55.6,245,106.6,73,6,14.7,65,591,157,3.3,12.3,1.5
Josh Doctson,10656,WR,WAS,16,15.1,3,48.6,33.3,8,24,0,7.9,3,25,32,0,62.1,77.5,62.5,60.5,62.5,0.4,2,2,52,0.2,1,470,2,35,97.0,456,20.0,94,87.8,72,6,79.6,374,502,131,3.7,14.3,1.1
Roger Lewis Jr.,11246,WR,NYG,15,10.8,2,50.7,36.0,9,25,0,7.7,3,21,21,0,63.4,77.6,58.6,70.7,58.9,0.0,0,5,34,0.4,2,469,4,36,94.7,444,3.0,14,48.8,71,2,96.8,454,416,78,2.2,11.6,0.94
Austin Seferian-Jenkins,8673,TE,NYJ,13,7.3,5,70.4,50.0,7,14,0,3.8,2,18,22,1,79.6,79.5,60.8,71.2,61.0,46.0,199,0,28,8.5,37,433,9,50,87.1,377,40.2,174,95.8,71,3,13.6,59,357,112,2.2,7.1,0.95
Sammy Watkins,8639,WR,LA,16,15.9,2,57.1,46.2,6,13,0,2.4,1,34,26,0,82.2,78.3,69.2,74.7,66.8,0.0,0,1,67,0.4,2,526,1,40,95.2,501,31.6,166,118.5,70,8,68.4,360,616,195,4.9,15.4,1.23
Zay Jones,11792,WR,BUF,16,13.8,1,42.0,36.8,7,19,1,14.7,5,20,4,0,38.8,76.3,55.0,66.2,52.7,0.0,0,1,33,0.2,1,520,1,29,94.8,493,34.0,177,61.0,69,2,66.0,343,336,71,2.4,11.6,0.68
Austin Hooper,10715,TE,ATL,18,6.6,7,77.9,54.5,6,11,0,10.2,6,21,2,0,53.7,79.7,61.7,62.0,58.5,52.9,280,3,88,14.0,74,529,6,53,83.0,439,35.0,185,96.3,68,3,10.6,56,544,268,5.1,10.3,1.24
Tyler Lockett,9502,WR,SEA,16,13.1,2,66.2,42.9,6,14,0,2.2,1,23,29,0,86.5,90.5,67.3,68.1,67.2,0.4,2,1,74,0.2,1,519,2,45,92.7,481,52.6,273,94.9,68,2,46.6,242,555,188,4.2,12.3,1.15
Vernon Davis,2951,TE,WAS,16,11.4,10,63.2,50.0,4,8,0,10.4,5,23,32,2,52.3,23.0,61.9,58.0,68.5,65.4,308,2,69,14.9,70,471,5,43,82.6,389,20.4,96,96.9,68,3,13.0,61,648,302,7.0,15.1,1.67
Theo Riddick,7980,HB,DET,16,0.9,23,77.9,50.0,3,6,0,7.0,4,20,11,0,67.9,69.5,71.0,78.8,75.9,0.5,2,1,63,22.5,85,377,0,53,71.9,271,5.8,22,97.5,68,2,4.2,16,444,434,8.2,8.4,1.64
Tyrell Williams,10154,WR,LAC,16,14.3,6,63.2,28.6,4,14,0,12.2,6,29,27,1,47.6,32.9,62.0,66.4,62.4,0.0,0,2,75,0.2,1,553,3,43,94.0,520,38.2,211,106.7,68,4,61.8,342,728,337,7.8,16.9,1.4
Jeremy Maclin,4942,WR,BLT,12,9.8,2,59.7,50.0,8,16,0,4.8,2,23,3,0,74.3,78.1,69.1,66.2,68.9,0.3,1,2,48,0.3,1,324,0,40,95.1,308,58.3,189,81.7,67,3,41.0,133,440,113,2.8,11.0,1.43
Mark Ingram II,6180,HB,NO,18,-1.4,11,89.6,40.0,2,5,2,6.3,4,20,20,1,71.4,64.9,70.5,71.1,69.8,0.0,0,0,54,15.6,51,326,3,60,80.7,263,1.8,6,93.5,67,0,1.2,4,432,531,8.9,7.2,1.64
Tarik Cohen,11874,HB,CHI,16,1.8,23,81.5,50.0,3,6,0,3.6,2,9,6,0,81.8,50.8,77.5,66.2,84.9,2.7,6,0,70,2.7,6,220,0,53,90.0,198,28.2,62,94.4,65,1,25.9,57,353,327,6.2,6.7,1.78
Kareem Hunt,11841,HB,KC,17,1.6,16,86.2,100.0,1,1,0,5.1,3,18,16,0,75.0,87.8,82.1,45.7,76.8,0.5,2,0,78,10.0,38,379,1,56,86.5,328,1.6,6,111.5,65,3,4.2,16,460,415,7.4,8.2,1.4
Pierre Garcon,4519,WR,SF,8,10.1,4,61.5,41.7,5,12,0,0.0,0,25,28,0,90.2,78.3,77.5,,76.3,0.0,0,1,59,0.0,0,293,1,40,95.2,279,23.9,70,79.0,65,0,75.8,222,500,177,4.4,12.5,1.79
Seth Roberts,9079,WR,OAK,15,10.0,1,66.2,21.4,3,14,0,8.5,4,22,23,2,54.6,23.6,54.0,,54.6,0.8,4,2,29,0.0,0,514,7,43,93.0,478,82.3,423,78.7,65,1,16.9,87,455,108,2.5,10.6,0.95
Allen Hurns,8931,WR,JAX,13,10.3,4,71.9,50.0,5,10,0,4.2,2,33,15,0,77.1,78.8,73.9,65.7,72.7,0.3,1,3,50,0.3,1,392,1,46,95.2,373,77.0,302,90.4,64,2,22.7,89,576,202,4.4,12.5,1.54
