No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Player-additional
65,Hroniss Grasu,31,C,4,1,301,6-3,Oregon,8/12/1991,7,1,Chicago Bears / 3rd / 71st pick / 2015,GrasHr00
27,Javelin Guidry,24,CB,4,0,191,5-9,Utah,8/6/1998,2,0,,GuidJa01
70,Sebastian Gutierrez,24,T,1,0,295,6-6,Minot St.,7/6/1998,Rook,0,,GutiSe00
37,Tyler Hall,24,CB,7,3,190,5-10,Wyoming,10/31/1998,2,1,,HallTy01
90,Johnathan Hankins,30,DT,5,1,320,6-2,Ohio St.,3/30/1992,9,1,New York Giants / 2nd / 49th pick / 2013,HankJo00
30,Duron Harmon,31,S,17,16,205,6-0,Rutgers,1/24/1991,9,5,New England Patriots / 3rd / 91st pick / 2013,HarmDu00
71,Justin Herron,27,T,1,0,305,6-5,Wake Forest,11/27/1995,2,0,New England Patriots / 6th / 195th pick / 2020,HerrJu00
39,Nate Hobbs,23,CB,11,11,195,6-0,Illinois,6/24/1999,1,3,Las Vegas Raiders / 5th / 167th pick / 2021,HobbNa00
10,Mack Hollins,29,WR,17,16,221,6-4,North Carolina,9/16/1993,5,7,Philadelphia Eagles / 4th / 118th pick / 2017,HollMa00
88,Jacob Hollister,29,TE,3,0,239,6-4,Wyoming,11/18/1993,5,0,,HollJa03
80,Jesper Horsted,25,TE,15,0,241,6-4,Princeton,2/27/1997,3,0,,HorsJe00
28,Josh Jacobs,24,RB,17,17,220,5-10,Alabama,2/11/1998,3,15,Oakland Raiders / 1st / 24th pick / 2019,JacoJo01
68,Andre James,25,C,15,15,300,6-4,UCLA,5/2/1997,3,7,,JameAn01
45,Jakob Johnson,28,FB,17,9,255,6-3,Tennessee,12/15/1994,3,0,,JohnJa12
1,Tyron Johnson,26,WR,2,0,193,6-1,LSUOklahoma St.,1/8/1996,2,0,,JohnTy03
55,Chandler Jones,32,DE,15,15,265,6-5,Syracuse,2/27/1990,10,7,New England Patriots / 1st / 21st pick / 2012,JoneCh03
31,Sidney Jones,26,CB,7,2,181,6-0,Washington,5/21/1996,5,1,Philadelphia Eagles / 2nd / 43rd pick / 2017,JoneSi00
51,Malcolm Koonce,24,DE,17,0,250,6-2,Buffalo,6/6/1998,1,1,Las Vegas Raiders / 3rd / 79th pick / 2021,KoonMa00
56,Harvey Langi,30,LB,2,2,250,6-2,BYU,9/24/1992,5,1,,LangHa00
54,Blake Martinez,28,LB,4,2,237,6-2,Stanford,1/9/1994,6,1,Green Bay Packers / 4th / 131st pick / 2016,MartBl01
59,Luke Masterson,24,LB,17,7,234,6-1,Wake Forest,1/7/1998,Rook,3,,MastLu00
61,Jordan Meredith,24,G,1,0,300,6-3,Western Kentucky,1/4/1998,Rook,0,,MereJo00
74,Kolton Miller,27,T,16,16,325,6-8,UCLA,10/9/1995,4,8,Oakland Raiders / 1st / 15th pick / 2018,MillKo00
25,Tre'von Moehrig,23,S,15,13,202,6-2,TCU,6/16/1999,1,4,Las Vegas Raiders / 2nd / 43rd pick / 2021,MoehTr00
87,Foster Moreau,25,TE,15,14,250,6-4,LSU,5/6/1997,3,4,Oakland Raiders / 4th / 137th pick / 2019,MoreFo00
77,Thayer Munford,23,T,17,4,320,6-6,Ohio St.,9/18/1999,Rook,3,Las Vegas Raiders / 7th / 238th pick / 2022,MunfTh00
91,Bilal Nichols,26,DT,17,17,302,6-3,Delaware,9/14/1996,4,7,Chicago Bears / 5th / 145th pick / 2018,NichBi00
66,Dylan Parham,23,G,17,17,285,6-3,Memphis,8/24/1999,Rook,7,Las Vegas Raiders / 3rd / 90th pick / 2022,ParhDy00
93,Kyle Peko,29,DT,8,0,305,6-1,Oregon St.,7/23/1993,6,1,,PekoKy00
52,Denzel Perryman,30,LB,12,11,240,5-11,Miami (FL),12/5/1992,7,5,San Diego Chargers / 2nd / 48th pick / 2015,PerrDe00
20,Isaiah Pola-Mao,23,S,11,0,210,6-4,USC,6/30/1999,Rook,1,,PolaIs00
13,Hunter Renfrow,27,WR,10,1,185,5-10,Clemson,12/21/1995,3,3,Oakland Raiders / 5th / 149th pick / 2019,RenfHu00
21,Amik Robertson,24,CB,17,7,187,5-8,Louisiana Tech,7/6/1998,2,3,Las Vegas Raiders / 4th / 139th pick / 2020,RobeAm00
23,Nickell Robey-Coleman,30,CB,2,0,180,5-8,USC,1/17/1992,9,0,,RobeNi00
95,Isaac Rochell,27,DE,1,0,280,6-3,Notre Dame,4/22/1995,5,0,Los Angeles Chargers / 7th / 225th pick / 2017,RochIs00
47,Trent Sieg,27,LS,17,0,240,6-3,Colorado St.,5/19/1995,4,1,,SiegTr00
76,John Simpson,25,G,11,2,321,6-4,Clemson,8/19/1997,2,2,Las Vegas Raiders / 4th / 109th pick / 2020,SimpJo00
3,Jarrett Stidham,26,QB,5,2,214,6-3,BaylorAuburn,8/8/1996,3,3,New England Patriots / 4th / 133rd pick / 2019,StidJa00
33,Roderic Teamer,25,S,17,3,205,6-0,Tulane,5/12/1997,3,1,,TeamRo00
90,Jerry Tillery,26,DL,8,4,295,6-6,Notre Dame,10/8/1996,3,2,Los Angeles Chargers / 1st / 28th pick / 2019,TillJe00
19,DJ Turner,25,WR,9,0,206,5-9,MarylandPittsburgh,1/18/1997,Rook,0,,TurnDJ00
95,Kendal Vickers,27,DT,8,0,295,6-3,Tennessee,5/23/1995,2,1,,VickKe00
83,Darren Waller,30,TE,9,6,255,6-6,Georgia Tech,9/13/1992,7,4,Baltimore Ravens / 6th / 204th pick / 2015,WallDa01
27,Sam Webb,24,CB,17,3,202,6-0,Missouri Western St.,5/19/1998,Rook,1,,WebbSa00
35,Zamir White,23,RB,14,0,215,6-0,Georgia,9/18/1999,Rook,0,Las Vegas Raiders / 4th / 122nd pick / 2022,WhitZa01
26,Rock Ya-Sin,26,CB,11,9,190,6-0,Temple,5/23/1996,3,3,Indianapolis Colts / 2nd / 34th pick / 2019,Ya-SRo00
,Team Total,26.5,,17,,246.2,6-2.0,,,3.5,,,-9999
