No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
2,Rayshawn Jenkins,28,S,17,17,200,1-Jun,Miami (FL),1/25/94,5,7,Los Angeles Chargers / 4th / 113th pick / 2017
57,Caleb Johnson,24,LB,17,0,227,2-Jun,Houston Baptist,7/28/98,1,1,
11,Marvin Jones,32,WR,16,10,199,2-Jun,California,3/12/90,10,5,Cincinnati Bengals / 5th / 166th pick / 2012
15,Tim Jones,24,WR,17,1,202,1-Jun,Southern Miss,5/16/98,Rook,0,
7,Zay Jones,27,WR,16,15,200,2-Jun,East Carolina,3/30/95,5,8,Buffalo Bills / 2nd / 37th pick / 2017
34,Gregory Junior,23,CB,1,0,195,Jun-00,Ouachita Baptist,6/21/99,Rook,0,Jacksonville Jaguars / 6th / 197th pick / 2022
49,Arden Key,26,OLB,17,3,240,5-Jun,LSU,5/3/96,4,3,Oakland Raiders / 3rd / 87th pick / 2018
13,Christian Kirk,26,WR,17,17,200,11-May,Texas A&M,11/18/96,4,10,Arizona Cardinals / 2nd / 47th pick / 2018
16,Trevor Lawrence,23,QB,17,17,213,6-Jun,Clemson,10/6/99,1,14,Jacksonville Jaguars / 1st / 1st pick / 2021
98,Jeremiah Ledbetter,28,DL,1,0,295,3-Jun,Arkansas,6/2/94,5,0,Detroit Lions / 6th / 205th pick / 2017
72,Walker Little,23,OL,17,3,309,7-Jun,Stanford,4/1/99,1,3,Jacksonville Jaguars / 2nd / 45th pick / 2021
33,Devin Lloyd,24,LB,17,15,235,3-Jun,Utah,9/30/98,Rook,8,Jacksonville Jaguars / 1st / 27th pick / 2022
84,Chris Manhertz,30,TE,17,11,235,6-Jun,Canisius,4/10/92,6,0,
46,Ross Matiscik,26,LS,17,0,235,Jun-00,Baylor,9/13/96,2,1,
67,John Miller,29,OL,3,0,315,3-Jun,Louisville,8/12/93,7,0,Buffalo Bills / 3rd / 81st pick / 2015
48,Chad Muma,23,LB,16,2,242,3-Jun,Wyoming,8/18/99,Rook,2,Jacksonville Jaguars / 3rd / 70th pick / 2022
23,Foyesade Oluokun,27,LB,17,17,215,2-Jun,Yale,8/2/95,4,8,Atlanta Falcons / 6th / 200th pick / 2018
10,Riley Patterson,23,K,17,0,190,Jun-00,Memphis,9/7/99,1,3,
98,Corey Peters,34,DL,12,3,335,3-Jun,Kentucky,6/8/88,12,2,Atlanta Falcons / 3rd / 83rd pick / 2010
50,Shaquille Quarterman,25,LB,17,0,234,Jun-00,Miami (FL),10/28/97,2,1,Jacksonville Jaguars / 4th / 140th pick / 2020
95,Roy Robertson-Harris,29,DL,17,17,298,5-Jun,Texas-El Paso,7/23/93,5,7,
74,Cam Robinson,27,OL,14,14,320,6-Jun,Alabama,10/9/95,5,7,Jacksonville Jaguars / 2nd / 34th pick / 2017
25,James Robinson,24,RB,7,5,219,9-May,"Butler (KS),Illinois St.",8/9/98,2,3,
68,Brandon Scherff,31,OL,17,17,315,5-Jun,Iowa,12/26/91,7,8,Washington Redskins / 1st / 5th pick / 2015
69,Tyler Shatley,31,OL,17,12,310,3-Jun,Clemson,5/5/91,8,6,
91,Dawuane Smoot,27,DL,15,0,264,3-Jun,Illinois,3/2/95,5,2,Jacksonville Jaguars / 3rd / 68th pick / 2017
54,Ty Summers,27,LB,3,0,241,1-Jun,TCU,12/31/95,3,0,Green Bay Packers / 7th / 226th pick / 2019
75,Jawaan Taylor,25,OL,17,17,312,5-Jun,Florida,11/25/97,3,8,Jacksonville Jaguars / 2nd / 35th pick / 2019
20,Daniel Thomas,24,S,15,0,215,10-May,Auburn,7/1/98,2,1,Jacksonville Jaguars / 5th / 157th pick / 2020
70,Cole Van Lanen,24,OL,16,0,312,5-Jun,Wisconsin,4/23/98,1,1,Green Bay Packers / 6th / 214th pick / 2021
44,Travon Walker,22,OLB,15,14,275,5-Jun,Georgia,12/18/00,Rook,6,Jacksonville Jaguars / 1st / 1st pick / 2022
21,Darious Williams,29,CB,17,12,187,9-May,Ala-Birmingham,3/15/93,4,4,
60,Darryl Williams,25,C,1,0,305,2-Jun,Mississippi St.,6/10/97,Rook,0,
42,Andrew Wingard,26,S,17,3,209,Jun-00,Wyoming,12/5/96,3,2,
,Team Total,25.9,,17,,246,6-2.2,,,3,,
