No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Player-additional
15,Jauan Jennings,25,WR,16,4,212,6-3,Tennessee,7/10/1997,1,4,San Francisco 49ers / 7th / 217th pick / 2020,JennJa00
27,Dontae Johnson,31,CB,2,0,200,6-2,North Carolina St.,12/1/1991,8,0,San Francisco 49ers / 4th / 129th pick / 2014,JohnDo02
11,Josh Johnson,36,QB,2,0,219,6-3,San Diego,5/15/1986,13,0,Tampa Bay Buccaneers / 5th / 160th pick / 2008,JohnJo05
44,Kyle Juszczyk,31,FB,16,12,235,6-1,Harvard,4/23/1991,9,2,Baltimore Ravens / 4th / 130th pick / 2013,JuszKy00
99,Javon Kinlaw,25,DT,6,6,319,6-5,South Carolina,10/3/1997,2,3,San Francisco 49ers / 1st / 14th pick / 2020,KinlJa00
85,George Kittle,29,TE,15,15,250,6-4,Iowa,10/9/1993,5,8,San Francisco 49ers / 5th / 146th pick / 2017,KittGe00
47,Tyler Kroft,30,TE,11,4,252,6-6,Rutgers,10/15/1992,7,1,Cincinnati Bengals / 3rd / 85th pick / 2015,KrofTy00
5,Trey Lance,22,QB,2,2,224,6-4,North Dakota St.,5/9/2000,1,1,San Francisco 49ers / 1st / 3rd pick / 2021,LancTr00
38,Deommodore Lenoir,23,DB,17,13,200,5-10,Oregon,10/6/1999,1,5,San Francisco 49ers / 5th / 172nd pick / 2021,LenoDe00
25,Marlon Mack,26,RB,2,0,210,6-0,South Florida,3/7/1996,5,0,Indianapolis Colts / 4th / 143rd pick / 2017,MackMa00
86,Tay Martin,25,WR,2,0,185,6-3,Washington St.Oklahoma St.,12/14/1997,Rook,0,,MartTa00
24,Jordan Mason,23,RB,16,0,223,5-11,Georgia Tech,5/24/1999,Rook,2,,MasoJo00
23,Christian McCaffrey,26,RB,11,10,205,5-11,Stanford,6/7/1996,5,10,Carolina Panthers / 1st / 8th pick / 2017,McCaCh01
3,Ray-Ray McCloud,26,WR,17,2,190,5-9,Clemson,10/15/1996,4,3,Buffalo Bills / 6th / 187th pick / 2018,McClRa00
96,T.Y. McGill,30,DT,9,0,299,6-0,North Carolina St.,11/23/1992,7,1,,McGiT.00
69,Mike McGlinchey,27,T,17,17,310,6-8,Notre Dame,1/12/1995,4,9,San Francisco 49ers / 1st / 9th pick / 2018,McGlMi00
68,Colton McKivitz,26,OL,13,1,306,6-6,West Virginia,8/9/1996,2,1,San Francisco 49ers / 5th / 153rd pick / 2020,McKiCo00
25,Elijah Mitchell,24,RB,5,1,200,5-10,Louisiana,5/2/1998,1,2,San Francisco 49ers / 6th / 194th pick / 2021,MitcEl00
76,Jaylon Moore,24,OL,17,2,311,6-4,Western Michigan,1/9/1998,1,2,San Francisco 49ers / 5th / 155th pick / 2021,MoorJa04
33,Tarvarius Moore,26,DB,13,0,200,6-2,Southern Miss,8/16/1996,4,1,San Francisco 49ers / 3rd / 95th pick / 2018,MoorTa00
4,Emmanuel Moseley,26,CB,5,5,190,5-11,Tennessee,3/25/1996,4,2,,MoseEm00
30,George Odum,29,DB,17,0,202,6-1,Central Arkansas,11/3/1993,4,5,,OdumGe00
92,Charles Omenihu,25,DE,17,3,280,6-5,Texas,8/20/1997,3,3,Houston Texans / 5th / 161st pick / 2019,OmenCh00
46,Taybor Pepper,28,LS,17,0,245,6-4,Michigan St.,5/28/1994,5,1,,PeppTa00
13,Brock Purdy,23,QB,9,5,220,6-1,Iowa St.,12/27/1999,Rook,6,San Francisco 49ers / 7th / 262nd pick / 2022,PurdBr00
98,Hassan Ridgeway,28,DT,12,7,305,6-3,Texas,11/2/1994,6,4,Indianapolis Colts / 4th / 116th pick / 2016,RidgHa00
59,Curtis Robinson,24,LB,3,0,236,6-3,Stanford,6/2/1998,1,0,,RobiCu00
19,Deebo Samuel,26,WR,13,12,215,6-0,South Carolina,1/15/1996,3,8,San Francisco 49ers / 2nd / 36th pick / 2019,SamuDe00
83,Willie Snead,30,WR,4,0,200,5-11,Ball St.,10/17/1992,7,0,,SneaWi00
55,Akeem Spence,31,DL,7,0,303,6-1,Illinois,11/29/1991,9,1,Tampa Bay Buccaneers / 4th / 100th pick / 2013,SpenAk00
20,Ambry Thomas,23,CB,15,0,190,6-0,Michigan,9/9/1999,1,1,San Francisco 49ers / 3rd / 102nd pick / 2021,ThomAm00
53,Kemoko Turay,27,DL,3,0,248,6-5,Rutgers,7/11/1995,4,0,Indianapolis Colts / 2nd / 52nd pick / 2018,TuraKe00
17,Malik Turner,26,WR,3,0,200,6-2,Illinois,1/30/1996,4,0,,TurnMa00
35,Charvarius Ward,26,CB,17,17,195,6-1,Middle Tenn. St.,5/16/1996,4,6,,WardCh01
1,Jimmie Ward,31,DB,12,5,195,5-11,Northern Illinois,7/18/1991,8,3,San Francisco 49ers / 1st / 30th pick / 2014,WardJi01
54,Fred Warner,26,LB,17,17,230,6-3,BYU,11/19/1996,4,17,San Francisco 49ers / 3rd / 70th pick / 2018,WarnFr00
71,Trent Williams,34,T,14,14,320,6-5,Oklahoma,7/19/1988,12,15,Washington Redskins / 1st / 4th pick / 2010,WillTr21
75,Jordan Willis,27,DE,9,0,270,6-4,Kansas St.,5/2/1995,5,1,Cincinnati Bengals / 3rd / 73rd pick / 2017,WillJo09
22,Jeff Wilson,27,RB,8,6,194,6-0,North Texas,11/16/1995,4,4,,WilsJe01
18,Mitch Wishnowsky,30,P,17,0,220,6-2,Utah,3/3/1992,3,1,San Francisco 49ers / 4th / 110th pick / 2019,WishMi00
89,Charlie Woerner,25,TE,17,2,241,6-5,Georgia,10/16/1997,2,0,San Francisco 49ers / 6th / 190th pick / 2020,WoerCh00
26,Samuel Womack,23,CB,16,1,187,5-10,Toledo,7/7/1999,Rook,2,San Francisco 49ers / 5th / 172nd pick / 2022,WomaSa00
63,Nick Zakelj,23,OL,5,0,325,6-5,Fordham,6/22/1999,Rook,0,San Francisco 49ers / 6th / 187th pick / 2022,ZakeNi00
,Team Total,26.9,,17,,240.9,6-2.2,,,4.1,,,-9999
