No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
58,Isaiah McDuffie,23,LB,17,1,227,1-Jun,Boston Col.,7/21/99,1,2,Green Bay Packers / 6th / 220th pick / 2021
71,Josh Myers,24,OL,17,17,310,5-Jun,Ohio St.,7/16/98,1,9,Green Bay Packers / 2nd / 62nd pick / 2021
70,Royce Newman,25,OL,17,6,310,5-Jun,Mississippi,8/17/97,1,4,Green Bay Packers / 4th / 142nd pick / 2021
73,Yosh Nijman,26,T,17,13,314,7-Jun,Virginia Tech,1/2/96,2,8,
25,Keisean Nixon,25,CB,17,4,200,10-May,South Carolina,6/22/97,3,9,
16,Pat O'Donnell,31,P,17,0,223,4-Jun,Miami (FL),2/22/91,8,1,Chicago Bears / 6th / 191st pick / 2014
90,Jarran Reed,30,DT,17,14,313,3-Jun,"East Mississippi CC,Alabama",12/16/92,6,7,Seattle Seahawks / 2nd / 49th pick / 2016
75,Sean Rhyan,24,T,1,0,320,5-Jun,UCLA,9/20/98,Rook,0,Green Bay Packers / 3rd / 92nd pick / 2022
12,Aaron Rodgers,39,QB,17,17,225,2-Jun,"Butte JC (CA),California",12/2/83,17,13,Green Bay Packers / 1st / 24th pick / 2005
8,Amari Rodgers,23,WR,10,0,212,9-May,Clemson,9/23/99,1,0,Green Bay Packers / 3rd / 85th pick / 2021
76,Jon Runyan Jr.,25,G,17,17,307,4-Jun,Michigan,8/8/97,2,9,Green Bay Packers / 6th / 192nd pick / 2020
26,Darnell Savage Jr.,25,S,16,13,198,11-May,Maryland,7/30/97,3,4,Green Bay Packers / 1st / 21st pick / 2019
93,Tedarrell Slaton,25,DL,17,2,330,4-Jun,Florida,10/3/97,1,2,Green Bay Packers / 5th / 173rd pick / 2021
91,Preston Smith,30,LB,17,17,265,5-Jun,Mississippi St.,11/17/92,7,8,Washington Redskins / 2nd / 38th pick / 2015
21,Eric Stokes,23,CB,9,9,194,Jun-00,Georgia,3/1/99,1,2,Green Bay Packers / 1st / 29th pick / 2021
27,Patrick Taylor,24,RB,14,0,223,3-Jun,Memphis,4/29/98,1,0,
78,Luke Tenuta,23,T,3,0,322,9-Jun,Virginia Tech,9/1/99,Rook,0,Buffalo Bills / 6th / 209th pick / 2022
50,Zach Tom,23,OL,9,5,305,5-Jun,Wake Forest,3/26/99,Rook,3,Green Bay Packers / 4th / 140th pick / 2022
85,Robert Tonyan,28,TE,17,3,237,5-Jun,Indiana St.,4/30/94,4,5,
83,Samori Toure,24,WR,11,2,190,1-Jun,"Montana,Nebraska",3/24/98,Rook,1,Green Bay Packers / 7th / 258th pick / 2022
7,Quay Walker,22,LB,17,16,240,4-Jun,Georgia,5/8/00,Rook,7,Green Bay Packers / 1st / 22nd pick / 2022
63,Rasheed Walker,22,OT,1,0,320,6-Jun,Penn St.,2/13/00,Rook,0,Green Bay Packers / 7th / 249th pick / 2022
11,Sammy Watkins,29,WR,9,3,211,1-Jun,Clemson,6/14/93,8,2,Buffalo Bills / 1st / 4th pick / 2014
9,Christian Watson,23,WR,14,11,200,5-Jun,North Dakota St.,5/12/99,Rook,7,Green Bay Packers / 2nd / 34th pick / 2022
45,Eric Wilson,28,LB,13,0,230,1-Jun,Cincinnati,9/26/94,5,1,
88,Juwann Winfree,26,WR,3,0,210,1-Jun,Colorado,9/4/96,3,0,Denver Broncos / 6th / 187th pick / 2019
95,Devonte Wyatt,24,DL,16,0,315,3-Jun,"Hutchinson (KS),Georgia",3/31/98,Rook,1,Green Bay Packers / 1st / 28th pick / 2022
,Team Total,26.1,,17,,244.3,6-2.4,,,3.2,,
