No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Player-additional
49,Tomon Fox,24,OLB,16,1,260,6-3,North Carolina,3/16/1998,Rook,2,,FoxxTo00
9,Graham Gano,35,K,17,0,202,6-2,Florida St.,4/9/1987,13,5,,GanoGr44
65,Nick Gates,27,OL,10,8,307,6-5,Nebraska,11/27/1995,3,3,,GateNi00
38,Zyon Gilbert,23,CB,3,1,182,6-1,Florida Atlantic,2/4/1999,Rook,0,,GilbZy00
17,Jamie Gillan,25,P,17,0,207,6-1,Ark-Pine Bluff,7/4/1997,3,2,,GillJa00
64,Mark Glowinski,30,OG,16,16,310,6-4,LackawannaWest Virginia,5/3/1992,7,6,Seattle Seahawks / 4th / 134th pick / 2015,GlowMa00
19,Kenny Golladay,29,WR,12,4,213,6-4,Northern Illinois,11/3/1993,5,1,Detroit Lions / 3rd / 96th pick / 2017,GollKe00
62,Devery Hamilton,24,OL,9,0,311,6-6,StanfordDuke,4/19/1998,Rook,1,,HamiDe00
96,Jack Heflin,24,DT,1,0,304,6-3,Northern IllinoisIowa,3/8/1998,1,0,,HeflJa00
18,Isaiah Hodgins,24,WR,8,5,210,6-4,Oregon St.,10/21/1998,1,3,Buffalo Bills / 6th / 207th pick / 2020,HodgIs00
30,Darnay Holmes,24,CB,15,2,195,5-10,UCLA,6/23/1998,2,1,New York Giants / 4th / 110th pick / 2020,HolmDa01
88,Tanner Hudson,28,TE,11,0,239,6-5,Southern Arkansas,11/12/1994,3,1,,HudsTa00
22,Adoree' Jackson,27,CB,10,10,185,5-11,USC,9/18/1995,5,4,Tennessee Titans / 1st / 18th pick / 2017,JackAd00
80,Richie James,27,WR,17,4,185,5-9,Middle Tenn. St.,9/5/1995,4,6,San Francisco 49ers / 7th / 240th pick / 2018,JameRi00
36,Tony Jefferson,30,S,9,1,211,5-11,Oklahoma,1/27/1992,9,1,,JeffTo00
84,Marcus Johnson,28,WR,14,7,207,6-1,Texas,8/5/1994,5,1,,JohnMa07
8,Daniel Jones,25,QB,16,16,221,6-5,Duke,5/27/1997,3,15,New York Giants / 1st / 6th pick / 2019,JoneDa05
58,Casey Kreiter,32,LS,17,0,250,6-1,Iowa,8/13/1990,6,1,,KreiCa00
97,Dexter Lawrence,25,DL,16,16,342,6-4,Clemson,11/12/1997,3,13,New York Giants / 1st / 17th pick / 2019,LawrDe03
35,Justin Layne,24,DB,7,0,192,6-2,Michigan St.,1/12/1998,3,0,Pittsburgh Steelers / 3rd / 83rd pick / 2019,LaynJu00
66,Shane Lemieux,25,G,1,1,310,6-4,Oregon,5/12/1997,2,0,New York Giants / 5th / 150th pick / 2020,LemiSh00
20,Julian Love,24,S,16,16,195,5-11,Notre Dame,3/19/1998,3,6,New York Giants / 4th / 108th pick / 2019,LoveJu00
36,Nick McCloud,24,CB,14,8,193,6-0,North Carolina St.Notre Dame,7/9/1998,1,3,,McClNi00
41,Micah McFadden,22,LB,17,7,232,6-2,Indiana,1/3/2000,Rook,4,New York Giants / 5th / 146th pick / 2022,McFaMi01
29,Xavier McKinney,23,S,9,9,201,6-0,Alabama,8/9/1999,2,3,New York Giants / 2nd / 36th pick / 2020,McKiXa00
96,Henry Mondeaux,27,DL,11,4,280,6-4,Oregon,9/19/1995,2,2,,MondHe00
37,Fabian Moreau,28,DB,14,11,204,6-0,UCLA,4/9/1994,5,4,Washington Redskins / 3rd / 81st pick / 2017,MoreFa00
85,Chris Myarick,27,FB,16,8,255,6-5,Temple,10/6/1995,2,1,,MyarCh00
73,Evan Neal,22,T,13,13,340,6-7,Alabama,9/19/2000,Rook,6,New York Giants / 1st / 7th pick / 2022,NealEv00
51,Azeez Ojulari,22,OLB,7,5,249,6-2,Georgia,6/16/2000,1,3,New York Giants / 2nd / 50th pick / 2021,OjulAz00
74,Matt Peart,25,T,9,0,318,6-7,Connecticut,6/11/1997,2,1,New York Giants / 3rd / 99th pick / 2020,PearMa00
79,Tyre Phillips,25,T,12,5,344,6-5,East Mississippi CCMississippi St.,1/29/1997,2,3,Baltimore Ravens / 3rd / 106th pick / 2020,PhilTy00
27,Jason Pinnock,23,S,14,5,205,6-0,Pittsburgh,6/30/1999,1,2,New York Jets / 5th / 175th pick / 2021,PinnJa01
33,Aaron Robinson,25,CB,2,2,193,6-1,AlabamaCentral Florida,11/10/1997,1,1,New York Giants / 3rd / 71st pick / 2021,RobiAa00
17,Wan'Dale Robinson,21,WR,6,3,185,5-8,NebraskaKentucky,1/5/2001,Rook,2,New York Giants / 2nd / 43rd pick / 2022,RobiWa01
95,Quincy Roche,24,OLB,3,0,245,6-3,TempleMiami (FL),2/10/1998,1,0,Pittsburgh Steelers / 6th / 216th pick / 2021,RochQu00
3,Sterling Shepard,29,WR,3,2,201,5-10,Oklahoma,2/10/1993,6,1,New York Giants / 2nd / 40th pick / 2016,ShepSt00
13,David Sills,26,WR,9,5,210,6-3,West Virginia,5/29/1996,1,1,,SillDa01
86,Darius Slayton,25,WR,16,11,190,6-1,Auburn,1/12/1997,3,7,New York Giants / 5th / 171st pick / 2019,SlayDa01
94,Elerson Smith,24,OLB,5,0,255,6-7,Northern Iowa,7/17/1998,1,0,New York Giants / 4th / 116th pick / 2021,SmitEl00
45,Jaylon Smith,27,LB,13,11,245,6-2,Notre Dame,6/14/1995,5,5,Dallas Cowboys / 2nd / 34th pick / 2016,SmitJa05
2,Tyrod Taylor,33,QB,3,0,217,6-1,Virginia Tech,8/3/1989,11,1,Baltimore Ravens / 6th / 180th pick / 2011,TaylTy00
5,Kayvon Thibodeaux,22,OLB,14,14,250,6-5,Oregon,12/15/2000,Rook,7,New York Giants / 1st / 5th pick / 2022,ThibKa00
78,Andrew Thomas,23,T,16,16,315,6-5,Georgia,1/22/1999,2,12,New York Giants / 1st / 4th pick / 2020,ThomAn02
39,Trenton Thompson,25,S,1,0,196,6-1,San Diego St.,12/18/1997,Rook,0,,ThomTr01
89,Kadarius Toney,23,WR,2,1,193,6-0,Florida,1/27/1999,1,0,New York Giants / 1st / 20th pick / 2021,ToneKa00
46,Nick Vannett,29,TE,6,3,261,6-6,Ohio St.,3/6/1993,6,0,Seattle Seahawks / 3rd / 94th pick / 2016,VannNi00
55,Jihad Ward,28,OLB,17,11,287,6-5,Illinois,5/11/1994,6,5,Oakland Raiders / 2nd / 44th pick / 2016,WardJi02
12,Davis Webb,27,QB,1,1,225,6-5,California,1/22/1995,1,1,New York Giants / 3rd / 87th pick / 2017,WebbDa00
21,Antonio Williams,25,RB,2,0,210,5-11,North Carolina,10/22/1997,2,0,,WillAn03
99,Leonard Williams,28,DL,12,12,302,6-5,USC,6/20/1994,7,6,New York Jets / 1st / 6th pick / 2015,WillLe02
93,Nick Williams,32,DL,8,7,310,6-4,Samford,2/21/1990,8,3,Pittsburgh Steelers / 7th / 223rd pick / 2013,WillNi01
25,Rodarius Williams,26,CB,3,1,193,6-0,Oklahoma St.,9/12/1996,1,1,New York Giants / 6th / 201st pick / 2021,WillRo07
53,Oshane Ximines,26,OLB,15,4,254,6-4,Old Dominion,12/7/1996,3,3,New York Giants / 3rd / 95th pick / 2019,XimiOs00
,Team Total,25.7,,17,,247.1,6-2.5,,,2.9,,,-9999
