player_id,age,pff_id,adjusted_value,Year,Team,Net EPA,Win %,player,position,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te,weighted_grade,weighted_average_grade
00-0023920,27.0,MISSING,0.0,2010,Bengals,-0.06,25.00%,Dennis Roland,T,98.1,0.0,7.0,64.3,51.5,76.6,7.0,16.0,319.0,96.4,96.5,94.2,3.0,30.0,7.0,633.0,0.0,0.0,28.0,645.0,335.0,347.0,0.0,565.0,298.0,52.0,41473.5,MISSING
00-0023958,28.0,MISSING,0.0,2010,Bengals,-0.06,25.00%,Nate Livings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0027004,24.0,MISSING,307.8251035025631,2010,Bills,-0.19,25.00%,Eric Wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0027027,24.0,MISSING,209.52192215027895,2010,Bills,-0.19,25.00%,Andy Levitre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0027053,24.0,MISSING,139.39997550640575,2010,Bills,-0.19,25.00%,Kraig Urbik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0026236,25.0,MISSING,100.9150514646006,2010,Bills,-0.19,25.00%,Chad Rinehart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0027740,23.0,MISSING,73.07232037211513,2010,Bills,-0.19,25.00%,Ed Wang,T,100.0,0.0,4.0,61.5,76.1,58.8,0.0,0.0,5.0,100.0,100.0,100.0,0.0,0.0,0.0,8.0,0.0,8.0,0.0,8.0,5.0,5.0,0.0,0.0,3.0,0.0,492.0,MISSING
00-0027101,25.0,MISSING,67.10204906923828,2010,Bills,-0.19,25.00%,Colin Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0025511,25.0,MISSING,64.60014200997853,2010,Bills,-0.19,25.00%,Mansfield Wrotto,T,100.0,0.0,4.0,64.2,64.8,66.9,5.0,16.0,258.0,100.0,100.0,95.5,5.0,22.0,1.0,464.0,0.0,0.0,0.0,464.0,267.0,267.0,0.0,464.0,197.0,0.0,29788.800000000003,MISSING
00-0027112,24.0,MISSING,51.200576879971734,2010,Bills,-0.19,25.00%,Jamon Meredith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0023602,28.0,MISSING,25.580562112952975,2010,Bills,-0.19,25.00%,Geoff Hangartner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0026359,26.0,MISSING,19.26558203089,2010,Bills,-0.19,25.00%,Demetress Bell,T,100.0,0.0,4.0,69.0,72.8,64.8,10.0,29.0,566.0,100.0,100.0,95.8,5.0,43.0,4.0,950.0,0.0,0.0,950.0,950.0,587.0,587.0,0.0,0.0,363.0,0.0,65550.0,MISSING
00-0027542,23.0,MISSING,0.0,2010,Bills,-0.19,25.00%,Cord Howard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0023016,28.0,MISSING,0.0,2010,Bills,-0.19,25.00%,Erik Pears,T,100.0,0.0,4.0,60.2,70.2,57.6,1.0,1.0,41.0,100.0,100.0,97.6,1.0,2.0,0.0,58.0,0.0,0.0,0.0,58.0,42.0,42.0,0.0,58.0,16.0,0.0,3491.6000000000004,MISSING
00-0018613,34.0,MISSING,0.0,2010,Bills,-0.19,25.00%,Cornell Green,T,100.0,0.0,4.0,56.3,62.6,61.7,0.0,9.0,147.0,100.0,100.0,95.6,4.0,11.0,2.0,248.0,0.0,0.0,0.0,248.0,154.0,154.0,0.0,248.0,94.0,0.0,13962.4,MISSING
00-0026152,23.0,MISSING,410.5564269384125,2010,Broncos,-0.13,25.00%,Ryan Clady,T,100.0,2.0,10.0,82.2,76.1,81.4,2.0,29.0,635.0,100.0,100.0,96.6,7.0,37.0,6.0,1049.0,0.0,0.0,1037.0,1049.0,671.0,671.0,0.0,0.0,378.0,12.0,86227.8,MISSING
00-0027658,23.0,MISSING,254.73942485124735,2010,Broncos,-0.13,25.00%,Zane Beadles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0027683,23.0,MISSING,152.08034132056733,2010,Broncos,-0.13,25.00%,J.D. Walton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0025457,25.0,MISSING,128.41807042673943,2010,Broncos,-0.13,25.00%,Ryan Harris,T,100.0,2.0,10.0,69.5,66.9,75.1,4.0,18.0,390.0,100.0,100.0,96.4,5.0,25.0,3.0,655.0,0.0,0.0,0.0,655.0,414.0,414.0,0.0,654.0,241.0,1.0,45522.5,MISSING
00-0027781,22.0,MISSING,42.36358099700373,2010,Broncos,-0.13,25.00%,Eric Olsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0024375,27.0,MISSING,38.20931514293273,2010,Broncos,-0.13,25.00%,Chris Kuper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0020389,32.0,MISSING,9.695850466196347,2010,Broncos,-0.13,25.00%,Russ Hochstein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0027485,24.0,MISSING,0.0,2010,Broncos,-0.13,25.00%,Jeff Byers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0025900,24.0,MISSING,0.0,2010,Broncos,-0.13,25.00%,Chris Clark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0024566,25.0,MISSING,0.0,2010,Broncos,-0.13,25.00%,Stanley Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0024483,28.0,MISSING,0.0,2010,Broncos,-0.13,25.00%,D'Anthony Batiste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0025390,25.0,MISSING,561.3794642805499,2010,Browns,-0.12,31.30%,Joe Thomas,T,99.9,0.0,8.0,82.2,81.7,74.7,7.0,12.0,529.0,99.8,99.8,97.3,2.0,24.0,5.0,957.0,0.0,0.0,957.0,958.0,557.0,558.0,0.0,0.0,400.0,1.0,78747.6,MISSING
00-0026997,24.0,MISSING,353.9375995780788,2010,Browns,-0.12,31.30%,Alex Mack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0027694,22.0,MISSING,129.9039293286819,2010,Browns,-0.12,31.30%,Shawn Lauvao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0024284,27.0,MISSING,117.80281167912932,2010,Browns,-0.12,31.30%,Paul McQuistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0022122,30.0,MISSING,84.5296243200896,2010,Browns,-0.12,31.30%,Eric Steinbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0019666,33.0,MISSING,14.062662123025904,2010,Browns,-0.12,31.30%,John St. Clair,T,100.0,2.0,8.0,65.8,61.5,72.9,5.0,16.0,320.0,100.0,100.0,95.8,8.0,24.0,3.0,548.0,0.0,0.0,0.0,548.0,341.0,341.0,3.0,545.0,207.0,0.0,36058.4,MISSING
00-0025619,26.0,MISSING,13.590306994889724,2010,Browns,-0.12,31.30%,Steve Vallos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0022149,30.0,MISSING,13.380778433588263,2010,Browns,-0.12,31.30%,Tony Pashos,T,100.0,0.0,8.0,58.9,55.8,61.5,1.0,11.0,137.0,100.0,100.0,94.9,2.0,13.0,1.0,242.0,0.0,0.0,0.0,242.0,141.0,141.0,0.0,242.0,101.0,0.0,14253.8,MISSING
00-0020348,31.0,MISSING,12.47461274628092,2010,Browns,-0.12,31.30%,Floyd Womack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0021798,30.0,MISSING,0.0,2010,Browns,-0.12,31.30%,Billy Yates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0024238,26.0,MISSING,251.3259280210467,2010,Buccaneers,0.05,62.50%,Davin Joseph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0024274,27.0,MISSING,136.68798951905993,2010,Buccaneers,0.05,62.50%,Jeremy Trueblood,T,99.6,0.0,30.0,58.6,51.1,72.6,6.0,24.0,298.0,99.3,99.4,94.3,4.0,32.0,2.0,494.0,0.0,0.0,1.0,496.0,315.0,317.0,0.0,491.0,179.0,4.0,29065.6,MISSING
00-0026223,24.0,MISSING,119.82591428440664,2010,Buccaneers,0.05,62.50%,Jeremy Zuttah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0022157,29.0,MISSING,106.60395637101604,2010,Buccaneers,0.05,62.50%,Jeff Faine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0027607,23.0,MISSING,29.929320601291877,2010,Buccaneers,0.05,62.50%,Ted Larsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0027415,23.0,MISSING,0.0,2010,Buccaneers,0.05,62.50%,Will Barker,T,100.0,0.0,30.0,61.7,75.2,58.7,0.0,0.0,2.0,100.0,100.0,100.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,6.0,2.0,2.0,0.0,0.0,4.0,0.0,370.2000000000001,MISSING
00-0027528,23.0,MISSING,0.0,2010,Buccaneers,0.05,62.50%,Brandon Carter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0027444,23.0,MISSING,0.0,2010,Buccaneers,0.05,62.50%,Derek Hardman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0019954,32.0,MISSING,0.0,2010,Buccaneers,0.05,62.50%,Keydrick Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0026080,25.0,MISSING,0.0,2010,Buccaneers,0.05,62.50%,James Lee,T,100.0,1.0,30.0,60.4,64.4,67.4,0.0,17.0,270.0,100.0,100.0,96.1,6.0,19.0,2.0,504.0,0.0,0.0,0.0,504.0,279.0,279.0,0.0,498.0,225.0,6.0,30441.6,MISSING
00-0023894,27.0,3459.0,0.0,2010,Buccaneers,0.05,62.50%,Donald Penn,T,99.9,1.0,30.0,73.3,67.4,70.9,8.0,37.0,564.0,99.8,99.8,94.9,4.0,51.0,6.0,982.0,0.0,0.0,982.0,983.0,590.0,591.0,0.0,0.0,392.0,1.0,72053.9,MISSING
00-0024076,27.0,MISSING,0.0,2010,Buccaneers,0.05,62.50%,Donovan Raiola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0025392,26.0,MISSING,492.9774689557595,2010,Cardinals,-0.21,31.30%,Levi Brown,T,100.0,1.0,1.0,55.3,49.4,60.2,10.0,50.0,621.0,100.0,100.0,93.6,6.0,70.0,10.0,960.0,0.0,0.0,959.0,960.0,643.0,643.0,0.0,0.0,317.0,1.0,53088.0,MISSING
00-0024256,27.0,MISSING,182.19076005237497,2010,Cardinals,-0.21,31.30%,Deuce Lutui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0005058,33.0,MISSING,21.520776974282967,2010,Cardinals,-0.21,31.30%,Alan Faneca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0022905,28.0,MISSING,17.6993419434972,2010,Cardinals,-0.21,31.30%,Rex Hadnot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0026365,25.0,MISSING,16.378132838627927,2010,Cardinals,-0.21,31.30%,Brandon Keith,T,100.0,0.0,1.0,70.3,61.7,74.2,6.0,16.0,339.0,100.0,100.0,95.0,1.0,28.0,6.0,526.0,0.0,0.0,0.0,526.0,350.0,350.0,0.0,526.0,176.0,0.0,36977.8,MISSING
00-0022018,30.0,MISSING,16.3618591320606,2010,Cardinals,-0.21,31.30%,Ben Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0021974,30.0,MISSING,11.308568148503245,2010,Cardinals,-0.21,31.30%,Jeremy Bridges,T,100.0,0.0,1.0,72.7,67.0,80.7,4.0,10.0,282.0,100.0,100.0,96.5,3.0,17.0,3.0,436.0,0.0,0.0,0.0,436.0,293.0,293.0,0.0,434.0,143.0,1.0,31697.2,MISSING
00-0025682,26.0,MISSING,0.0,2010,Cardinals,-0.21,31.30%,Lyle Sendlein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0024483,28.0,MISSING,0.0,2010,Cardinals,-0.21,31.30%,D'Anthony Batiste,T,100.0,0.0,1.0,72.7,79.1,67.9,0.0,0.0,8.0,100.0,100.0,100.0,0.0,0.0,0.0,18.0,0.0,0.0,13.0,18.0,8.0,8.0,0.0,0.0,10.0,5.0,1308.6,MISSING
00-0024265,26.0,MISSING,157.53233431661087,2010,Chargers,0.24,56.30%,Marcus McNeill,T,100.0,1.0,27.0,80.7,70.6,82.9,7.0,22.0,391.0,100.0,100.0,96.0,2.0,30.0,1.0,693.0,0.0,0.0,684.0,693.0,402.0,402.0,0.0,9.0,291.0,0.0,55925.1,MISSING
00-0027052,23.0,MISSING,141.3550297047886,2010,Chargers,0.24,56.30%,Louis Vasquez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0023499,27.0,MISSING,93.39752264349336,2010,Chargers,0.24,56.30%,Adam Terry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0027097,24.0,MISSING,71.64738471510974,2010,Chargers,0.24,56.30%,Tyronne Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0022804,28.0,MISSING,67.447015589021,2010,Chargers,0.24,56.30%,Nick Hardwick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0024401,26.0,MISSING,26.891922285982353,2010,Chargers,0.24,56.30%,Jeromey Clary,T,99.8,0.0,27.0,71.6,63.9,78.0,3.0,38.0,590.0,99.7,99.7,95.2,6.0,49.0,8.0,1071.0,0.0,0.0,0.0,1073.0,612.0,614.0,0.0,1053.0,459.0,20.0,76826.79999999999,MISSING
00-0023674,28.0,MISSING,8.168781578558933,2010,Chargers,0.24,56.30%,Scott Mruczkowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0021546,29.0,MISSING,0.0,2010,Chargers,0.24,56.30%,Kris Dielman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0026061,25.0,MISSING,0.0,2010,Chargers,0.24,56.30%,Brandyn Dombrowski,T,99.7,0.0,27.0,52.0,40.4,62.6,4.0,22.0,201.0,99.5,99.5,92.0,4.0,29.0,3.0,390.0,0.0,9.0,363.0,391.0,212.0,213.0,0.0,2.0,178.0,17.0,20332.0,MISSING
00-0026155,25.0,MISSING,374.56448844284773,2010,Chiefs,0.05,58.80%,Branden Albert,T,99.9,1.0,16.0,73.7,66.2,80.2,7.0,23.0,506.0,99.8,99.8,94.9,9.0,41.0,11.0,1046.0,0.0,0.0,1044.0,1047.0,539.0,540.0,0.0,0.0,507.0,3.0,77163.90000000001,MISSING
00-0027673,22.0,MISSING,178.20869107823418,2010,Chiefs,0.05,58.80%,Jon Asamoah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0024350,27.0,MISSING,51.17395428919618,2010,Chiefs,0.05,58.80%,Ryan O'Callaghan,T,98.1,0.0,16.0,77.5,71.6,78.7,1.0,4.0,84.0,97.7,96.7,97.0,0.0,5.0,0.0,157.0,0.0,0.0,0.0,160.0,87.0,90.0,0.0,154.0,70.0,6.0,12400.0,MISSING
00-0026310,24.0,MISSING,41.730200039235534,2010,Chiefs,0.05,58.80%,Barry Richardson,T,100.0,2.0,16.0,71.2,56.5,83.6,8.0,32.0,501.0,100.0,100.0,95.0,11.0,45.0,5.0,1080.0,0.0,0.0,93.0,1080.0,531.0,531.0,0.0,987.0,549.0,0.0,76896.0,MISSING
00-0022350,28.0,MISSING,0.0,2010,Chiefs,0.05,58.80%,Ryan Lilja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0018584,33.0,MISSING,0.0,2010,Chiefs,0.05,58.80%,Brian Waters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0017638,37.0,MISSING,0.0,2010,Chiefs,0.05,58.80%,Casey Wiegmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0024188,27.0,MISSING,0.0,2010,Chiefs,0.05,58.80%,Rudy Niswanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0026199,25.0,MISSING,166.95108740594816,2010,Colts,0.06,58.80%,Mike Pollak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0027729,22.0,MISSING,82.81039924286793,2010,Colts,0.06,58.80%,Jacques McClendon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0024376,27.0,MISSING,37.93032026209817,2010,Colts,0.06,58.80%,Michael Toudouze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0024413,26.0,MISSING,22.22573637473818,2010,Colts,0.06,58.80%,Charlie Johnson,T,100.0,0.0,14.0,71.4,64.4,70.3,9.0,43.0,658.0,100.0,100.0,95.1,0.0,58.0,6.0,1062.0,0.0,0.0,1062.0,1062.0,680.0,680.0,0.0,0.0,382.0,0.0,75826.8,MISSING
00-0027153,24.0,MISSING,15.8679384827685,2010,Colts,0.06,58.80%,Jaimie Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0026376,25.0,MISSING,14.357904486301692,2010,Colts,0.06,58.80%,Jamey Richard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0020399,31.0,MISSING,13.962061044326852,2010,Colts,0.06,58.80%,Ryan Diem,T,100.0,0.0,14.0,62.3,63.2,65.1,9.0,38.0,696.0,100.0,100.0,95.9,10.0,52.0,5.0,1121.0,0.0,0.0,0.0,1121.0,719.0,719.0,0.0,1121.0,402.0,0.0,69838.3,68.91630847029077
00-0027469,23.0,MISSING,0.0,2010,Colts,0.06,58.80%,Jeff Linkenbach,T,100.0,0.0,14.0,59.5,65.2,51.1,5.0,10.0,231.0,100.0,100.0,96.8,0.0,15.0,0.0,367.0,0.0,0.0,114.0,367.0,234.0,234.0,196.0,55.0,133.0,2.0,21836.5,MISSING
00-0014375,35.0,MISSING,0.0,2010,Colts,0.06,58.80%,Jeff Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0025872,25.0,MISSING,0.0,2010,Colts,0.06,58.80%,Kyle DeVan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0026408,25.0,MISSING,0.0,2010,Colts,0.06,58.80%,Joe Reitz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0027857,22.0,MISSING,699.5394443058067,2010,Commanders,-0.12,37.50%,Trent Williams,T,100.0,0.0,32.0,63.4,62.1,61.4,11.0,24.0,562.0,100.0,100.0,94.9,6.0,46.0,11.0,870.0,0.0,0.0,870.0,870.0,589.0,589.0,0.0,0.0,281.0,0.0,55158.0,MISSING
00-0023447,29.0,MISSING,241.10186640443797,2010,Commanders,-0.12,37.50%,Jammal Brown,T,100.0,1.0,32.0,66.1,63.4,68.6,4.0,35.0,521.0,100.0,100.0,95.5,6.0,43.0,4.0,833.0,0.0,0.0,0.0,833.0,550.0,550.0,0.0,833.0,283.0,0.0,55061.3,MISSING
00-0026248,25.0,MISSING,86.88494786109887,2010,Commanders,-0.12,37.50%,Kory Lichtensteiger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0022132,29.0,MISSING,40.87877120092391,2010,Commanders,-0.12,37.50%,Derrick Dockery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0020450,32.0,MISSING,19.429551341285716,2010,Commanders,-0.12,37.50%,Casey Rabach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0027821,23.0,MISSING,19.19008516886931,2010,Commanders,-0.12,37.50%,Erik Cook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0024448,27.0,MISSING,12.062853155490274,2010,Commanders,-0.12,37.50%,Will Montgomery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0020801,31.0,MISSING,0.0,2010,Commanders,-0.12,37.50%,Artis Hicks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0024583,26.0,MISSING,0.0,2010,Commanders,-0.12,37.50%,Stephon Heyer,T,100.0,0.0,32.0,61.2,56.3,71.7,5.0,16.0,284.0,100.0,100.0,94.5,7.0,26.0,5.0,445.0,0.0,0.0,176.0,445.0,304.0,304.0,63.0,206.0,141.0,0.0,27234.0,MISSING
00-0023454,27.0,MISSING,204.046753827138,2010,Cowboys,0.0,37.50%,Alex Barron,T,97.4,0.0,9.0,64.0,58.2,68.4,0.0,3.0,47.0,95.9,96.2,96.8,3.0,3.0,0.0,75.0,0.0,0.0,0.0,77.0,51.0,53.0,0.0,71.0,24.0,6.0,4928.0,MISSING
00-0027049,24.0,MISSING,146.67122621801738,2010,Cowboys,0.0,37.50%,Robert Brewster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0020533,31.0,MISSING,128.727258422021,2010,Cowboys,0.0,37.50%,Leonard Davis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0021160,31.0,MISSING,67.39310977920216,2010,Cowboys,0.0,37.50%,Marc Colombo,T,99.9,1.0,9.0,56.5,52.9,65.8,11.0,40.0,587.0,99.8,99.8,94.5,9.0,58.0,7.0,997.0,0.0,0.0,0.0,998.0,617.0,618.0,0.0,994.0,380.0,4.0,56387.0,MISSING
