player,grade,model_grade,stats_grade,snaps,primary_team,teams,rank_overall,tier,rank_in_tier,position_key,position_label,season_year
Dax Hill,62.56,64.51,70.42,262.0,Bengals,Bengals,107,Starter,77,CB,Cornerback,2024
D'Angelo Ross,62.54,63.12,69.61,184.0,Texans,Texans,108,Starter,78,CB,Cornerback,2024
Starling Thomas V,62.13,60.9,61.02,817.0,Cardinals,Cardinals,109,Starter,79,CB,Cornerback,2024
Greg Newsome II,62.01,54.61,69.41,571.0,Browns,Browns,110,Starter,80,CB,Cornerback,2024
James Pierre,61.9,57.4,70.99,207.0,Steelers,Steelers,111,Rotation/backup,1,CB,Cornerback,2024
Jack Jones,61.61,52.9,70.11,1047.0,Raiders,Raiders,112,Rotation/backup,2,CB,Cornerback,2024
Montaric Brown,61.58,61.6,62.54,855.0,Jaguars,Jaguars,113,Rotation/backup,3,CB,Cornerback,2024
Nazeeh Johnson,61.41,54.06,64.84,547.0,Chiefs,Chiefs,114,Rotation/backup,4,CB,Cornerback,2024
Tre'Davious White,61.32,55.63,73.29,445.0,Ravens,Ravens,115,Rotation/backup,5,CB,Cornerback,2024
Deantre Prince,61.27,62.0,73.21,101.0,Jaguars,Jaguars,116,Rotation/backup,6,CB,Cornerback,2024
Terrion Arnold,60.8,50.2,68.21,1021.0,Lions,Lions,117,Rotation/backup,7,CB,Cornerback,2024
Ka'dar Hollman,60.75,58.8,69.47,116.0,Texans,Texans,118,Rotation/backup,8,CB,Cornerback,2024
Tre Brown,60.46,56.15,69.84,290.0,Seahawks,Seahawks,119,Rotation/backup,9,CB,Cornerback,2024
Riley Moss,60.24,56.0,65.91,912.0,Broncos,Broncos,120,Rotation/backup,10,CB,Cornerback,2024
Sean Murphy-Bunting,59.52,53.36,66.07,725.0,Cardinals,Cardinals,121,Rotation/backup,11,CB,Cornerback,2024
Deonte Banks,59.48,50.52,68.3,788.0,Giants,Giants,122,Rotation/backup,12,CB,Cornerback,2024
Greg Stroman Jr.,59.24,59.76,69.71,130.0,Giants,Giants,123,Rotation/backup,13,CB,Cornerback,2024
Storm Duck,58.86,56.57,62.63,359.0,Dolphins,Dolphins,124,Rotation/backup,14,CB,Cornerback,2024
Martin Emerson Jr.,58.71,48.4,65.75,827.0,Browns,Browns,125,Rotation/backup,15,CB,Cornerback,2024
Josh Blackwell,58.69,60.48,66.77,102.0,Bears,Bears,126,Rotation/backup,16,CB,Cornerback,2024
Shemar Jean-Charles,58.52,58.17,70.06,143.0,Saints,Saints,127,Rotation/backup,17,CB,Cornerback,2024
Marco Wilson,58.33,51.17,64.92,242.0,Bengals,Bengals,128,Rotation/backup,18,CB,Cornerback,2024
Ja'Marcus Ingram,58.21,54.2,69.06,217.0,Bills,Bills,129,Rotation/backup,19,CB,Cornerback,2024
Benjamin St-Juste,57.89,46.5,67.94,859.0,Commanders,Commanders,130,Rotation/backup,20,CB,Cornerback,2024
Josh Jobe,57.85,52.6,70.09,443.0,Seahawks,Seahawks,131,Rotation/backup,21,CB,Cornerback,2024
Josh Wallace,57.84,52.58,62.62,165.0,Rams,Rams,132,Rotation/backup,22,CB,Cornerback,2024
Michael Carter II,57.68,50.89,63.82,285.0,Jets,Jets,133,Rotation/backup,23,CB,Cornerback,2024
Darnay Holmes,57.2,53.69,65.22,298.0,Raiders,Raiders,134,Rotation/backup,24,CB,Cornerback,2024
Emmanuel Forbes,56.78,51.15,67.75,160.0,Rams,Rams,135,Rotation/backup,25,CB,Cornerback,2024
Cameron Sutton,56.59,48.82,65.37,273.0,Steelers,Steelers,136,Rotation/backup,26,CB,Cornerback,2024
Nick McCloud,56.54,52.81,63.66,224.0,49ers,49ers,137,Rotation/backup,27,CB,Cornerback,2024
Chau Smith-Wade,56.16,53.72,62.74,301.0,Panthers,Panthers,138,Rotation/backup,28,CB,Cornerback,2024
Donte Jackson,55.91,45.1,66.7,832.0,Steelers,Steelers,139,Rotation/backup,29,CB,Cornerback,2024
Michael Davis,55.61,47.59,66.65,139.0,Commanders,Commanders,140,Rotation/backup,30,CB,Cornerback,2024
Caleb Farley,55.18,58.6,55.77,169.0,Panthers,Panthers,141,Rotation/backup,31,CB,Cornerback,2024
Noah Igbinoghene,54.7,49.6,63.87,971.0,Commanders,Commanders,142,Rotation/backup,32,CB,Cornerback,2024
Dane Jackson,54.66,46.2,66.38,282.0,Panthers,Panthers,143,Rotation/backup,33,CB,Cornerback,2024
Alontae Taylor,52.69,40.0,64.22,1075.0,Saints,Saints,144,Rotation/backup,34,CB,Cornerback,2024
Decamerion Richardson,52.61,45.35,63.78,559.0,Raiders,Raiders,145,Rotation/backup,35,CB,Cornerback,2024
Kindle Vildor,52.39,50.72,55.54,316.0,Lions,Lions,146,Rotation/backup,36,CB,Cornerback,2024
L'Jarius Sneed,51.39,42.31,64.77,301.0,Titans,Titans,147,Rotation/backup,37,CB,Cornerback,2024
Tyrek Funderburk,51.34,58.06,52.63,168.0,Buccaneers,Buccaneers,148,Rotation/backup,38,CB,Cornerback,2024
Andrew Booth Jr.,50.43,47.48,63.0,118.0,Cowboys,Cowboys,149,Rotation/backup,39,CB,Cornerback,2024
Cam Smith,49.05,47.99,59.65,133.0,Dolphins,Dolphins,150,Rotation/backup,40,CB,Cornerback,2024
Nehemiah Pritchett,47.26,49.56,60.59,151.0,Seahawks,Seahawks,151,Rotation/backup,41,CB,Cornerback,2024
Caelen Carson,45.12,47.12,58.8,252.0,Cowboys,Cowboys,152,Rotation/backup,42,CB,Cornerback,2024
Quinnen Williams,88.93,86.92,86.77,722.0,Jets,Jets,1,Elite,1,DI,Defensive Interior,2024
Kobie Turner,87.05,84.01,85.09,919.0,Rams,Rams,2,Elite,2,DI,Defensive Interior,2024
Dexter Lawrence,84.54,86.58,81.01,551.0,Giants,Giants,3,Elite,3,DI,Defensive Interior,2024
Jeffery Simmons,84.45,86.06,80.65,806.0,Titans,Titans,4,Elite,4,DI,Defensive Interior,2024
Chris Jones,84.43,85.69,78.17,886.0,Chiefs,Chiefs,5,Elite,5,DI,Defensive Interior,2024
Leonard Williams,84.07,84.74,80.16,750.0,Seahawks,Seahawks,6,Elite,6,DI,Defensive Interior,2024
Jalen Carter,83.84,86.1,76.58,1026.0,Eagles,Eagles,7,Elite,7,DI,Defensive Interior,2024
DeForest Buckner,83.74,83.04,82.37,579.0,Colts,Colts,8,Elite,8,DI,Defensive Interior,2024
Zach Sieler,82.38,77.67,83.26,749.0,Dolphins,Dolphins,9,Elite,9,DI,Defensive Interior,2024
Vita Vea,81.96,81.61,78.0,756.0,Buccaneers,Buccaneers,10,Elite,10,DI,Defensive Interior,2024
Cameron Heyward,81.86,77.13,83.35,838.0,Steelers,Steelers,11,Elite,11,DI,Defensive Interior,2024
Ed Oliver,78.19,70.73,81.6,727.0,Bills,Bills,12,Good,1,DI,Defensive Interior,2024
Alim McNeill,77.54,79.5,72.7,631.0,Lions,Lions,13,Good,2,DI,Defensive Interior,2024
Christian Wilkins,77.16,75.95,80.43,246.0,Raiders,Raiders,14,Good,3,DI,Defensive Interior,2024
Jalen Redmond,76.71,68.3,83.63,236.0,Vikings,Vikings,15,Good,4,DI,Defensive Interior,2024
Grover Stewart,76.65,73.74,76.68,690.0,Colts,Colts,16,Good,5,DI,Defensive Interior,2024
T'Vondre Sweat,76.58,77.85,70.32,699.0,Titans,Titans,17,Good,6,DI,Defensive Interior,2024
Milton Williams,75.46,66.24,79.68,628.0,Eagles,Eagles,18,Good,7,DI,Defensive Interior,2024
Zach Allen,75.0,64.32,81.61,1031.0,Broncos,Broncos,19,Good,8,DI,Defensive Interior,2024
Kenny Clark,74.87,67.66,77.08,725.0,Packers,Packers,20,Good,9,DI,Defensive Interior,2024
Jordan Davis,74.75,71.7,73.74,430.0,Eagles,Eagles,21,Good,10,DI,Defensive Interior,2024
Devonte Wyatt,74.46,63.63,81.71,366.0,Packers,Packers,22,Good,11,DI,Defensive Interior,2024
Osa Odighizuwa,74.21,65.39,78.03,859.0,Cowboys,Cowboys,23,Good,12,DI,Defensive Interior,2024
Michael Pierce,74.09,70.34,78.49,254.0,Ravens,Ravens,24,Good,13,DI,Defensive Interior,2024
B.J. Hill,73.72,68.67,75.19,710.0,Bengals,Bengals,25,Starter,1,DI,Defensive Interior,2024
Grady Jarrett,73.58,65.63,79.72,744.0,Falcons,Falcons,26,Starter,2,DI,Defensive Interior,2024
Braden Fiske,72.84,56.54,84.14,700.0,Rams,Rams,27,Starter,3,DI,Defensive Interior,2024
Calais Campbell,72.66,57.02,84.83,616.0,Dolphins,Dolphins,28,Starter,4,DI,Defensive Interior,2024
John Franklin-Myers,72.61,61.73,78.96,569.0,Broncos,Broncos,29,Starter,5,DI,Defensive Interior,2024
Jonathan Allen,72.19,61.15,82.35,421.0,Commanders,Commanders,30,Starter,6,DI,Defensive Interior,2024
Sebastian Joseph-Day,71.59,60.17,78.25,483.0,Titans,Titans,31,Starter,7,DI,Defensive Interior,2024
David Onyemata,71.49,62.31,76.72,567.0,Falcons,Falcons,32,Starter,8,DI,Defensive Interior,2024
Travis Jones,71.45,66.13,72.26,675.0,Ravens,Ravens,33,Starter,9,DI,Defensive Interior,2024
D.J. Jones,71.23,60.52,77.76,510.0,Broncos,Broncos,34,Starter,10,DI,Defensive Interior,2024
DJ Reader,71.2,66.48,74.22,566.0,Lions,Lions,35,Starter,11,DI,Defensive Interior,2024
Daron Payne,71.18,59.09,78.26,796.0,Commanders,Commanders,36,Starter,12,DI,Defensive Interior,2024
Poona Ford,70.78,64.75,74.98,652.0,Chargers,Chargers,37,Starter,13,DI,Defensive Interior,2024
Christian Barmore,70.78,63.35,82.51,123.0,Patriots,Patriots,38,Starter,14,DI,Defensive Interior,2024
Teair Tart,70.69,64.14,73.88,378.0,Chargers,Chargers,39,Starter,15,DI,Defensive Interior,2024
Keeanu Benton,70.64,68.48,67.8,671.0,Steelers,Steelers,40,Starter,16,DI,Defensive Interior,2024
Shelby Harris,70.35,58.0,79.94,527.0,Browns,Browns,41,Starter,17,DI,Defensive Interior,2024
Gervon Dexter Sr.,70.27,63.4,73.62,616.0,Bears,Bears,42,Starter,18,DI,Defensive Interior,2024
Jaquelin Roy,70.07,60.7,84.74,141.0,Patriots,Patriots,43,Starter,19,DI,Defensive Interior,2024
Dalvin Tomlinson,70.03,61.97,74.61,609.0,Browns,Browns,44,Starter,20,DI,Defensive Interior,2024
Calijah Kancey,69.75,53.58,84.3,595.0,Buccaneers,Buccaneers,45,Starter,21,DI,Defensive Interior,2024
Desjuan Johnson,69.72,59.73,80.59,155.0,Rams,Rams,46,Starter,22,DI,Defensive Interior,2024
Leonard Taylor III,69.35,59.7,77.52,261.0,Jets,Jets,47,Starter,23,DI,Defensive Interior,2024
Levi Onwuzurike,69.07,64.87,69.9,697.0,Lions,Lions,48,Starter,24,DI,Defensive Interior,2024
Karl Brooks,68.93,56.31,76.55,459.0,Packers,Packers,49,Starter,25,DI,Defensive Interior,2024
Javon Hargrave,68.18,58.86,80.73,104.0,49ers,49ers,50,Starter,26,DI,Defensive Interior,2024
Jarran Reed,67.84,56.36,74.67,679.0,Seahawks,Seahawks,51,Starter,27,DI,Defensive Interior,2024
Malcolm Roach,67.51,57.0,75.72,524.0,Broncos,Broncos,52,Starter,28,DI,Defensive Interior,2024
Byron Murphy II,67.36,58.7,74.53,457.0,Seahawks,Seahawks,53,Starter,29,DI,Defensive Interior,2024
William Gholston,67.32,55.28,74.36,205.0,Buccaneers,Buccaneers,54,Starter,30,DI,Defensive Interior,2024
Mario Edwards Jr.,66.57,54.39,76.81,519.0,Texans,Texans,55,Starter,31,DI,Defensive Interior,2024
Tim Settle,66.5,52.83,75.65,685.0,Texans,Texans,56,Starter,32,DI,Defensive Interior,2024
