player_id,Year,Team,Cap_Space,position_x,age,adjusted_value,Net EPA,Win %,player,position,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te,weighted_grade,weighted_average_grade
00-0035630,2019,Falcons,1.4209984059511158,,22.0,471.0858004294942,-0.03,43.80%,Chris Lindstrom,G,100.0,0.0,2.0,66.6,63.0,67.4,4.0,10.0,196.0,100.0,100.0,96.4,1.0,14.0,0.0,309.0,0.0,0.0,0.0,309.0,204.0,204.0,309.0,0.0,105.0,0.0,20579.4,MISSING
00-0029144,2019,Jets,0.9763549415515408,,30.0,9.997621848747672,-0.133,43.80%,Tom Compton,G,100.0,0.0,22.0,49.7,52.5,49.2,1.0,13.0,204.0,100.0,100.0,95.1,2.0,17.0,3.0,363.0,0.0,0.0,0.0,363.0,217.0,217.0,362.0,0.0,146.0,1.0,18041.1,MISSING
00-0035383,2019,Eagles,0.2652316684378321,,21.0,0.0,0.035,52.90%,Nate Herbig,G,100.0,0.0,24.0,69.4,MISSING,70.2,0.0,0.0,0.0,MISSING,MISSING,MISSING,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,208.2,MISSING
00-0029679,2019,Eagles,5.233503719447397,,30.0,43.582767810129894,0.035,52.90%,Brandon Brooks,G,100.0,0.0,24.0,92.8,85.4,91.4,5.0,13.0,604.0,100.0,100.0,98.2,2.0,20.0,2.0,1046.0,0.0,0.0,0.0,1046.0,647.0,647.0,1045.0,0.0,399.0,0.0,97068.8,MISSING
00-0032954,2019,Eagles,0.9245302869287992,,25.0,114.1310469254118,0.035,52.90%,Isaac Seumalo,G,100.0,0.0,24.0,69.6,69.0,67.2,5.0,31.0,678.0,100.0,100.0,96.6,5.0,41.0,5.0,1162.0,1.0,1160.0,0.0,1162.0,723.0,723.0,0.0,0.0,439.0,0.0,80875.2,49.07785843920145
00-0035336,2019,Dolphins,0.2647890541976621,,23.0,0.0,-0.201,31.30%,Deion Calhoun,G,100.0,1.0,17.0,44.2,44.0,43.9,3.0,13.0,310.0,100.0,100.0,96.8,2.0,18.0,2.0,471.0,0.0,0.0,0.0,471.0,332.0,332.0,471.0,0.0,139.0,0.0,20818.2,MISSING
00-0033960,2019,Dolphins,0.3427205100956429,,25.0,0.0,-0.201,31.30%,Danny Isidora,G,100.0,1.0,17.0,53.7,54.3,50.7,1.0,4.0,92.0,100.0,100.0,97.3,1.0,5.0,0.0,127.0,0.0,0.0,0.0,127.0,95.0,95.0,127.0,0.0,32.0,0.0,6819.900000000001,MISSING
00-0032777,2019,Dolphins,1.0759829968119023,,26.0,61.787161414101995,-0.201,31.30%,Evan Boehm,G,100.0,0.0,17.0,47.4,45.0,47.1,9.0,14.0,380.0,100.0,100.0,96.7,3.0,24.0,1.0,595.0,199.0,51.0,0.0,595.0,413.0,413.0,344.0,0.0,182.0,0.0,28203.0,MISSING
00-0035686,2019,Dolphins,0.3938958554729012,,22.0,156.22146795345165,-0.201,31.30%,Michael Deiter,G,99.9,1.0,17.0,42.5,37.8,45.5,15.0,23.0,660.0,99.8,99.9,96.2,5.0,44.0,6.0,995.0,0.0,944.0,50.0,996.0,708.0,709.0,0.0,0.0,287.0,1.0,42330.0,MISSING
00-0034352,2019,Cowboys,0.6628575982996812,,22.0,0.0,0.137,50.00%,Connor Williams,G,100.0,1.0,9.0,60.9,63.0,60.8,4.0,16.0,392.0,100.0,100.0,97.2,6.0,21.0,1.0,727.0,0.0,727.0,0.0,727.0,426.0,426.0,0.0,0.0,301.0,0.0,44274.3,MISSING
00-0031410,2019,Cowboys,0.4410201912858661,,28.0,0.0,0.137,50.00%,Xavier Su'a-Filo,G,100.0,0.0,9.0,60.1,77.7,48.6,0.0,2.0,192.0,100.0,100.0,99.0,1.0,3.0,1.0,307.0,0.0,300.0,0.0,307.0,197.0,197.0,7.0,0.0,110.0,0.0,18450.7,MISSING
00-0031402,2019,Cowboys,7.438894792773645,,28.0,220.68387663875583,0.137,50.00%,Zack Martin,G,100.0,0.0,9.0,88.1,90.8,80.1,3.0,16.0,639.0,100.0,100.0,98.5,2.0,19.0,0.0,1114.0,0.0,0.0,0.0,1114.0,680.0,680.0,1114.0,0.0,434.0,0.0,98143.4,57.83156723063224
00-0032053,2019,Commanders,6.655154091392136,,27.0,0.0,-0.213,18.80%,Brandon Scherff,G,100.0,1.0,32.0,75.4,72.7,76.6,0.0,8.0,363.0,100.0,100.0,98.6,9.0,9.0,1.0,643.0,0.0,0.0,0.0,643.0,394.0,394.0,643.0,0.0,249.0,0.0,48482.2,MISSING
00-0032785,2019,Eagles,1.1058884165781084,,26.0,40.64527776672986,0.035,52.90%,Halapoulivaati Vaitai,G,99.8,0.0,24.0,72.8,62.1,75.5,8.0,11.0,276.0,99.6,99.7,95.8,4.0,21.0,2.0,476.0,0.0,2.0,12.0,477.0,291.0,292.0,43.0,372.0,185.0,47.0,34725.6,MISSING
00-0035263,2019,Commanders,0.3494697130712009,,23.0,81.04727498663136,-0.213,18.80%,Wes Martin,G,100.0,2.0,32.0,51.7,37.0,56.9,3.0,12.0,180.0,100.0,100.0,95.3,3.0,16.0,1.0,290.0,0.0,0.0,0.0,290.0,191.0,191.0,290.0,0.0,99.0,0.0,14993.0,MISSING
00-0030066,2019,Jets,3.3375398512221044,,28.0,0.0,-0.133,43.80%,Brian Winters,G,100.0,1.0,22.0,61.0,54.6,60.7,4.0,16.0,313.0,100.0,100.0,96.2,2.0,22.0,2.0,526.0,0.0,0.0,0.0,526.0,346.0,346.0,526.0,0.0,180.0,0.0,32086.0,MISSING
00-0028240,2019,Lions,1.6438629117959618,,31.0,0.0,-0.11,20.00%,Kenny Wiggins,G,100.0,0.0,11.0,61.8,63.4,57.6,1.0,9.0,264.0,100.0,100.0,97.3,2.0,12.0,2.0,438.0,0.0,145.0,1.0,438.0,281.0,281.0,283.0,0.0,157.0,9.0,27068.4,MISSING
00-0027869,2019,Seahawks,1.461211477151966,,32.0,64.7388358801976,-0.001,66.70%,Mike Iupati,G,100.0,2.0,29.0,60.4,60.1,60.3,2.0,17.0,566.0,100.0,100.0,97.4,8.0,24.0,5.0,1015.0,0.0,1014.0,0.0,1015.0,616.0,616.0,1.0,0.0,399.0,0.0,61306.0,MISSING
00-0030505,2019,Seahawks,1.215462274176408,,28.0,190.97884593839663,-0.001,66.70%,D.J. Fluker,G,100.0,2.0,29.0,60.4,61.4,60.8,2.0,15.0,480.0,100.0,100.0,97.0,7.0,23.0,6.0,863.0,0.0,0.0,0.0,863.0,518.0,518.0,862.0,1.0,345.0,0.0,52125.2,MISSING
00-0031765,2019,Saints,1.3283740701381508,,27.0,0.0,0.12,76.50%,Nick Easton,G,100.0,1.0,20.0,48.9,50.7,53.3,3.0,9.0,227.0,100.0,100.0,96.9,3.0,13.0,1.0,409.0,0.0,409.0,0.0,409.0,245.0,245.0,0.0,0.0,164.0,0.0,20000.1,MISSING
00-0030065,2019,Saints,4.423485653560043,,28.0,68.42769337951384,0.12,76.50%,Larry Warford,G,100.0,2.0,20.0,73.1,70.5,73.5,6.0,22.0,563.0,100.0,100.0,97.2,6.0,30.0,2.0,970.0,0.0,0.0,0.0,970.0,605.0,605.0,970.0,0.0,365.0,0.0,70907.0,MISSING
00-0032203,2019,Saints,5.114240170031881,,25.0,325.4534778890434,0.12,76.50%,Andrus Peat,G,100.0,0.0,20.0,49.5,57.6,47.9,2.0,12.0,329.0,100.0,100.0,97.0,3.0,17.0,3.0,575.0,0.0,569.0,6.0,575.0,350.0,350.0,0.0,0.0,225.0,0.0,28462.5,MISSING
00-0025473,2019,Ravens,4.848683315621679,,34.0,8.53002450072177,0.292,82.40%,Marshal Yanda,G,100.0,0.0,3.0,86.6,84.9,80.2,0.0,8.0,464.0,100.0,100.0,98.9,0.0,9.0,1.0,968.0,0.0,0.0,0.0,968.0,491.0,491.0,968.0,0.0,477.0,0.0,83828.79999999999,MISSING
00-0034281,2019,Ravens,0.3185982996811902,,24.0,22.68121074240304,0.292,82.40%,Bradley Bozeman,G,100.0,2.0,3.0,63.4,55.8,65.8,3.0,16.0,509.0,100.0,100.0,97.3,6.0,23.0,4.0,1105.0,0.0,1104.0,0.0,1105.0,537.0,537.0,0.0,0.0,568.0,0.0,70057.0,66.06251336898396
00-0032771,2019,Ravens,0.1125212539851222,,26.0,81.60324059712846,0.292,82.40%,Parker Ehinger,G,100.0,0.0,3.0,65.6,41.2,73.1,0.0,0.0,16.0,100.0,100.0,93.7,2.0,1.0,1.0,54.0,0.0,0.0,0.0,54.0,17.0,17.0,47.0,5.0,37.0,2.0,3542.3999999999996,MISSING
00-0034978,2019,Ravens,0.3556764080765143,,22.0,88.38465013198883,0.292,82.40%,Ben Powers,G,100.0,0.0,3.0,82.1,70.9,78.8,0.0,0.0,11.0,100.0,100.0,100.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,30.0,12.0,12.0,30.0,0.0,18.0,0.0,2463.0,MISSING
00-0034803,2019,Rams,0.4417369819341126,,24.0,0.0,0.04,56.30%,Joe Noteboom,G,100.0,0.0,26.0,39.6,51.3,31.8,2.0,16.0,237.0,100.0,100.0,96.2,1.0,18.0,0.0,376.0,0.0,376.0,0.0,376.0,256.0,256.0,0.0,0.0,120.0,0.0,14889.6,MISSING
00-0032395,2019,Lions,1.1617189160467587,,27.0,92.62527736474796,-0.11,20.00%,Graham Glasgow,G,100.0,0.0,11.0,74.1,69.0,74.2,5.0,20.0,520.0,100.0,100.0,97.6,3.0,25.0,0.0,872.0,84.0,0.0,0.0,872.0,559.0,559.0,788.0,0.0,313.0,0.0,64615.2,MISSING
00-0034809,2019,Rams,0.3028692879914984,,23.0,33.551780435950235,0.04,56.30%,Jamil Demby,G,100.0,0.0,26.0,26.4,3.2,43.9,2.0,12.0,85.0,100.0,100.0,88.2,2.0,17.0,3.0,146.0,0.0,42.0,0.0,146.0,89.0,89.0,104.0,0.0,57.0,0.0,3854.4,MISSING
00-0031632,2019,Raiders,0.9564293304994688,,28.0,9.36879850210036,-0.081,43.80%,Denzelle Good,G,100.0,0.0,23.0,65.1,69.0,64.6,2.0,2.0,188.0,100.0,100.0,98.4,2.0,5.0,1.0,338.0,0.0,136.0,0.0,338.0,194.0,194.0,201.0,0.0,144.0,1.0,22003.8,MISSING
00-0031367,2019,Raiders,3.719447396386822,,28.0,74.48597754206554,-0.081,43.80%,Gabe Jackson,G,100.0,0.0,23.0,61.8,75.6,53.6,1.0,9.0,391.0,100.0,100.0,97.4,4.0,15.0,5.0,707.0,0.0,0.0,0.0,707.0,412.0,412.0,707.0,0.0,295.0,0.0,43692.6,MISSING
00-0033290,2019,Patriots,0.3427205100956429,,24.0,47.93618693090502,0.227,70.60%,Jermaine Eluemunor,G,100.0,0.0,19.0,50.2,76.6,50.4,0.0,0.0,3.0,100.0,100.0,100.0,0.0,0.0,0.0,29.0,0.0,8.0,0.0,29.0,3.0,3.0,0.0,4.0,26.0,17.0,1455.8000000000002,MISSING
00-0031580,2019,Patriots,3.1681721572794896,,26.0,54.32761310010186,0.227,70.60%,Shaq Mason,G,100.0,0.0,19.0,73.0,72.4,69.8,3.0,26.0,611.0,100.0,100.0,97.3,5.0,31.0,2.0,1067.0,0.0,0.0,0.0,1067.0,654.0,654.0,1067.0,0.0,413.0,0.0,77891.0,55.18755912961212
00-0032391,2019,Patriots,1.1787231668437832,,26.0,115.73170992156206,0.227,70.60%,Joe Thuney,G,100.0,0.0,19.0,77.4,87.4,66.6,4.0,11.0,648.0,100.0,100.0,98.7,0.0,16.0,1.0,1140.0,0.0,1132.0,0.0,1140.0,693.0,693.0,0.0,8.0,447.0,0.0,88236.0,61.4535538005923
00-0029685,2019,Panthers,0.5738575982996812,,29.0,0.0,-0.146,31.30%,Greg Van Roten,G,100.0,1.0,5.0,65.6,74.3,57.4,3.0,13.0,427.0,100.0,100.0,97.9,2.0,17.0,1.0,704.0,0.0,704.0,0.0,704.0,446.0,446.0,0.0,0.0,258.0,0.0,46182.399999999994,MISSING
00-0031362,2019,Panthers,2.715010626992561,,26.0,64.5083822093813,-0.146,31.30%,Trai Turner,G,100.0,0.0,5.0,63.9,65.1,58.3,4.0,20.0,596.0,100.0,100.0,97.0,3.0,30.0,6.0,888.0,0.0,0.0,0.0,888.0,618.0,618.0,888.0,0.0,270.0,0.0,56743.2,MISSING
00-0030273,2019,Packers,2.6766737513283743,,29.0,0.0,0.089,77.80%,Lane Taylor,G,100.0,1.0,12.0,59.2,75.5,51.8,1.0,2.0,65.0,100.0,100.0,96.2,1.0,4.0,1.0,114.0,0.0,114.0,0.0,114.0,70.0,70.0,0.0,0.0,44.0,0.0,6748.8,MISSING
00-0031433,2019,Packers,2.258235919234856,,27.0,89.81164818538464,0.089,77.80%,Billy Turner,G,100.0,1.0,12.0,65.3,57.5,66.0,6.0,33.0,635.0,100.0,100.0,96.0,2.0,45.0,6.0,1076.0,0.0,1.0,2.0,1076.0,686.0,686.0,1072.0,1.0,390.0,0.0,70262.8,65.96861206473761
00-0035526,2019,Packers,0.6552619553666312,,23.0,258.5373949224619,0.089,77.80%,Elgton Jenkins,G,100.0,0.0,12.0,69.2,73.6,65.7,1.0,21.0,570.0,100.0,100.0,98.1,8.0,22.0,0.0,964.0,0.0,960.0,2.0,964.0,616.0,616.0,1.0,1.0,348.0,0.0,66708.8,MISSING
00-0030011,2019,Raiders,0.3905419766206164,,31.0,0.0,-0.081,43.80%,Jordan Devey,G,100.0,0.0,23.0,53.2,41.2,62.7,2.0,4.0,137.0,100.0,100.0,97.8,2.0,6.0,0.0,228.0,0.0,117.0,0.0,228.0,139.0,139.0,111.0,0.0,89.0,0.0,12129.6,MISSING
00-0032259,2019,Commanders,1.726886291179596,,25.0,374.4373674602113,-0.213,18.80%,Ereck Flowers,G,100.0,1.0,32.0,64.1,69.0,59.9,2.0,20.0,545.0,100.0,100.0,97.6,5.0,24.0,2.0,937.0,0.0,937.0,0.0,937.0,588.0,588.0,0.0,0.0,349.0,0.0,60061.7,MISSING
00-0031581,2019,Colts,1.8065887353878851,,27.0,52.297717417813494,0.009,43.80%,Mark Glowinski,G,100.0,0.0,14.0,60.5,56.9,64.9,13.0,26.0,576.0,100.0,100.0,96.1,10.0,42.0,3.0,1076.0,0.0,0.0,0.0,1076.0,621.0,621.0,1076.0,0.0,455.0,0.0,65098.0,73.65354653546535
00-0034342,2019,Colts,2.884854941551541,,23.0,574.8878363614433,0.009,43.80%,Quenton Nelson,G,99.8,0.0,14.0,91.2,82.8,90.1,2.0,18.0,559.0,99.8,99.8,98.2,3.0,20.0,0.0,1042.0,0.0,1042.0,0.0,1044.0,603.0,604.0,0.0,0.0,439.0,0.0,95212.8,MISSING
00-0029144,2018,Vikings,0.5079006772009029,,29.0,13.495377907346324,0.03,53.30%,Tom Compton,G,100.0,1.0,18.0,62.4,60.2,65.3,3.0,24.0,535.0,100.0,100.0,96.2,6.0,34.0,7.0,837.0,0.0,837.0,0.0,837.0,560.0,560.0,0.0,0.0,277.0,0.0,52228.8,MISSING
00-0033960,2018,Vikings,0.3416952595936794,,24.0,39.9469885772874,0.03,53.30%,Danny Isidora,G,100.0,1.0,18.0,57.0,36.0,65.5,2.0,7.0,131.0,100.0,100.0,95.0,1.0,11.0,2.0,214.0,0.0,214.0,0.0,214.0,145.0,145.0,0.0,0.0,69.0,0.0,12198.0,MISSING
00-0032043,2018,Titans,1.0761851015801354,,27.0,0.0,-0.04,56.30%,Quinton Spain,G,100.0,1.0,31.0,67.7,75.6,63.8,1.0,14.0,441.0,100.0,100.0,98.1,6.0,16.0,1.0,856.0,0.0,854.0,2.0,856.0,466.0,466.0,0.0,0.0,390.0,0.0,57951.2,MISSING
00-0029992,2018,Titans,3.244920993227991,,28.0,0.0,-0.04,56.30%,Josh Kline,G,100.0,1.0,31.0,60.9,67.5,56.7,0.0,34.0,515.0,100.0,100.0,95.9,4.0,38.0,4.0,975.0,0.0,0.0,0.0,975.0,544.0,544.0,975.0,0.0,431.0,0.0,59377.5,MISSING
00-0033793,2018,Titans,0.3287262979683973,,24.0,21.675412045587656,-0.04,56.30%,Corey Levin,G,100.0,0.0,31.0,54.3,39.3,58.5,1.0,4.0,79.0,100.0,100.0,95.6,1.0,6.0,1.0,140.0,36.0,94.0,0.0,140.0,85.0,85.0,5.0,0.0,55.0,5.0,7602.0,MISSING
00-0029546,2018,Texans,2.2573363431151243,,28.0,23.847943971969094,0.08,64.70%,Senio Kelemete,G,100.0,0.0,13.0,58.9,70.1,52.3,3.0,20.0,496.0,100.0,100.0,97.1,2.0,26.0,3.0,895.0,0.0,895.0,0.0,895.0,533.0,533.0,0.0,0.0,362.0,0.0,52715.5,MISSING
00-0030997,2018,Texans,3.8974322799097063,,26.0,24.59018180335046,0.08,64.70%,Zach Fulton,G,100.0,0.0,13.0,54.9,79.1,41.3,2.0,22.0,492.0,100.0,100.0,96.7,4.0,28.0,4.0,817.0,0.0,0.0,0.0,817.0,527.0,527.0,816.0,1.0,290.0,0.0,44853.3,MISSING
00-0026561,2018,Steelers,2.026900677200903,,32.0,0.0,0.07,60.00%,Ramon Foster,G,100.0,0.0,25.0,72.3,84.5,61.1,2.0,23.0,726.0,100.0,100.0,98.1,3.0,26.0,1.0,1116.0,0.0,1115.0,0.0,1116.0,777.0,777.0,0.0,0.0,339.0,0.0,80686.8,57.488576349024115
00-0031779,2018,Steelers,0.355530474040632,,26.0,0.0,0.07,60.00%,B.J. Finney,G,100.0,0.0,25.0,71.5,90.4,55.8,1.0,2.0,109.0,100.0,100.0,98.6,0.0,3.0,0.0,165.0,14.0,0.0,0.0,165.0,119.0,119.0,150.0,0.0,46.0,0.0,11797.5,MISSING
00-0029678,2018,Steelers,3.209650112866817,,28.0,135.37220278856356,0.07,60.00%,David DeCastro,G,100.0,0.0,25.0,74.8,86.1,64.1,2.0,19.0,620.0,100.0,100.0,98.3,3.0,21.0,0.0,958.0,0.0,0.0,0.0,958.0,661.0,661.0,957.0,0.0,297.0,0.0,71658.4,MISSING
00-0029164,2018,Vikings,2.595936794582393,,29.0,0.0,0.03,53.30%,Mike Remmers,G,100.0,1.0,18.0,61.1,61.1,61.1,5.0,30.0,666.0,100.0,100.0,96.3,8.0,42.0,7.0,1048.0,0.0,0.0,0.0,1048.0,705.0,705.0,1048.0,0.0,343.0,0.0,64032.8,MISSING
00-0029146,2018,Seahawks,1.1145598194130926,,29.0,7.359169462554937,0.1,58.80%,J.R. Sweezy,G,100.0,1.0,29.0,49.8,56.7,49.3,3.0,19.0,445.0,100.0,100.0,96.6,9.0,26.0,4.0,948.0,0.0,823.0,0.0,948.0,485.0,485.0,123.0,0.0,463.0,2.0,47210.399999999994,MISSING
00-0030505,2018,Seahawks,0.7935948081264108,,27.0,257.79447725064534,0.1,58.80%,D.J. Fluker,G,100.0,0.0,29.0,56.1,72.9,58.7,1.0,8.0,264.0,100.0,100.0,97.9,9.0,10.0,1.0,607.0,0.0,0.0,0.0,607.0,286.0,286.0,607.0,0.0,321.0,0.0,34052.700000000004,MISSING
00-0033505,2018,Saints,0.3132054176072235,,23.0,0.0,0.13,77.80%,Cameron Tom,G,100.0,0.0,20.0,44.1,54.2,45.6,0.0,4.0,70.0,100.0,100.0,97.1,1.0,4.0,0.0,178.0,38.0,84.0,0.0,178.0,76.0,76.0,52.0,0.0,102.0,4.0,7849.8,MISSING
00-0029666,2018,Saints,0.355530474040632,,29.0,0.0,0.13,77.80%,Josh LeRibeus,G,100.0,0.0,20.0,41.3,26.2,53.7,1.0,8.0,115.0,100.0,100.0,96.1,2.0,9.0,0.0,179.0,0.0,179.0,0.0,179.0,121.0,121.0,0.0,0.0,58.0,0.0,7392.7,MISSING
00-0030065,2018,Saints,5.07900677200903,,27.0,92.36772459044694,0.13,77.80%,Larry Warford,G,100.0,0.0,20.0,68.0,77.6,61.2,5.0,13.0,516.0,100.0,100.0,98.1,2.0,19.0,1.0,980.0,0.0,0.0,0.0,980.0,548.0,548.0,980.0,0.0,432.0,0.0,66640.0,MISSING
00-0032203,2018,Saints,2.04582618510158,,24.0,359.6817189495466,0.13,77.80%,Andrus Peat,G,100.0,0.0,20.0,43.8,51.5,42.3,4.0,13.0,382.0,100.0,100.0,97.3,4.0,19.0,2.0,739.0,0.0,690.0,47.0,739.0,406.0,406.0,0.0,2.0,333.0,0.0,32368.199999999997,MISSING
00-0025473,2018,Ravens,5.7140067720090295,,33.0,11.514328701138382,0.11,58.80%,Marshal Yanda,G,100.0,0.0,3.0,85.0,84.2,80.0,3.0,11.0,601.0,100.0,100.0,98.8,2.0,14.0,0.0,1162.0,0.0,4.0,0.0,1162.0,646.0,646.0,1158.0,0.0,516.0,0.0,98770.0,63.326093023255815
00-0032407,2018,Ravens,0.4249288939051919,,26.0,66.84021239372656,0.11,58.80%,Alex Lewis,G,100.0,2.0,3.0,50.9,60.1,48.9,4.0,16.0,386.0,100.0,100.0,96.6,6.0,23.0,3.0,707.0,0.0,704.0,1.0,707.0,415.0,415.0,0.0,0.0,292.0,0.0,35986.299999999996,MISSING
00-0032455,2018,Rams,0.355530474040632,,26.0,12.58309578676374,0.15,79.00%,Austin Blythe,G,100.0,1.0,26.0,76.4,73.9,71.8,5.0,25.0,617.0,100.0,100.0,97.6,2.0,30.0,0.0,1101.0,10.0,17.0,0.0,1101.0,657.0,657.0,1073.0,0.0,444.0,0.0,84116.40000000001,76.49329920893437
00-0027648,2018,Rams,4.486455981941309,,30.0,62.62108588370284,0.15,79.00%,Rodger Saffold,G,100.0,0.0,26.0,76.9,70.5,77.6,5.0,17.0,608.0,100.0,100.0,97.7,6.0,25.0,3.0,1069.0,0.0,1068.0,0.0,1069.0,648.0,648.0,0.0,0.0,421.0,0.0,82206.1,73.31071907101385
00-0031367,2018,Raiders,5.925507900677201,,27.0,0.0,-0.2,25.00%,Gabe Jackson,G,100.0,2.0,23.0,73.7,75.6,69.8,1.0,17.0,505.0,100.0,100.0,97.2,5.0,23.0,5.0,855.0,0.0,0.0,0.0,855.0,540.0,540.0,855.0,0.0,315.0,0.0,63013.5,MISSING
00-0033901,2018,Seahawks,0.5654920993227991,,23.0,187.4137962421097,0.1,58.80%,Ethan Pocic,G,100.0,0.0,29.0,45.9,47.1,50.0,2.0,11.0,159.0,100.0,100.0,94.0,4.0,16.0,3.0,296.0,0.0,238.0,0.0,296.0,174.0,174.0,58.0,0.0,122.0,0.0,13586.4,MISSING
00-0032234,2019,49ers,1.9925611052072263,,27.0,228.0424454579345,0.216,79.00%,Laken Tomlinson,G,100.0,1.0,28.0,64.7,69.3,61.2,4.0,20.0,526.0,100.0,100.0,97.1,5.0,27.0,3.0,1061.0,0.0,1060.0,0.0,1061.0,567.0,567.0,0.0,0.0,494.0,0.0,68646.7,MISSING
00-0028177,2019,49ers,1.461211477151966,,31.0,3.405975284447736,0.216,79.00%,Mike Person,G,100.0,0.0,28.0,61.8,60.3,58.8,5.0,27.0,468.0,100.0,100.0,96.4,2.0,33.0,1.0,937.0,0.0,0.0,0.0,937.0,508.0,508.0,936.0,0.0,429.0,0.0,57906.6,MISSING
00-0032768,2019,Bears,1.2987146652497343,,27.0,158.65054031430455,-0.032,50.00%,Cody Whitehair,G,100.0,1.0,6.0,64.9,64.1,63.3,3.0,13.0,650.0,100.0,100.0,98.3,4.0,19.0,3.0,1069.0,561.0,508.0,0.0,1069.0,692.0,692.0,0.0,0.0,377.0,0.0,69378.1,57.80293204553295
