Team,position,Year,total_snap_counts_defense,total_players,sum_Cap_Space,sum_adjusted_value,Win_Percent,Net_EPA,weighted_avg_grades_defense,weighted_avg_grades_coverage_defense,weighted_avg_grades_pass_rush_defense,weighted_avg_grades_run_defense,weighted_avg_grades_tackle,weighted_avg_missed_tackle_rate,weighted_avg_tackles,weighted_avg_assists,weighted_avg_sacks,weighted_avg_stops,weighted_avg_tackles_for_loss,weighted_avg_total_pressures,weighted_avg_hits,weighted_avg_hurries,weighted_avg_interceptions,weighted_avg_pass_break_ups,weighted_avg_forced_fumbles,weighted_avg_fumble_recoveries,weighted_avg_missed_tackles,weighted_avg_snap_counts_box,weighted_avg_snap_counts_offball,weighted_avg_snap_counts_pass_rush,weighted_avg_snap_counts_run_defense,weighted_avg_penalties,weighted_avg_targets,weighted_avg_declined_penalties,weighted_avg_age,weighted_avg_player_game_count,prev_weighted_avg_grades_defense,prev_weighted_avg_grades_coverage_defense,prev_weighted_avg_grades_pass_rush_defense,prev_weighted_avg_grades_run_defense,prev_weighted_avg_grades_tackle,prev_weighted_avg_missed_tackle_rate,prev_weighted_avg_tackles,prev_weighted_avg_assists,prev_weighted_avg_sacks,prev_weighted_avg_stops,prev_weighted_avg_tackles_for_loss,prev_weighted_avg_total_pressures,prev_weighted_avg_hits,prev_weighted_avg_hurries,prev_weighted_avg_interceptions,prev_weighted_avg_pass_break_ups,prev_weighted_avg_forced_fumbles,prev_weighted_avg_fumble_recoveries,prev_weighted_avg_missed_tackles,prev_weighted_avg_snap_counts_box,prev_weighted_avg_snap_counts_offball,prev_weighted_avg_snap_counts_pass_rush,prev_weighted_avg_snap_counts_run_defense,prev_weighted_avg_penalties,prev_weighted_avg_targets,prev_weighted_avg_declined_penalties,prev_weighted_avg_age,prev_weighted_avg_player_game_count,prev_total_snap_counts_defense,prev_total_players,prev_sum_Cap_Space,prev_sum_adjusted_value
49ers,LB,2020,1995.0,5,2.3036321897073666,220.95774788334532,37.5,0.025,74.08285714285714,75.40526315789472,67.66921132457028,64.26641604010025,71.90848393574298,7.663152610441767,71.77243107769424,23.786466165413533,0.8385964912280702,31.623057644110276,4.696741854636591,10.901754385964912,4.405513784461153,5.657644110275689,1.1283208020050126,2.3017543859649123,0.6406015037593985,0.9754385964912281,7.3959899749373434,651.9659147869675,710.8426065162907,71.24160401002506,305.54586466165415,2.6526315789473682,52.28421052631579,0.48771929824561405,23.03859649122807,14.374937343358395,63.1319342276071,71.6852012115967,62.43792949576082,51.87498918217222,55.005322371267845,14.22903504976201,63.19125919515361,13.013846819558633,1.7468628299437472,29.88273474686283,2.3872782345305064,6.7957594115101685,1.1661618347035916,3.88273474686283,0.906966681090437,3.7607096495023797,1.433145824318477,0.0,11.484638684552142,619.0523582864561,683.86023366508,39.76849848550411,271.3613154478581,1.709649502379922,56.37386412808308,0.42622241453916054,22.56901774123756,13.968844655993077,2311.0,6.0,8.131427205100955,308.9031162508162
49ers,LB,2021,1904.0,4,2.991036712328767,183.13010924874243,60.0,0.081,68.61108193277312,67.20919117647058,60.36528361344538,68.3563025210084,61.26796218487396,12.04889705882353,77.27310924369748,31.343487394957982,1.7930672268907564,43.28781512605042,7.101890756302521,6.892331932773109,1.085609243697479,4.013655462184874,0.4427521008403361,2.6896008403361344,0.8965336134453782,2.3061974789915967,12.581932773109244,694.2058823529412,755.8146008403361,36.49579831932773,310.83665966386553,0.631827731092437,56.65388655462185,0.0,23.955882352941178,13.46060924369748,74.08285714285714,75.40526315789472,67.66921132457028,64.26641604010025,71.90848393574298,7.663152610441767,71.77243107769424,23.786466165413533,0.8385964912280702,31.623057644110276,4.696741854636591,10.901754385964912,4.405513784461153,5.657644110275689,1.1283208020050126,2.3017543859649123,0.6406015037593985,0.9754385964912281,7.3959899749373434,651.9659147869675,710.8426065162907,71.24160401002506,305.54586466165415,2.6526315789473682,52.28421052631579,0.48771929824561405,23.03859649122807,14.374937343358395,1995.0,5.0,2.3036321897073666,220.95774788334532
49ers,LB,2022,2426.0,5,7.933866954851104,257.36875203956095,75.0,0.196,79.20119538334707,73.8938994229184,69.95803792250618,82.37205276174774,71.25346248969497,8.283882934872217,83.11253091508657,26.30461665292663,1.2938994229183842,47.88746908491344,2.0902720527617475,8.121599340478154,1.3977741137675186,5.42992580379225,0.7732893652102226,3.2300082440230833,1.1236603462489696,0.8297609233305854,10.183429513602638,686.8017312448475,755.5968672712283,32.40725474031327,277.5952184666117,3.9954657873042043,61.554410552349545,0.3503709810387469,25.12860676009893,14.870156636438582,68.61108193277312,67.20919117647058,60.36528361344538,68.3563025210084,61.26796218487396,12.04889705882353,77.27310924369748,31.343487394957982,1.7930672268907564,43.28781512605042,7.101890756302521,6.892331932773109,1.085609243697479,4.013655462184874,0.4427521008403361,2.6896008403361344,0.8965336134453782,2.3061974789915967,12.581932773109244,694.2058823529412,755.8146008403361,36.49579831932773,310.83665966386553,0.631827731092437,56.65388655462185,0.0,23.955882352941178,13.46060924369748,1904.0,4.0,2.991036712328767,183.13010924874243
49ers,LB,2023,2871.0,6,8.983492882562278,223.63792780957215,70.0,0.26,75.85353535353535,75.36185997910135,65.82904463040447,74.91738070358761,61.274538488331594,12.53786137234413,89.85788923719959,34.46151166840822,2.1006617903169627,43.85928247997214,4.791710205503309,11.095785440613026,2.1006617903169627,6.894461859979101,2.518634622082898,3.0094043887147337,1.6718913270637408,0.0,18.53709508881923,803.7338906304424,895.5357018460467,47.63322884012539,298.2138627655869,2.993730407523511,83.61476837338907,0.7659352142110762,26.21421107628004,18.160571229536746,79.20119538334707,73.8938994229184,69.95803792250618,82.37205276174774,71.25346248969497,8.283882934872217,83.11253091508657,26.30461665292663,1.2938994229183842,47.88746908491344,2.0902720527617475,8.121599340478154,1.3977741137675186,5.42992580379225,0.7732893652102226,3.2300082440230833,1.1236603462489696,0.8297609233305854,10.183429513602638,686.8017312448475,755.5968672712283,32.40725474031327,277.5952184666117,3.9954657873042043,61.554410552349545,0.3503709810387469,25.12860676009893,14.870156636438582,2426.0,5.0,7.933866954851104,257.36875203956095
49ers,LB,2024,2390.0,9,11.18177564604542,166.3804145530439,35.3,0.02174647007,71.65012552301256,73.56352596314908,57.14779099405268,66.28594142259414,56.08647403685092,13.990117252931324,63.40627615062761,23.27573221757322,0.4171548117154812,33.15690376569037,3.066945606694561,4.424267782426778,0.7179916317991631,3.289121338912134,0.897489539748954,2.1150627615062763,1.6686192468619248,0.0,12.477405857740585,620.2744769874477,685.9334728033473,25.306694560669456,311.62635983263596,0.7179916317991631,45.83054393305439,0.0,27.402092050209205,14.142677824267782,75.85353535353535,75.36185997910135,65.82904463040447,74.91738070358761,61.274538488331594,12.53786137234413,89.85788923719959,34.46151166840822,2.1006617903169627,43.85928247997214,4.791710205503309,11.095785440613026,2.1006617903169627,6.894461859979101,2.518634622082898,3.0094043887147337,1.6718913270637408,0.0,18.53709508881923,803.7338906304424,895.5357018460467,47.63322884012539,298.2138627655869,2.993730407523511,83.61476837338907,0.7659352142110762,26.21421107628004,18.160571229536746,2871.0,6.0,8.983492882562278,223.63792780957215
Bears,LB,2010,2815.0,5,16.35420081300813,193.50165693351227,66.7,0.02,72.2780106571936,74.0498756660746,64.49293072824156,65.36998223801066,67.07747779751332,11.994387211367671,82.1449378330373,8.826998223801066,3.358081705150977,47.29911190053286,8.554884547069271,7.800710479573712,1.816341030195382,2.6262877442273536,1.9019538188277088,4.584369449378331,0.9893428063943162,0.8213143872113676,11.931083481349912,907.9513321492008,930.8806394316164,74.19005328596803,337.7353463587922,0.4106571936056838,66.00781527531083,0.0,30.04227353463588,16.382238010657193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bears,LB,2011,2670.0,4,15.32848764278297,81.83197682870748,50.0,-0.07,69.83382022471909,69.64955022488756,55.874925037481255,70.31823970037452,75.32215142428785,9.43092203898051,79.82059925093633,9.843820224719101,0.0,48.352808988764046,9.013857677902621,7.404868913857678,2.79812734082397,4.606741573033708,1.60374531835206,2.99250936329588,0.8097378277153559,0.799250936329588,9.023970037453184,917.5857677902621,965.3385767790262,74.9936329588015,344.5704119850187,1.6142322097378277,61.917977528089885,0.0,30.413857677902623,15.98876404494382,72.2780106571936,74.0498756660746,64.49293072824156,65.36998223801066,67.07747779751332,11.994387211367671,82.1449378330373,8.826998223801066,3.358081705150977,47.29911190053286,8.554884547069271,7.800710479573712,1.816341030195382,2.6262877442273536,1.9019538188277088,4.584369449378331,0.9893428063943162,0.8213143872113676,11.931083481349912,907.9513321492008,930.8806394316164,74.19005328596803,337.7353463587922,0.4106571936056838,66.00781527531083,0.0,30.04227353463588,16.382238010657193,2815.0,5.0,16.35420081300813,193.50165693351227
Bears,LB,2012,2602.0,6,15.866330845771142,124.33073511140574,62.5,0.09,65.37982321291314,71.92202152190623,62.46562743569759,55.50657186779401,75.71268311488049,10.021176018447349,63.57955418908532,11.68216756341276,1.3097617217524982,35.03228285933897,5.708301306687163,7.116833205226748,0.26787086856264414,5.539200614911606,1.0491929285165258,4.018831667947732,1.5922367409684859,0.818216756341276,7.95119139123751,735.5092236740968,781.0015372790161,61.19100691775557,293.358954650269,1.2052267486548809,53.17332820906994,0.0,30.372790161414297,14.265949269792467,69.83382022471909,69.64955022488756,55.874925037481255,70.31823970037452,75.32215142428785,9.43092203898051,79.82059925093633,9.843820224719101,0.0,48.352808988764046,9.013857677902621,7.404868913857678,2.79812734082397,4.606741573033708,1.60374531835206,2.99250936329588,0.8097378277153559,0.799250936329588,9.023970037453184,917.5857677902621,965.3385767790262,74.9936329588015,344.5704119850187,1.6142322097378277,61.917977528089885,0.0,30.413857677902623,15.98876404494382,2670.0,4.0,15.32848764278297,81.83197682870748
Bears,LB,2013,2629.0,6,9.841688511326861,451.553396330978,50.0,0.0,53.067592240395584,65.88790414606314,60.55562380038388,43.71848611639406,68.38607835678964,12.323887409661468,58.62267021681247,11.98630658044884,2.397869912514264,31.707493343476607,5.898440471662229,9.742487637885127,1.7755800684670977,5.569037656903766,0.3179916317991632,1.607455306200076,0.5926207683529859,0.6101179155572461,9.743248383415747,647.4130848231266,672.3488018257892,58.53898820844427,315.23050589577787,0.6108786610878661,38.56827691137315,0.08786610878661087,27.747432483834157,11.822365918600228,65.37982321291314,71.92202152190623,62.46562743569759,55.50657186779401,75.71268311488049,10.021176018447349,63.57955418908532,11.68216756341276,1.3097617217524982,35.03228285933897,5.708301306687163,7.116833205226748,0.26787086856264414,5.539200614911606,1.0491929285165258,4.018831667947732,1.5922367409684859,0.818216756341276,7.95119139123751,735.5092236740968,781.0015372790161,61.19100691775557,293.358954650269,1.2052267486548809,53.17332820906994,0.0,30.372790161414297,14.265949269792467,2602.0,6.0,15.866330845771142,124.33073511140574
Bears,LB,2014,2624.0,7,9.492281203007519,773.7982757556221,31.3,-0.15,55.92008384146341,46.95625,58.43441310975609,67.12911585365855,73.90148628048782,8.070350609756098,41.939405487804876,11.849085365853659,0.4923780487804878,20.421493902439025,2.841082317073171,4.575838414634147,0.9020579268292683,3.1814024390243905,0.17263719512195122,1.7073170731707317,0.17263719512195122,0.16539634146341464,4.7145579268292686,441.671875,462.374618902439,34.82888719512195,196.75724085365854,0.743140243902439,29.4359756097561,0.0,26.674161585365855,10.733993902439025,53.067592240395584,65.88790414606314,60.55562380038388,43.71848611639406,68.38607835678964,12.323887409661468,58.62267021681247,11.98630658044884,2.397869912514264,31.707493343476607,5.898440471662229,9.742487637885127,1.7755800684670977,5.569037656903766,0.3179916317991632,1.607455306200076,0.5926207683529859,0.6101179155572461,9.743248383415747,647.4130848231266,672.3488018257892,58.53898820844427,315.23050589577787,0.6108786610878661,38.56827691137315,0.08786610878661087,27.747432483834157,11.822365918600228,2629.0,6.0,9.841688511326861,451.553396330978
Bears,LB,2015,1965.0,5,2.7967490228922394,304.40198683285286,37.5,-0.07,58.747277353689576,57.61384223918575,63.61786259541985,57.89048346055979,68.41618320610687,8.899592875318067,57.01832061068702,11.541984732824428,0.37709923664122136,26.716030534351145,1.8793893129770993,9.365394402035623,2.8900763358778625,6.098218829516539,0.1597964376590331,1.633587786259542,0.3424936386768448,0.8814249363867684,6.0544529262086515,521.4620865139949,572.4223918575063,33.70839694656488,234.070737913486,0.37709923664122136,40.19847328244275,0.37709923664122136,24.444274809160305,11.925699745547075,55.92008384146341,46.95625,58.43441310975609,67.12911585365855,73.90148628048782,8.070350609756098,41.939405487804876,11.849085365853659,0.4923780487804878,20.421493902439025,2.841082317073171,4.575838414634147,0.9020579268292683,3.1814024390243905,0.17263719512195122,1.7073170731707317,0.17263719512195122,0.16539634146341464,4.7145579268292686,441.671875,462.374618902439,34.82888719512195,196.75724085365854,0.743140243902439,29.4359756097561,0.0,26.674161585365855,10.733993902439025,2624.0,7.0,9.492281203007519,773.7982757556221
Bears,LB,2016,2033.0,5,7.2944728537386485,26.57896452281531,18.8,-0.11,72.49749139203149,68.32798819478603,61.76929955290611,73.16630595179537,74.21037875061486,8.150565666502704,64.9262174126906,9.800295130349237,0.5031972454500738,38.5730447614363,4.135268076733891,6.96704377766847,0.792916871618298,5.670929660600098,0.0,2.366945400885391,0.0,0.0,4.97688145597639,517.7673389080177,592.2739793408756,32.43728480078701,238.97343826856863,1.4672897196261683,40.16822429906542,0.396458435809149,26.709296606000983,10.750122970978849,58.747277353689576,57.61384223918575,63.61786259541985,57.89048346055979,68.41618320610687,8.899592875318067,57.01832061068702,11.541984732824428,0.37709923664122136,26.716030534351145,1.8793893129770993,9.365394402035623,2.8900763358778625,6.098218829516539,0.1597964376590331,1.633587786259542,0.3424936386768448,0.8814249363867684,6.0544529262086515,521.4620865139949,572.4223918575063,33.70839694656488,234.070737913486,0.37709923664122136,40.19847328244275,0.37709923664122136,24.444274809160305,11.925699745547075,1965.0,5.0,2.7967490228922394,304.40198683285286
Bears,LB,2017,1941.0,6,8.252174251497006,109.82563744425818,31.3,-0.07,70.7262235960845,68.35074703760948,70.8534260690366,68.29587841318907,82.28608964451313,6.424574961360124,54.33797011849562,17.52447192168985,1.7712519319938176,28.323029366306027,1.8634724368882019,10.009788768675941,1.4034003091190108,6.835136527563112,0.3678516228748068,1.745492014425554,0.8856259659969088,0.6888201957753736,3.8794435857805256,464.5471406491499,525.0901597114889,41.66202988150438,218.84492529623904,2.310149407521896,36.353941267387945,0.0,26.032972694487377,12.080370942812984,72.49749139203149,68.32798819478603,61.76929955290611,73.16630595179537,74.21037875061486,8.150565666502704,64.9262174126906,9.800295130349237,0.5031972454500738,38.5730447614363,4.135268076733891,6.96704377766847,0.792916871618298,5.670929660600098,0.0,2.366945400885391,0.0,0.0,4.97688145597639,517.7673389080177,592.2739793408756,32.43728480078701,238.97343826856863,1.4672897196261683,40.16822429906542,0.396458435809149,26.709296606000983,10.750122970978849,2033.0,5.0,7.2944728537386485,26.57896452281531
Bears,LB,2018,2003.0,4,6.734146726862303,773.918907095773,70.6,0.17,67.53654518222666,66.01582626060909,73.68237643534697,63.239840239640536,77.64613080379432,7.605841238142786,81.13679480778832,17.87518721917124,3.182226660009985,41.524712930604096,5.218671992011982,13.770344483275087,1.0414378432351472,9.546679980029955,1.4248627059410883,2.3035446829755366,0.4927608587119321,0.4927608587119321,8.774837743384923,765.0509236145781,871.3499750374439,67.33250124812781,268.5307039440839,1.3714428357463804,65.70344483275088,0.0,24.684972541188216,15.576635047428857,70.7262235960845,68.35074703760948,70.8534260690366,68.29587841318907,82.28608964451313,6.424574961360124,54.33797011849562,17.52447192168985,1.7712519319938176,28.323029366306027,1.8634724368882019,10.009788768675941,1.4034003091190108,6.835136527563112,0.3678516228748068,1.745492014425554,0.8856259659969088,0.6888201957753736,3.8794435857805256,464.5471406491499,525.0901597114889,41.66202988150438,218.84492529623904,2.310149407521896,36.353941267387945,0.0,26.032972694487377,12.080370942812984,1941.0,6.0,8.252174251497006,109.82563744425818
