,Team,Year,Position,Value_cap_space,Value_draft_data,Previous_AV,Current_AV,Previous_PFF,Current_PFF,Total DVOA,win-loss-pct,Net EPA,weighted_avg_accuracy_percent,weighted_avg_aimed_passes,weighted_avg_attempts,weighted_avg_avg_depth_of_target,weighted_avg_avg_time_to_throw,weighted_avg_bats,weighted_avg_big_time_throws,weighted_avg_btt_rate,weighted_avg_completion_percent,weighted_avg_completions,weighted_avg_declined_penalties,weighted_avg_def_gen_pressures,weighted_avg_drop_rate,weighted_avg_dropbacks,weighted_avg_drops,weighted_avg_first_downs,weighted_avg_franchise_id,weighted_avg_grades_hands_fumble,weighted_avg_grades_pass,weighted_avg_grades_run,weighted_avg_hit_as_threw,weighted_avg_interceptions,weighted_avg_passing_snaps,weighted_avg_penalties,weighted_avg_pressure_to_sack_rate,weighted_avg_qb_rating,weighted_avg_sack_percent,weighted_avg_sacks,weighted_avg_scrambles,weighted_avg_spikes,weighted_avg_thrown_aways,weighted_avg_touchdowns,weighted_avg_turnover_worthy_plays,weighted_avg_twp_rate,weighted_avg_yards,weighted_avg_ypa,Previous_accuracy_percent,Previous_aimed_passes,Previous_attempts,Previous_avg_depth_of_target,Previous_avg_time_to_throw,Previous_bats,Previous_big_time_throws,Previous_btt_rate,Previous_completion_percent,Previous_completions,Previous_declined_penalties,Previous_def_gen_pressures,Previous_drop_rate,Previous_dropbacks,Previous_drops,Previous_first_downs,Previous_franchise_id,Previous_grades_hands_fumble,Previous_grades_offense,Previous_grades_pass,Previous_grades_run,Previous_hit_as_threw,Previous_interceptions,Previous_passing_snaps,Previous_penalties,Previous_pressure_to_sack_rate,Previous_qb_rating,Previous_sack_percent,Previous_sacks,Previous_scrambles,Previous_spikes,Previous_thrown_aways,Previous_touchdowns,Previous_turnover_worthy_plays,Previous_twp_rate,Previous_yards,Previous_ypa
10,Steelers,2019,QB,0.4729011689691818,56.05744818133452,14.0,4.0,60.0,50.43477537437604,-5.50%,0.5,-0.014,74.81148086522464,195.36272878535777,215.67554076539105,8.084692179700498,2.755740432612313,2.550748752079867,5.710482529118137,2.5783693843594007,61.59600665557404,133.85357737104826,0.0,85.83028286189683,9.092512479201332,237.3144758735441,12.913477537437604,66.2495840266223,25.0,41.23710482529118,51.67038269550749,52.380532445923464,7.261231281198003,7.688851913477538,255.32945091514145,3.2828618968386025,16.126455906821963,76.57304492512479,5.754575707154742,13.399334442595674,8.239600665557404,0.0,10.500831946755408,8.790349417637271,11.66722129783694,4.644259567387687,1361.9584026622297,6.268885191347755,73.54954838709678,628.6374193548387,663.0232258064516,8.045806451612902,2.459574193548387,6.873548387096775,42.223225806451616,5.891612903225806,66.69290322580645,443.9432258064516,0.0,169.96516129032258,4.320516129032258,700.3729032258065,20.620645161290323,250.4658064516129,25.0,73.80722580645161,77.99225806451614,74.90916129032259,78.29522580645161,7.873548387096775,15.729032258064516,747.5058064516129,2.945806451612903,13.648903225806452,95.19032258064516,3.3385806451612905,23.566451612903226,12.801290322580645,2.945806451612903,16.69290322580645,33.3858064516129,26.51225806451613,3.4367741935483873,5037.123870967742,7.52774193548387
11,Jaguars,2019,QB,6.8544102019128585,14.512162123867409,8.0,12.0,61.88089552238806,69.60530612244898,-18.00%,0.375,-0.125,71.74054421768707,369.9809523809524,404.2027210884354,8.011836734693878,2.8354421768707487,7.068027210884353,15.763265306122449,3.823673469387755,61.56925170068027,246.2299319727891,0.0,166.4816326530612,6.3221768707483,476.2231292517007,17.644897959183673,143.4639455782313,15.0,31.108027210884355,69.1934693877551,58.779591836734696,8.136054421768707,5.254421768707483,512.0721088435374,1.0,17.29142857142857,89.96979591836735,5.974557823129252,28.34013605442177,41.23945578231292,0.8136054421768707,18.20408163265306,17.644897959183673,16.76326530612245,3.554149659863946,2798.4897959183672,6.86952380952381,75.29253731343283,302.4835820895522,331.14328358208957,7.48865671641791,2.77434328358209,10.301492537313433,14.037313432835822,3.745223880597015,61.51522388059701,201.25970149253732,0.0,145.11044776119402,10.586716417910448,394.8970149253731,24.923880597014925,119.26119402985074,15.0,35.96179104477612,61.88089552238806,61.37134328358209,58.668358208955226,6.150746268656716,8.622388059701493,409.51940298507463,2.207462686567164,21.270149253731343,79.16597014925374,8.217164179104477,28.622388059701493,33.3955223880597,0.0,12.207462686567164,10.094029850746267,12.150746268656716,3.117014925373134,2187.2641791044775,6.356567164179104
12,Bears,2019,QB,7.396386822529225,434.9855932261093,15.0,9.0,62.19810426540285,64.65390173410404,-2.10%,0.5,-0.032,71.81921965317919,442.0245664739885,464.39884393063585,8.11734104046243,2.6620086705202315,3.657514450867052,18.17341040462428,3.939739884393063,64.01054913294797,293.92052023121386,0.0,168.84826589595374,6.565751445086705,521.3482658959538,20.716763005780347,147.78901734104045,6.0,78.30780346820808,64.42196531791907,58.43005780346821,4.429190751445087,9.08670520231214,552.0375722543353,2.7716763005780347,20.83656069364162,84.07037572254335,6.931069364161849,34.46098265895954,20.602601156069365,2.657514450867052,11.630057803468208,15.401734104046245,18.94508670520231,3.4456647398843927,2841.82225433526,6.179913294797688,72.39494470774093,367.61927330173773,380.8372827804107,9.166350710900476,2.757030015797788,1.8515007898894156,16.77251184834123,4.118799368088467,67.0603475513428,253.95418641390205,0.0,129.47709320695105,3.8494470774091623,436.11532385466035,9.109004739336491,145.76461295418642,6.0,48.431121642969984,62.19810426540285,58.16319115323855,79.00789889415482,2.0,10.515007898894154,472.9178515007899,4.5545023696682465,18.482938388625595,94.6872037914692,5.616745655608215,21.77251184834123,30.951026856240127,0.8515007898894155,8.515007898894154,20.881516587677726,19.03001579778831,3.8030015797788304,2820.864139020537,7.31090047393365
13,Seahawks,2019,QB,14.30924548352816,10.86782242339084,14.0,15.0,87.0,91.1,13.80%,0.6875,-0.001,76.5,476.0,516.0,9.9,2.88,5.0,41.0,7.4,66.1,341.0,0.0,243.0,6.3,610.0,23.0,205.0,29.0,72.6,90.8,66.4,4.0,5.0,659.0,4.0,19.8,106.3,7.9,48.0,45.0,3.0,28.0,31.0,11.0,1.7,4110.0,8.0,76.7,382.0,427.0,9.9,2.99,7.0,39.0,8.5,65.6,280.0,1.0,203.0,4.4,509.0,13.0,171.0,29.0,45.1,87.0,84.2,73.9,4.0,7.0,546.0,4.0,25.1,110.9,10.0,51.0,30.0,8.0,26.0,35.0,16.0,2.9,3448.0,8.1
14,Panthers,2019,QB,0.6376195536663124,171.3952832366127,16.0,9.0,68.47376311844079,47.75182186234819,-26.90%,0.3125,-0.146,71.36288798920378,365.7597840755736,397.8151147098516,8.754790823211875,2.6476248313090416,5.680161943319838,15.600539811066128,3.0421052631578944,60.51686909581647,245.44669365722,0.0,153.97165991902833,7.451417004048582,451.18218623481783,21.54790823211876,157.9689608636977,5.0,32.59757085020243,49.47287449392713,45.27260458839406,4.654520917678813,12.959514170040483,469.60998650472334,2.340080971659919,23.42118758434548,74.75546558704454,7.989473684210528,37.067476383265856,16.16599190283401,0.9136302294197032,20.80701754385965,13.260458839406208,27.573549257759783,5.948448043184886,2687.3630229419705,6.539271255060729,76.74137931034483,375.863568215892,401.53973013493254,7.771964017991006,2.6856971514242876,6.692653673163418,11.032983508245875,2.501049475262369,67.04617691154424,272.37331334332833,0.0,148.52773613193403,6.137331334332833,452.2128935532234,20.178410794602694,159.976011994003,5.0,78.96581709145427,68.47376311844079,67.4431784107946,66.22818590704647,1.151424287856072,11.176911544227886,475.7316341829085,6.692653673163418,15.184857571214394,91.99460269865068,5.082608695652174,24.46776611694153,22.859070464767616,2.6101949025487254,15.221889055472264,20.292353823088455,22.152923538230883,4.534632683658171,2887.7331334332835,7.155622188905547
15,Raiders,2019,QB,13.432518597236982,62.134988402187126,11.0,11.0,72.97880184331798,79.06326530612246,-11.00%,0.4375,-0.081,82.03469387755102,461.17687074829934,504.4455782312926,6.998639455782314,2.7508503401360542,8.846938775510203,16.727891156462587,3.3156462585034014,70.22312925170068,354.9625850340136,0.0,155.3639455782313,6.389455782312925,546.7142857142857,24.57482993197279,193.70068027210883,23.0,66.98979591836735,80.71360544217687,40.00952380952381,1.9829931972789117,7.863945578231292,568.3401360544218,3.931972789115646,18.08707482993197,100.93605442176872,5.11156462585034,28.50680272108843,13.761904761904765,1.965986394557823,30.472789115646258,20.65986394557823,11.812925170068027,2.2343537414965984,3986.9897959183672,7.860884353741496,79.02964669738864,507.8663594470046,549.6205837173579,7.093241167434716,2.457066052227342,7.95084485407066,25.840245775729645,4.472350230414746,68.68125960061444,378.66513056835635,0.0,181.89400921658984,5.466205837173579,608.2642089093702,21.864823348694316,198.7711213517665,23.0,46.527956989247315,72.97880184331798,71.79124423963134,64.45437788018432,4.969278033794163,9.938556067588326,643.0491551459294,3.97542242703533,27.933179723502302,93.58356374807988,8.402611367127497,50.69278033794163,7.95084485407066,6.956989247311828,21.877112135176652,18.883256528417817,23.852534562211986,3.6772657450076807,4024.1705069124423,7.271735791090629
16,Eagles,2019,QB,7.167906482465463,339.54880064748664,13.0,12.0,77.53294964028777,76.47372060857538,6.50%,0.5625,0.035,73.80387275242047,564.1065006915629,602.8367911479945,8.474412171507607,2.695020746887967,13.903181189488244,32.77178423236514,5.064730290456431,63.87302904564315,385.3374827109267,0.0,239.3402489626556,7.54744121715076,669.3734439834025,31.778699861687414,218.49239280774552,24.0,28.78838174273859,75.3764868603043,60.99308437067773,10.923928077455049,6.951590594744122,713.0691562932227,1.9861687413554632,15.293499308437069,92.95477178423236,5.461964038727524,36.74412171507607,28.79944674965422,0.9930843706777316,12.910096818810512,26.813278008298756,24.827109266943292,3.475795297372061,4011.2337482710927,6.68686030428769,78.49021582733812,318.8561151079137,334.34676258992806,7.609784172661871,2.567482014388489,2.3553956834532372,14.450359712230217,3.969640287769784,70.40215827338129,234.3179856115108,0.0,114.16115107913669,6.248489208633093,369.7640287769784,16.487769784172663,130.09928057553958,24.0,43.82115107913668,77.53294964028777,76.05769784172662,63.54258992805755,6.7913669064748206,6.02589928057554,390.83309352517983,2.9913669064748203,19.778705035971225,100.30618705035972,6.085179856115109,23.915107913669065,11.502158273381294,1.9942446043165467,4.349640287769784,16.49064748201439,13.092086330935253,3.3266187050359712,2537.043165467626,7.550503597122303
17,49ers,2019,QB,11.439957492029755,24.06067284031877,11.0,15.0,64.33140625,77.9,27.90%,0.8125,0.216,78.8,453.0,476.0,6.7,2.57,6.0,13.0,2.6,69.1,329.0,0.0,158.0,7.8,526.0,28.0,197.0,28.0,51.6,75.7,69.8,3.0,13.0,565.0,3.0,22.8,102.0,6.8,36.0,12.0,2.0,12.0,27.0,19.0,3.4,3978.0,8.4,74.32578125,183.171875,206.21875,7.800937500000001,2.6181406249999997,7.2265625,4.1703125,2.1387499999999995,62.129999999999995,129.5796875,0.0,85.5578125,6.70859375,227.7765625,9.3546875,79.2953125,28.0,60.459843750000005,64.33140625,65.1784375,47.31203125,8.053125,7.75,244.365625,1.48125,20.87203125,87.74281249999999,8.0190625,16.5921875,4.965625,1.975,5.7921875,9.9203125,7.46875,3.14234375,1660.471875,7.97234375
18,Bills,2019,QB,3.501594048884166,339.78727763127563,9.0,12.0,57.61786833855799,62.62285714285714,2.70%,0.625,0.061,71.52000000000001,387.9428571428571,425.8571428571428,9.714285714285714,2.8811428571428572,6.6571428571428575,12.057142857142855,2.7942857142857145,58.29428571428571,250.0857142857143,0.9142857142857144,181.82857142857145,10.48,502.8285714285714,27.857142857142858,149.4,4.0,27.488571428571426,60.82857142857143,63.90571428571428,4.6571428571428575,8.485714285714286,531.2571428571429,3.742857142857143,18.502857142857145,82.36,6.725714285714285,34.91428571428571,42.05714285714286,2.8285714285714287,23.771428571428572,18.285714285714285,21.457142857142856,4.454285714285714,2855.0,6.725714285714287,65.57884012539185,216.9592476489028,238.0971786833856,10.592006269592476,3.020626959247649,1.3667711598746082,11.960815047021944,4.304545454545455,54.211598746081506,126.62852664576802,0.0,123.49843260188088,9.315203761755486,292.33699059561127,14.474921630094045,82.29153605015674,4.0,54.32507836990596,57.61786833855799,52.46896551724137,74.12131661442008,3.188087774294671,9.714733542319747,316.4294670846395,2.8557993730407523,18.386206896551727,62.300470219435745,6.950470219435736,20.634796238244515,32.93260188087774,0.0,16.58307210031348,6.971786833855799,16.55015673981191,5.622257053291535,1509.3401253918496,6.160971786833856
19,Dolphins,2019,QB,3.602550478214665,287.4862336746054,9.0,11.0,48.118411552346565,70.98018494055482,-36.70%,0.3125,-0.201,71.93408190224571,399.9431968295905,430.8758256274769,9.400924702774107,2.619048877146631,12.55217965653897,15.466314398943195,3.3180977542932633,60.40739762219287,265.2126816380449,0.0,197.60501981505945,9.642932628797888,498.19815059445176,26.837516512549534,166.87186261558784,17.0,51.18797886393659,70.44214002642008,58.601585204755615,5.914134742404228,11.55217965653897,532.5878467635403,0.0,19.9336856010568,78.86393659180978,7.913474240422722,35.65653896961691,30.84676354029062,2.457067371202114,10.009247027741084,15.74240422721268,15.55217965653897,3.405812417437252,2992.9445178335536,6.674240422721268,74.26191335740072,214.72202166064983,237.43682310469313,8.309566787003611,2.5738086642599276,7.333935018050542,6.4765342960288805,2.471480144404332,63.933393501805064,152.00541516245488,0.0,106.66967509025272,4.633393501805054,273.057761732852,7.47653429602888,82.14620938628158,17.0,57.96696750902527,48.118411552346565,46.58953068592057,60.12509025270757,3.38086642599278,7.095667870036101,292.72563176895306,1.0,25.696028880866425,90.1481949458484,10.047833935018051,28.14440433212996,6.4765342960288805,1.0,11.0,12.810469314079423,17.667870036101082,5.785920577617328,1700.2057761732851,7.123826714801444
