team,player_id,adjusted_value,Team,Net EPA,Win %,Player,Position,Cap_Space,year,merge_player_x,fuzzy_matched_player,final_player_name,Unnamed: 0,player,team_name,position,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te,Year,weighted_grade,weighted_average_grade,merge_player_y
Bills,00-0027101,67.10204906923828,Bills,-0.19,25.00%,Colin Brown,G,0.045910569105691,2010.0,colin brown,colin brown,colin brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bills,00-0023602,25.580562112952975,Bills,-0.19,25.00%,Geoff Hangartner,G,2.6016260162601625,2010.0,geoff hangartner,geoff hangartner,geoff hangartner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bills,00-0027542,0.0,Bills,-0.19,25.00%,Cordaro Howard,G,0.2624658536585366,2010.0,cordaro howard,cord howard,cord howard,78.0,Cord Howard,BUF,G,100.0,1.0,4.0,45.8,39.7,57.0,6.0,18.0,206.0,100.0,100.0,92.7,3.0,27.0,3.0,343.0,0.0,52.0,12.0,343.0,213.0,213.0,69.0,209.0,130.0,1.0,2010.0,15709.4,MISSING,cord howard
Broncos,00-0027658,254.73942485124735,Broncos,-0.13,25.00%,Zane Beadles,G,0.6097560975609756,2010.0,zane beadles,zane beadles,zane beadles,38.0,Zane Beadles,DEN,G,100.0,0.0,10.0,70.2,62.3,72.1,3.0,30.0,545.0,100.0,100.0,96.2,2.0,37.0,4.0,929.0,0.0,514.0,0.0,929.0,574.0,574.0,0.0,405.0,355.0,10.0,2010.0,65215.8,MISSING,zane beadles
Broncos,00-0024375,38.20931514293273,Broncos,-0.13,25.00%,Chris Kuper,G,0.8497284552845529,2010.0,chris kuper,chris kuper,chris kuper,28.0,Chris Kuper,DEN,G,100.0,1.0,10.0,68.4,73.0,66.5,3.0,19.0,605.0,100.0,100.0,97.4,6.0,27.0,5.0,987.0,0.0,0.0,0.0,987.0,640.0,640.0,987.0,0.0,347.0,0.0,2010.0,67510.8,MISSING,chris kuper
Broncos,00-0020389,9.695850466196347,Broncos,-0.13,25.00%,Russ Hochstein,G,0.6138211382113821,2010.0,russ hochstein,russ hochstein,russ hochstein,76.0,Russ Hochstein,DEN,G,100.0,0.0,10.0,65.5,56.2,67.4,3.0,3.0,197.0,100.0,100.0,97.0,4.0,9.0,3.0,347.0,1.0,248.0,2.0,347.0,210.0,210.0,75.0,0.0,137.0,16.0,2010.0,22728.5,MISSING,russ hochstein
Browns,00-0027694,129.9039293286819,Browns,-0.12,31.30%,Shawn Lauvao,G,0.4018292682926829,2010.0,shawn lauvao,shawn lauvao,shawn lauvao,95.0,Shawn Lauvao,CLV,G,100.0,0.0,8.0,48.2,61.7,41.1,0.0,4.0,68.0,100.0,100.0,97.1,0.0,4.0,0.0,113.0,0.0,5.0,0.0,113.0,71.0,71.0,108.0,0.0,42.0,0.0,2010.0,5446.6,MISSING,shawn lauvao
Browns,00-0022122,84.5296243200896,Browns,-0.12,31.30%,Eric Steinbach,G,6.395664227642277,2010.0,eric steinbach,eric steinbach,eric steinbach,35.0,Eric Steinbach,CLV,G,99.9,0.0,8.0,70.7,67.5,66.2,2.0,21.0,529.0,99.8,99.8,97.3,0.0,26.0,3.0,957.0,0.0,947.0,0.0,958.0,557.0,558.0,0.0,0.0,400.0,11.0,2010.0,67730.6,MISSING,eric steinbach
Browns,00-0020348,12.47461274628092,Browns,-0.12,31.30%,Floyd Womack,G,0.8170731707317074,2010.0,floyd womack,floyd womack,floyd womack,42.0,Floyd Womack,CLV,G,100.0,0.0,8.0,62.7,70.2,56.7,2.0,17.0,488.0,100.0,100.0,97.2,3.0,23.0,4.0,888.0,0.0,0.0,0.0,888.0,513.0,513.0,717.0,171.0,375.0,0.0,2010.0,55677.600000000006,MISSING,floyd womack
Buccaneers,00-0024238,251.3259280210467,Buccaneers,0.05,62.50%,Davin Joseph,G,3.349593495934959,2010.0,davin joseph,davin joseph,davin joseph,55.0,Davin Joseph,TB,G,100.0,0.0,30.0,50.8,56.5,50.3,4.0,20.0,358.0,100.0,100.0,96.1,5.0,26.0,2.0,632.0,0.0,0.0,0.0,632.0,375.0,375.0,632.0,0.0,257.0,0.0,2010.0,32105.6,MISSING,davin joseph
Buccaneers,00-0027607,29.929320601291877,Buccaneers,0.05,62.50%,Ted Larsen,G/C,0.2601626016260162,2010.0,ted larsen,ted larsen,ted larsen,54.0,Ted Larsen,TB,G,100.0,0.0,30.0,62.4,54.6,68.7,3.0,19.0,355.0,100.0,100.0,96.3,7.0,24.0,2.0,634.0,6.0,627.0,0.0,634.0,371.0,371.0,1.0,0.0,263.0,0.0,2010.0,39561.6,MISSING,ted larsen
Cardinals,00-0005058,21.520776974282967,Cardinals,-0.21,31.30%,Alan Faneca,G,2.032520325203252,2010.0,alan faneca,alan faneca,alan faneca,34.0,Alan Faneca,ARZ,G,100.0,0.0,1.0,68.6,65.8,67.2,5.0,26.0,621.0,100.0,100.0,97.0,1.0,34.0,3.0,960.0,0.0,960.0,0.0,960.0,643.0,643.0,0.0,0.0,317.0,0.0,2010.0,65856.0,MISSING,alan faneca
Cardinals,00-0022905,17.6993419434972,Cardinals,-0.21,31.30%,Rex Hadnot,G,1.1382113821138211,2010.0,rex hadnot,rex hadnot,rex hadnot,111.0,Rex Hadnot,ARZ,G,85.7,0.0,1.0,55.7,69.4,56.3,0.0,0.0,1.0,50.0,50.0,100.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,7.0,1.0,2.0,0.0,0.0,5.0,5.0,2010.0,389.9,MISSING,rex hadnot
Cardinals,00-0021974,11.308568148503245,Cardinals,-0.21,31.30%,Jeremy Bridges,G,1.111110569105691,2010.0,jeremy bridges,jeremy bridges,jeremy bridges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cardinals,00-0024483,0.0,Cardinals,-0.21,31.30%,D'Anthony Batiste,G,0.2109032520325203,2010.0,danthony batiste,anthony steen,anthony steen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chargers,00-0027052,141.3550297047886,Chargers,0.24,56.30%,Louis Vasquez,G,0.4826219512195122,2010.0,louis vasquez,louis vasquez,louis vasquez,68.0,Louis Vasquez,SD,G,100.0,0.0,27.0,75.2,68.0,73.4,1.0,8.0,315.0,100.0,100.0,97.3,0.0,13.0,4.0,534.0,0.0,0.0,0.0,534.0,323.0,323.0,534.0,0.0,211.0,0.0,2010.0,40156.8,MISSING,louis vasquez
Chargers,00-0027097,71.64738471510974,Chargers,0.24,56.30%,Tyronne Green,G,0.4043186991869918,2010.0,tyronne green,tyronne green,tyronne green,60.0,Tyronne Green,SD,G,100.0,0.0,27.0,57.8,44.2,61.5,4.0,17.0,301.0,100.0,100.0,95.8,1.0,23.0,2.0,598.0,0.0,63.0,8.0,598.0,316.0,316.0,525.0,0.0,282.0,2.0,2010.0,34564.4,MISSING,tyronne green
Chargers,00-0024401,26.891922285982353,Chargers,0.24,56.30%,Jeromey Clary,G,1.3691056910569106,2010.0,jeromey clary,jeromey clary,jeromey clary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chargers,00-0023674,8.168781578558933,Chargers,0.24,56.30%,Scott Mruczkowski,G,0.7330626016260162,2010.0,scott mruczkowski,scott mruczkowski,scott mruczkowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chargers,00-0021546,0.0,Chargers,0.24,56.30%,Kris Dielman,G,5.317073170731708,2010.0,kris dielman,kris dielman,kris dielman,24.0,Kris Dielman,SD,G,100.0,0.0,27.0,79.3,70.6,79.8,1.0,21.0,563.0,100.0,100.0,97.5,2.0,25.0,3.0,1001.0,0.0,1001.0,0.0,1001.0,583.0,583.0,0.0,0.0,418.0,0.0,2010.0,79379.3,MISSING,kris dielman
Chargers,00-0026061,0.0,Chargers,0.24,56.30%,Brandyn Dombrowski,G,0.3211382113821138,2010.0,brandyn dombrowski,,brandyn dombrowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiefs,00-0027673,178.20869107823418,Chiefs,0.05,58.80%,Jon Asamoah,G,0.4455528455284552,2010.0,jon asamoah,jon asamoah,jon asamoah,92.0,Jon Asamoah,KC,G,97.5,0.0,16.0,74.8,67.4,74.7,1.0,1.0,73.0,96.1,95.1,98.6,0.0,2.0,0.0,154.0,0.0,65.0,0.0,158.0,78.0,82.0,74.0,0.0,76.0,14.0,2010.0,11818.4,MISSING,jon asamoah
Chiefs,00-0018584,0.0,Chiefs,0.05,58.80%,Brian Waters,G,4.380081300813008,2010.0,brian waters,brian waters,brian waters,12.0,Brian Waters,KC,G,100.0,0.0,16.0,82.8,81.4,77.0,4.0,11.0,503.0,100.0,100.0,98.3,1.0,16.0,1.0,1083.0,0.0,1078.0,5.0,1083.0,533.0,533.0,0.0,0.0,550.0,0.0,2010.0,89672.4,MISSING,brian waters
Colts,00-0026199,166.95108740594816,Colts,0.06,58.80%,Mike Pollak,G,0.5548780487804877,2010.0,mike pollak,mike pollak,mike pollak,30.0,Mike Pollak,IND,G,100.0,0.0,14.0,76.6,68.8,76.0,8.0,21.0,584.0,100.0,100.0,97.5,1.0,29.0,0.0,980.0,0.0,0.0,0.0,980.0,605.0,605.0,980.0,0.0,375.0,0.0,2010.0,75068.0,MISSING,mike pollak
Colts,00-0024413,22.22573637473818,Colts,0.06,58.80%,Charlie Johnson,G,1.430081300813008,2010.0,charlie johnson,charlie johnson,charlie johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colts,00-0026376,14.357904486301692,Colts,0.06,58.80%,Jamey Richard,G,0.3912056910569106,2010.0,jamey richard,jamey richard,jamey richard,79.0,Jamey Richard,IND,G,100.0,0.0,14.0,55.7,55.8,56.2,2.0,10.0,195.0,100.0,100.0,96.9,3.0,12.0,0.0,322.0,0.0,322.0,0.0,322.0,200.0,200.0,0.0,0.0,122.0,0.0,2010.0,17935.4,MISSING,jamey richard
Colts,00-0026408,0.0,Colts,0.06,58.80%,Joe Reitz,G/T,0.0718699186991869,2010.0,joe reitz,joe reitz,joe reitz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Commanders,00-0022132,40.87877120092391,Commanders,-0.12,37.50%,Derrick Dockery,G,3.3821138211382116,2010.0,derrick dockery,derrick dockery,derrick dockery,99.0,Derrick Dockery,WAS,G,100.0,0.0,32.0,70.3,73.4,66.0,0.0,2.0,50.0,100.0,100.0,98.0,2.0,2.0,0.0,83.0,0.0,83.0,0.0,83.0,51.0,51.0,0.0,0.0,32.0,0.0,2010.0,5834.9,MISSING,derrick dockery
Commanders,00-0020801,0.0,Commanders,-0.12,37.50%,Artis Hicks,G,1.548780487804878,2010.0,artis hicks,artis hicks,artis hicks,65.0,Artis Hicks,WAS,G,100.0,0.0,32.0,58.8,60.1,65.5,4.0,15.0,345.0,100.0,100.0,96.7,6.0,21.0,2.0,547.0,0.0,0.0,0.0,547.0,366.0,366.0,540.0,7.0,181.0,0.0,2010.0,32163.6,MISSING,artis hicks
Cowboys,00-0022094,31.05328120343388,Cowboys,0.0,37.50%,Montrae Holland,G,1.016260162601626,2010.0,montrae holland,montrae holland,montrae holland,90.0,Montrae Holland,DAL,G,100.0,0.0,9.0,75.5,64.8,76.2,1.0,4.0,102.0,100.0,100.0,97.5,0.0,5.0,0.0,170.0,0.0,141.0,0.0,170.0,107.0,107.0,27.0,0.0,63.0,0.0,2010.0,12835.0,MISSING,montrae holland
Cowboys,00-0021348,3.1029532180023587,Cowboys,0.0,37.50%,Kyle Kosier,G,3.2439024390243905,2010.0,kyle kosier,kyle kosier,kyle kosier,46.0,Kyle Kosier,DAL,G,100.0,0.0,9.0,73.4,76.7,68.2,2.0,14.0,473.0,100.0,100.0,98.1,3.0,17.0,1.0,825.0,0.0,825.0,0.0,825.0,497.0,497.0,0.0,0.0,328.0,0.0,2010.0,60555.00000000001,MISSING,kyle kosier
Dolphins,00-0027678,166.71698994168725,Dolphins,-0.07,43.80%,John Jerry,G,0.4346544715447155,2010.0,john jerry,john jerry,john jerry,56.0,John Jerry,MIA,G,100.0,0.0,17.0,67.3,73.3,61.5,3.0,13.0,360.0,100.0,100.0,97.5,3.0,17.0,1.0,624.0,0.0,0.0,0.0,624.0,374.0,374.0,624.0,0.0,250.0,0.0,2010.0,41995.2,MISSING,john jerry
Dolphins,00-0023516,74.48597754206554,Dolphins,-0.07,43.80%,Richie Incognito,G,1.097560975609756,2010.0,richie incognito,richie incognito,richie incognito,17.0,Richie Incognito,MIA,G,100.0,0.0,17.0,77.5,71.5,77.5,6.0,12.0,618.0,100.0,100.0,97.9,3.0,22.0,4.0,1072.0,97.0,975.0,0.0,1072.0,643.0,643.0,0.0,0.0,429.0,0.0,2010.0,83080.0,MISSING,richie incognito
Dolphins,00-0023639,14.219983204570545,Dolphins,-0.07,43.80%,Joe Berger,G,0.6775065040650406,2010.0,joe berger,joe berger,joe berger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dolphins,00-0026597,0.0,Dolphins,-0.07,43.80%,Ray Feinga,G,0.2601626016260162,2010.0,ray feinga,ray feinga,ray feinga,106.0,Ray Feinga,MIA,G,83.3,0.0,17.0,61.6,81.8,70.6,0.0,0.0,20.0,76.9,78.6,100.0,1.0,0.0,0.0,30.0,0.0,1.0,0.0,36.0,22.0,28.0,12.0,12.0,8.0,11.0,2010.0,2217.6,MISSING,ray feinga
Eagles,00-0026249,85.68758885744568,Eagles,0.01,58.80%,Mike McGlynn,G,0.4800813008130081,2010.0,mike mcglynn,mike mcglynn,mike mcglynn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eagles,00-0024314,79.54950580525914,Eagles,0.01,58.80%,Max Jean-Giles,G,0.9560975609756096,2010.0,max jeangiles,max jeangilles,max jeangilles,61.0,Max Jean-Gilles,PHI,G,100.0,0.0,24.0,67.5,63.7,65.0,2.0,17.0,346.0,100.0,100.0,97.3,2.0,19.0,0.0,582.0,0.0,0.0,0.0,582.0,369.0,369.0,582.0,0.0,213.0,0.0,2010.0,39285.0,MISSING,max jeangilles
Eagles,00-0023560,42.38518434924473,Eagles,0.01,58.80%,Todd Herremans,G,2.059620325203252,2010.0,todd herremans,todd herremans,todd herremans,21.0,Todd Herremans,PHI,G,99.9,0.0,24.0,80.3,65.9,86.2,6.0,28.0,666.0,99.9,99.9,97.0,6.0,37.0,3.0,1059.0,0.0,1054.0,3.0,1060.0,708.0,709.0,0.0,0.0,351.0,3.0,2010.0,85118.0,MISSING,todd herremans
Falcons,00-0025426,208.07604701878915,Falcons,0.1,76.50%,Justin Blalock,G,0.7910569105691058,2010.0,justin blalock,justin blalock,justin blalock,5.0,Justin Blalock,ATL,G,100.0,0.0,2.0,77.7,71.4,75.1,7.0,16.0,655.0,100.0,100.0,97.8,0.0,26.0,3.0,1211.0,0.0,1211.0,0.0,1211.0,707.0,707.0,0.0,0.0,504.0,0.0,2010.0,94094.7,79.93896103896103,justin blalock
Falcons,00-0027110,54.763830933156946,Falcons,0.1,76.50%,Garrett Reynolds,G,0.3578455284552845,2010.0,garrett reynolds,garrett reynolds,garrett reynolds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Falcons,00-0023180,0.0,Falcons,0.1,76.50%,Harvey Dahl,G,2.0495934959349595,2010.0,harvey dahl,harvey dahl,harvey dahl,4.0,Harvey Dahl,ATL,G,100.0,0.0,2.0,79.7,74.6,79.3,4.0,14.0,655.0,100.0,100.0,98.2,7.0,21.0,3.0,1211.0,0.0,0.0,0.0,1211.0,707.0,707.0,1211.0,0.0,504.0,0.0,2010.0,96516.7,72.24589779653071,harvey dahl
Giants,00-0022779,163.48663682466682,Giants,0.09,62.50%,Shawn Andrews,G,1.2601626016260163,2010.0,shawn andrews,josh andrews,josh andrews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giants,00-0022838,111.9341286297672,Giants,0.09,62.50%,Chris Snee,G,4.67479674796748,2010.0,chris snee,chris snee,chris snee,16.0,Chris Snee,NYG,G,100.0,2.0,21.0,77.4,78.4,78.2,1.0,16.0,564.0,100.0,100.0,98.3,7.0,18.0,1.0,1074.0,0.0,0.0,0.0,1074.0,597.0,597.0,1074.0,0.0,477.0,0.0,2010.0,83127.6,MISSING,chris snee
Giants,00-0027746,67.56719136258307,Giants,0.09,62.50%,Mitch Petrus,G,0.2990162601626016,2010.0,mitch petrus,mitch petrus,mitch petrus,102.0,Mitch Petrus,NYG,G,100.0,0.0,21.0,55.5,81.3,58.0,0.0,0.0,16.0,100.0,100.0,100.0,1.0,0.0,0.0,51.0,0.0,47.0,0.0,51.0,17.0,17.0,4.0,0.0,34.0,0.0,2010.0,2830.5,MISSING,mitch petrus
Giants,00-0024390,31.54291427618306,Giants,0.09,62.50%,Kevin Boothe,G,0.9560975609756096,2010.0,kevin boothe,kevin boothe,kevin boothe,77.0,Kevin Boothe,NYG,G,99.7,0.0,21.0,57.3,69.4,53.3,1.0,6.0,182.0,99.5,99.5,98.1,2.0,7.0,0.0,346.0,55.0,290.0,0.0,347.0,192.0,193.0,0.0,0.0,154.0,2.0,2010.0,19883.1,MISSING,kevin boothe
Giants,00-0020138,0.0,Giants,0.09,62.50%,Rich Seubert,G,2.804878048780488,2010.0,rich seubert,rich seubert,rich seubert,23.0,Rich Seubert,NYG,G,99.8,1.0,21.0,80.8,77.5,79.5,4.0,14.0,536.0,99.8,99.6,98.3,1.0,18.0,0.0,1019.0,384.0,630.0,0.0,1021.0,567.0,569.0,0.0,0.0,452.0,7.0,2010.0,82496.8,MISSING,rich seubert
Jaguars,00-0022895,92.06987763029323,Jaguars,-0.1,50.00%,Justin Smiley,G,1.6260162601626018,2010.0,justin smiley,justin smiley,justin smiley,84.0,Justin Smiley,JAX,G,100.0,0.0,15.0,66.1,69.9,69.2,3.0,1.0,135.0,100.0,100.0,97.0,4.0,6.0,2.0,269.0,0.0,269.0,0.0,269.0,142.0,142.0,0.0,0.0,127.0,0.0,2010.0,17780.899999999998,MISSING,justin smiley
Jaguars,00-0024344,55.509470632708904,Jaguars,-0.1,50.00%,Guy Whimper,G,0.4390243902439025,2010.0,guy whimper,,guy whimper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaguars,00-0025536,48.75857283483297,Jaguars,-0.1,50.00%,Uche Nwaneri,G,1.4117073170731709,2010.0,uche nwaneri,uche nwaneri,uche nwaneri,20.0,Uche Nwaneri,JAX,G,100.0,0.0,15.0,66.2,68.7,63.5,4.0,14.0,532.0,100.0,100.0,97.4,3.0,23.0,5.0,1061.0,0.0,0.0,0.0,1061.0,562.0,562.0,1061.0,0.0,499.0,0.0,2010.0,70238.2,MISSING,uche nwaneri
Jaguars,00-0022089,46.08236557456038,Jaguars,-0.1,50.00%,Vince Manuwai,G,3.4552845528455287,2010.0,vince manuwai,vince manuwai,vince manuwai,48.0,Vince Manuwai,JAX,G,100.0,0.0,15.0,75.7,65.0,72.4,5.0,15.0,400.0,100.0,100.0,97.2,1.0,21.0,1.0,795.0,0.0,795.0,0.0,795.0,423.0,423.0,0.0,0.0,372.0,0.0,2010.0,60181.5,MISSING,vince manuwai
Jets,00-0027667,197.67033473385783,Jets,0.08,68.40%,Vladimir Ducasse,G,0.4684959349593496,2010.0,vladimir ducasse,vladimir ducasse,vladimir ducasse,100.0,Vladimir Ducasse,NYJ,G,100.0,0.0,22.0,71.5,82.0,66.8,0.0,0.0,18.0,100.0,100.0,100.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,68.0,19.0,19.0,57.0,11.0,49.0,0.0,2010.0,4862.0,MISSING,vladimir ducasse
Jets,00-0026500,33.193273487147785,Jets,0.08,68.40%,Matt Slauson,G,0.3481056910569105,2010.0,matt slauson,matt slauson,matt slauson,1.0,Matt Slauson,NYJ,G,100.0,0.0,22.0,71.5,62.0,73.0,9.0,18.0,632.0,100.0,100.0,96.8,7.0,34.0,7.0,1268.0,0.0,1268.0,0.0,1268.0,664.0,664.0,0.0,0.0,604.0,0.0,2010.0,90662.0,68.54957020057307,matt slauson
Jets,00-0020969,0.0,Jets,0.08,68.40%,Brandon Moore,G,3.2198504065040647,2010.0,brandon moore,brandon moore,brandon moore,2.0,Brandon Moore,NYJ,G,100.0,0.0,22.0,77.6,83.7,70.6,1.0,12.0,637.0,100.0,100.0,98.8,4.0,14.0,1.0,1249.0,0.0,0.0,0.0,1249.0,668.0,668.0,1249.0,0.0,581.0,0.0,2010.0,96922.4,67.33142300194932,brandon moore
Lions,00-0025504,70.22165829240748,Lions,-0.01,37.50%,Manuel Ramirez,G,0.8211382113821138,2010.0,manuel ramirez,manuel ramirez,manuel ramirez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
