team,player_id_x,adjusted_value,Team,Net EPA,Win %,Player,Position,Cap_Space,year,merge_player_x,fuzzy_matched_player,final_player_name,Unnamed: 0,player,team_name,position,snap_counts_defense,player_id_y,player_game_count,assists,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interceptions,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,sacks,snap_counts_box,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,stops,tackles,tackles_for_loss,targets,total_pressures,Year,weighted_grade,weighted_average_grade,merge_player_y
Chargers,00-0023450,220.68387663875583,Chargers,0.24,56.30%,Travis Johnson,OLB/LB,0.9967479674796748,2010.0,travis johnson,trevon johnson,trevon johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chargers,00-0025521,57.79791637190573,Chargers,0.24,56.30%,Antwan Barnes,OLB/LB,0.8951219512195121,2010.0,antwan barnes,,antwan barnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chargers,00-0026992,402.1122405665368,Chargers,0.24,56.30%,Larry English,OLB/LB,4.997967479674797,2010.0,larry english,larry dean,larry dean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chargers,00-0027597,0.0,Chargers,0.24,56.30%,Kion Wilson,ILB/LB,0.1829268292682927,2010.0,kion wilson,kion wilson,kion wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chargers,00-0027597,0.0,Chargers,0.24,56.30%,Kion Wilson,ILB/LB,0.0718699186991869,2010.0,kion wilson,kion wilson,kion wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiefs,00-0024235,269.25561964048075,Chiefs,0.05,58.80%,Tamba Hali,OLB/LB,2.3983739837398375,2010.0,tamba hali,,tamba hali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiefs,00-0026343,25.475271387128245,Chiefs,0.05,58.80%,Andy Studebaker,OLB/LB,1.0609756097560976,2010.0,andy studebaker,,andy studebaker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiefs,00-0027270,0.0,Chiefs,0.05,58.80%,Justin Cole,ILB/LB,0.1999634146341463,2010.0,justin cole,justin cole,justin cole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiefs,00-0027270,0.0,Chiefs,0.05,58.80%,Justin Cole,ILB/LB,0.0718699186991869,2010.0,justin cole,justin cole,justin cole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colts,00-0021146,104.8114128988005,Colts,0.06,58.80%,Dwight Freeney,OLB/LB,11.239837398373984,2010.0,dwight freeney,,dwight freeney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colts,00-0022059,20.34997931728064,Colts,0.06,58.80%,Robert Mathis,OLB/LB,4.772357723577236,2010.0,robert mathis,robert james,robert james,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colts,00-0026672,0.0,Colts,0.06,58.80%,Ramon Humber,OLB/LB,0.1705552845528455,2010.0,ramon humber,ramon humber,ramon humber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Commanders,00-0026382,13.468043944273482,Commanders,-0.12,37.50%,Rob Jackson,OLB/LB,0.3821138211382114,2010.0,rob jackson,dmarco jackson,dmarco jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Commanders,00-0026989,439.3162435847672,Commanders,-0.12,37.50%,Brian Orakpo,OLB/LB,4.513821138211382,2010.0,brian orakpo,brian rolle,brian rolle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Commanders,00-0023259,0.0,Commanders,-0.12,37.50%,Lorenzo Alexander,OLB/LB,0.7723577235772358,2010.0,lorenzo alexander,lorenzo alexander,lorenzo alexander,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cowboys,00-0025413,262.1767355188486,Cowboys,0.0,37.50%,Anthony Spencer,OLB,1.5739837398373984,2010.0,anthony spencer,sean spence,sean spence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cowboys,00-0023445,257.79447725064534,Cowboys,0.0,37.50%,DeMarcus Ware,OLB,9.59349593495935,2010.0,demarcus ware,marcus allen,marcus allen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cowboys,00-0027079,93.68121676867352,Cowboys,0.0,37.50%,Victor Butler,OLB/LB,0.4184024390243902,2010.0,victor butler,victor butler,victor butler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dolphins,00-0027883,275.91352371979326,Dolphins,-0.07,43.80%,Koa Misi,OLB/LB,0.6402439024390244,2010.0,koa misi,koa misi,koa misi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eagles,00-0023579,34.08864649091059,Eagles,0.01,58.80%,Trent Cole,OLB/LB,4.695121951219512,2010.0,trent cole,,trent cole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Falcons,00-0027090,78.2981689020182,Falcons,0.1,76.50%,Lawrence Sidbury,OLB/LB,0.4115650406504065,2010.0,lawrence sidbury,,lawrence sidbury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Falcons,00-0019546,53.79709806290758,Falcons,0.1,76.50%,John Abraham,OLB/LB,6.978319512195122,2010.0,john abraham,,john abraham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Falcons,00-0026294,50.97368191649351,Falcons,0.1,76.50%,Kroy Biermann,OLB,0.4176317073170731,2010.0,kroy biermann,,kroy biermann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giants,00-0021977,58.36427211237375,Giants,0.09,62.50%,Osi Umenyiora,OLB/LB,4.471544715447155,2010.0,osi umenyiora,,osi umenyiora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giants,00-0026371,15.279595741132388,Giants,0.09,62.50%,Alex Hall,OLB/LB,0.4512195121951219,2010.0,alex hall,nate hall,nate hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaguars,00-0027501,0.0,Jaguars,-0.1,50.00%,Jacob Cutrera,ILB/LB,0.168339837398374,2010.0,jacob cutrera,jacob cutrera,jacob cutrera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaguars,00-0027501,0.0,Jaguars,-0.1,50.00%,Jacob Cutrera,ILB/LB,0.0718699186991869,2010.0,jacob cutrera,jacob cutrera,jacob cutrera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jets,00-0022120,114.75245535921876,Jets,0.08,68.40%,Calvin Pace,OLB/LB,5.70189674796748,2010.0,calvin pace,ivan pace,ivan pace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lions,00-0027808,26.244860635074225,Lions,-0.01,37.50%,Willie Young,OLB/LB,0.273170731707317,2010.0,willie young,willie gay,willie gay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packers,00-0026930,39.27943912520182,Packers,0.18,70.00%,Jarius Wynn,OLB/LB,0.3211382113821138,2010.0,jarius wynn,,jarius wynn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packers,00-0027002,320.223387888151,Packers,0.18,70.00%,Clay Matthews Jr.,OLB/LB,1.2398373983739837,2010.0,clay matthews,clay matthews,clay matthews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packers,00-0026307,43.376396619258934,Packers,0.18,70.00%,Erik Walden,OLB/LB,0.4063008130081301,2010.0,erik walden,,erik walden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packers,00-0026946,21.48358651296403,Packers,0.18,70.00%,Brad Jones,ILB/LB,0.2575829268292682,2010.0,brad jones,brad jones,brad jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packers,00-0027442,0.0,Packers,0.18,70.00%,Frank Zombo,OLB/LB,0.2611105691056911,2010.0,frank zombo,,frank zombo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packers,00-0026581,0.0,Packers,0.18,70.00%,Rob Francois,ILB/LB,0.3170731707317073,2010.0,rob francois,robert francois,robert francois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panthers,00-0027019,237.54658411075837,Panthers,-0.21,12.50%,Everette Brown,OLB/LB,1.3130081300813008,2010.0,everette brown,everette brown,everette brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patriots,00-0024349,51.951243652344665,Patriots,0.22,82.40%,Rob Ninkovich,OLB/LB,0.8062333333333332,2010.0,rob ninkovich,,rob ninkovich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raiders,00-0027657,258.5373949224619,Raiders,0.02,50.00%,Lamarr Houston,OLB/LB,0.6290650406504065,2010.0,lamarr houston,,lamarr houston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raiders,00-0024228,325.4534778890434,Raiders,0.02,50.00%,Kamerion Wimbley,OLB/LB,0.9471544715447154,2010.0,kamerion wimbley,,kamerion wimbley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rams,00-0027845,14.292149779735682,Rams,-0.04,43.80%,Josh Hull,ILB/LB,0.2673886178861788,2010.0,josh hull,josh hull,josh hull,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravens,00-0027033,190.85018172550969,Ravens,0.06,72.20%,Paul Kruger,OLB/LB,0.524390243902439,2010.0,paul kruger,,paul kruger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravens,00-0022161,146.50066195646988,Ravens,0.06,72.20%,Terrell Suggs,OLB,6.926829268292684,2010.0,terrell suggs,,terrell suggs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravens,00-0022139,28.522920562453436,Ravens,0.06,72.20%,Jarret Johnson,OLB/LB,4.2804878048780495,2010.0,jarret johnson,caleb johnson,caleb johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravens,00-0024714,0.0,Ravens,0.06,72.20%,Edgar Jones,OLB/LB,0.4430894308943089,2010.0,edgar jones,greg jones,greg jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saints,00-0022911,154.89961255761355,Saints,0.11,64.70%,Will Smith,OLB/LB,7.829268292682927,2010.0,will smith,malcolm smith,malcolm smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saints,00-0027551,0.0,Saints,0.11,64.70%,Junior Galette,OLB/LB,0.2615178861788618,2010.0,junior galette,,junior galette,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steelers,00-0025433,185.40596535447847,Steelers,0.18,73.70%,LaMarr Woodley,OLB/LB,0.7317073170731708,2010.0,lamarr woodley,,lamarr woodley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steelers,00-0027765,53.39426192355682,Steelers,0.18,73.70%,Stevenson Sylvester,ILB/LB,0.291750406504065,2010.0,stevenson sylvester,stevenson sylvester,stevenson sylvester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steelers,00-0005082,26.164012236597728,Steelers,0.18,73.70%,James Harrison,OLB/LB,5.166666666666667,2010.0,james harrison,james harrison,james harrison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steelers,00-0020712,0.0,Steelers,0.18,73.70%,James Harrison,OLB/LB,5.166666666666667,2010.0,james harrison,james harrison,james harrison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texans,00-0027022,226.45535746330887,Texans,-0.04,37.50%,Connor Barwin,OLB/LB,0.6036585365853658,2010.0,connor barwin,,connor barwin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Titans,00-0027868,444.4027540763752,Titans,-0.03,37.50%,Derrick Morgan,OLB/LB,1.1761528455284551,2010.0,derrick morgan,derrick barnes,derrick barnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Titans,00-0025833,0.0,Titans,-0.03,37.50%,Patrick Bailey,OLB/LB,0.4430894308943089,2010.0,patrick bailey,patrick bailey,patrick bailey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49ers,00-0027945,607.0286920798213,49ers,0.12,77.80%,Aldon Smith,OLB/LB,2.172604776739356,2011.0,aldon smith,jaylon smith,jaylon smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49ers,00-0024495,69.65762943125902,49ers,0.12,77.80%,Ahmad Brooks,OLB/LB,2.0145379023883696,2011.0,ahmad brooks,,ahmad brooks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49ers,00-0024129,0.0,49ers,0.12,77.80%,Blake Costanzo,OLB/LB,0.6230529595015576,2011.0,blake costanzo,blake costanzo,blake costanzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bears,00-0028166,19.33341850220264,Bears,-0.07,50.00%,Jabara Williams,OLB/LB,0.3115264797507788,2011.0,jabara williams,brandon williams,brandon williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bills,00-0021951,43.906487141692985,Bills,-0.06,37.50%,Bryan Scott,OLB/LB,1.3291796469366564,2011.0,bryan scott,bryan scott,bryan scott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bills,00-0028107,51.512926213575746,Bills,-0.06,37.50%,Chris White,ILB/LB,0.3365732087227414,2011.0,chris white,chris white,chris white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bills,00-0027777,41.261829777385934,Bills,-0.06,37.50%,Arthur Moats,OLB/LB,0.3597092419522326,2011.0,arthur moats,arthur moats,arthur moats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Broncos,00-0024341,42.38518434924473,Broncos,-0.09,50.00%,Elvis Dumervil,OLB/LB,12.978608515057113,2011.0,elvis dumervil,,elvis dumervil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Broncos,00-0027940,860.6568616536375,Broncos,-0.09,50.00%,Von Miller,OLB,3.171963447559709,2011.0,von miller,ventrell miller,ventrell miller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Broncos,00-0028127,38.741576243708245,Broncos,-0.09,50.00%,Mike Mohamed,ILB/LB,0.3115264797507788,2011.0,mike mohamed,mike mohamed,mike mohamed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Browns,00-0026742,0.0,Browns,-0.08,25.00%,Marcus Benard,OLB/LB,0.4361370716510903,2011.0,marcus benard,marcus allen,marcus allen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buccaneers,00-0027501,0.0,Buccaneers,-0.24,25.00%,Jacob Cutrera,ILB/LB,0.263881204569055,2011.0,jacob cutrera,jacob cutrera,jacob cutrera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buccaneers,00-0028125,40.11803383327816,Buccaneers,-0.24,25.00%,Allen Bradford,ILB/LB,0.3115264797507788,2011.0,allen bradford,allen bradford,allen bradford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cardinals,00-0028041,112.83927833091424,Cardinals,-0.05,50.00%,Sam Acho,OLB/LB,0.4100577362409138,2011.0,sam acho,,sam acho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cardinals,00-0027730,73.86985889554606,Cardinals,-0.05,50.00%,O'Brien Schofield,OLB,0.4628245067497404,2011.0,obrien schofield,,obrien schofield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chargers,00-0026992,363.8462015148798,Chargers,0.04,50.00%,Larry English,OLB/LB,1.5825545171339563,2011.0,larry english,larry dean,larry dean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chargers,00-0027999,197.67033473385783,Chargers,0.04,50.00%,Jonas Mouton,ILB/LB,0.4929096573208723,2011.0,jonas mouton,jonas mouton,jonas mouton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chargers,00-0025521,52.297717417813494,Chargers,0.04,50.00%,Antwan Barnes,OLB/LB,1.0799584631360333,2011.0,antwan barnes,,antwan barnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiefs,00-0024235,199.46946905061432,Chiefs,-0.1,43.80%,Tamba Hali,OLB/LB,3.293629075804777,2011.0,tamba hali,,tamba hali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiefs,00-0026343,23.05097878569448,Chiefs,-0.1,43.80%,Andy Studebaker,OLB/LB,0.8307372793354102,2011.0,andy studebaker,,andy studebaker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiefs,00-0027639,0.0,Chiefs,-0.1,43.80%,Cory Greenwood,OLB/LB,0.3738317757009346,2011.0,cory greenwood,cory greenwood,cory greenwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colts,00-0021146,77.64620441082623,Colts,-0.19,12.50%,Dwight Freeney,OLB/LB,13.640706126687435,2011.0,dwight freeney,,dwight freeney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colts,00-0022059,15.075635468737604,Colts,-0.19,12.50%,Robert Mathis,OLB/LB,3.6137071651090342,2011.0,robert mathis,robert james,robert james,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Commanders,00-0026989,397.50977554649745,Commanders,-0.1,31.30%,Brian Orakpo,OLB/LB,1.7254413291796469,2011.0,brian orakpo,brian rolle,brian rolle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Commanders,00-0026382,12.186390108531258,Commanders,-0.1,31.30%,Rob Jackson,OLB/LB,0.4361370716510903,2011.0,rob jackson,dmarco jackson,dmarco jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Commanders,00-0023259,0.0,Commanders,-0.1,31.30%,Lorenzo Alexander,OLB/LB,0.7892004153686396,2011.0,lorenzo alexander,lorenzo alexander,lorenzo alexander,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cowboys,00-0025413,237.2273204359716,Cowboys,0.07,50.00%,Anthony Spencer,OLB,1.8242990654205609,2011.0,anthony spencer,sean spence,sean spence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cowboys,00-0023445,190.97884593839663,Cowboys,0.07,50.00%,DeMarcus Ware,OLB,5.389823468328141,2011.0,demarcus ware,marcus allen,marcus allen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cowboys,00-0027079,84.76627029943357,Cowboys,0.07,50.00%,Victor Butler,OLB/LB,0.5022928348909658,2011.0,victor butler,victor butler,victor butler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cowboys,00-0028614,0.0,Cowboys,0.07,50.00%,Alex Albright,OLB/LB,0.3119418483904465,2011.0,alex albright,alex albright,alex albright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dolphins,00-0027883,249.6568804038212,Dolphins,-0.01,37.50%,Koa Misi,OLB/LB,1.4517133956386292,2011.0,koa misi,koa misi,koa misi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dolphins,00-0027843,13.182410257202523,Dolphins,-0.01,37.50%,Austin Spitler,ILB/LB,0.3738317757009346,2011.0,austin spitler,austin spitler,austin spitler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dolphins,00-0025697,0.0,Dolphins,-0.01,37.50%,Jason Trusnik,ILB/LB,0.7767393561786086,2011.0,jason trusnik,jason trusnik,jason trusnik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eagles,00-0023579,25.253490438844462,Eagles,0.11,50.00%,Trent Cole,OLB/LB,4.153686396677051,2011.0,trent cole,,trent cole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Falcons,00-0027090,70.84711298624562,Falcons,0.08,58.80%,Lawrence Sidbury,OLB/LB,0.4911526479750778,2011.0,lawrence sidbury,,lawrence sidbury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Falcons,00-0026294,46.12289473310628,Falcons,0.08,58.80%,Kroy Biermann,OLB,1.0331771547248183,2011.0,kroy biermann,,kroy biermann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Falcons,00-0019546,39.85387046480308,Falcons,0.08,58.80%,John Abraham,OLB/LB,8.37660062305296,2011.0,john abraham,,john abraham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Falcons,00-0026278,55.31697898768137,Falcons,0.08,58.80%,Robert James,OLB/LB,0.3115264797507788,2011.0,robert james,robert james,robert james,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giants,00-0021977,43.23731621767233,Giants,-0.02,65.00%,Osi Umenyiora,OLB/LB,3.011422637590862,2011.0,osi umenyiora,,osi umenyiora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaguars,00-0027499,0.0,Jaguars,-0.14,31.30%,Kyle Bosworth,OLB/LB,0.2177919003115264,2011.0,kyle bosworth,kyle bosworth,kyle bosworth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jets,00-0027734,70.59453447255649,Jets,0.01,50.00%,Ricky Sapp,OLB/LB,0.0183252336448598,2011.0,ricky sapp,,ricky sapp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jets,00-0026987,425.0312381121592,Jets,0.01,50.00%,Aaron Maybin,OLB/LB,0.4361370716510903,2011.0,aaron maybin,,aaron maybin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jets,00-0022120,85.01070979807471,Jets,0.01,50.00%,Calvin Pace,OLB/LB,5.082727310488059,2011.0,calvin pace,ivan pace,ivan pace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jets,00-0023904,0.0,Jets,0.01,50.00%,Garrett McIntyre,OLB/LB,0.3156801661474558,2011.0,garrett mcintyre,,garrett mcintyre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lions,00-0027808,23.74733193375415,Lions,0.15,58.80%,Willie Young,OLB/LB,0.3871235721703011,2011.0,willie young,willie gay,willie gay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packers,00-0026930,35.541506279948266,Packers,0.18,88.20%,Jarius Wynn,OLB/LB,0.4361370716510903,2011.0,jarius wynn,,jarius wynn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packers,00-0027002,289.75010349144213,Packers,0.18,88.20%,Clay Matthews Jr.,OLB/LB,1.5285565939771548,2011.0,clay matthews,clay matthews,clay matthews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packers,00-0026307,39.248586720673984,Packers,0.18,88.20%,Erik Walden,OLB/LB,0.4857736240913811,2011.0,erik walden,,erik walden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packers,00-0026946,19.439152950542535,Packers,0.18,88.20%,Brad Jones,ILB/LB,0.4486504672897196,2011.0,brad jones,brad jones,brad jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packers,00-0027442,0.0,Packers,0.18,88.20%,Frank Zombo,OLB/LB,0.3374172377985462,2011.0,frank zombo,,frank zombo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panthers,00-0027597,0.0,Panthers,0.02,37.50%,Kion Wilson,ILB/LB,0.3364485981308411,2011.0,kion wilson,kion wilson,kion wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
