team,player_id,adjusted_value,Team,Net EPA,Win %,Player,Position,Cap_Space,year,merge_player_x,fuzzy_matched_player,final_player_name,Unnamed: 0,player,team_name,position,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te,Year,weighted_grade,weighted_average_grade,merge_player_y
Cardinals,00-0026365,16.378132838627927,Cardinals,-0.21,31.30%,Brandon Keith,RT/T,0.393089430894309,2010.0,brandon keith,brandon keith,brandon keith,62.0,Brandon Keith,ARZ,T,100.0,0.0,1.0,70.3,61.7,74.2,6.0,16.0,339.0,100.0,100.0,95.0,1.0,28.0,6.0,526.0,0.0,0.0,0.0,526.0,350.0,350.0,0.0,526.0,176.0,0.0,2010.0,36977.8,MISSING,brandon keith
Chargers,00-0024265,157.53233431661087,Chargers,0.24,56.30%,Marcus McNeill,T,0.7652032520325204,2010.0,marcus mcneill,marcus mcneill,marcus mcneill,53.0,Marcus McNeill,SD,T,100.0,1.0,27.0,80.7,70.6,82.9,7.0,22.0,391.0,100.0,100.0,96.0,2.0,30.0,1.0,693.0,0.0,0.0,684.0,693.0,402.0,402.0,0.0,9.0,291.0,0.0,2010.0,55925.1,MISSING,marcus mcneill
Chiefs,00-0024350,51.17395428919618,Chiefs,0.05,58.80%,Ryan O'Callaghan,T,1.430081300813008,2010.0,ryan ocallaghan,ryan ocallaghan,ryan ocallaghan,84.0,Ryan O'Callaghan,KC,T,98.1,0.0,16.0,77.5,71.6,78.7,1.0,4.0,84.0,97.7,96.7,97.0,0.0,5.0,0.0,157.0,0.0,0.0,0.0,160.0,87.0,90.0,0.0,154.0,70.0,6.0,2010.0,12400.0,MISSING,ryan ocallaghan
Colts,00-0027153,15.8679384827685,Colts,0.06,58.80%,Jaimie Thomas,T,0.3292682926829268,2010.0,jaimie thomas,joe thomas,joe thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colts,00-0027469,0.0,Colts,0.06,58.80%,Jeff Linkenbach,RT/T,0.2655821138211382,2010.0,jeff linkenbach,jeff linkenbach,jeff linkenbach,74.0,Jeff Linkenbach,IND,T,100.0,0.0,14.0,59.5,65.2,51.1,5.0,10.0,231.0,100.0,100.0,96.8,0.0,15.0,0.0,367.0,0.0,0.0,114.0,367.0,234.0,234.0,196.0,55.0,133.0,2.0,2010.0,21836.5,MISSING,jeff linkenbach
Colts,00-0026408,0.0,Colts,0.06,58.80%,Joe Reitz,G/T,0.0718699186991869,2010.0,joe reitz,joe reitz,joe reitz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Commanders,00-0023447,241.10186640443797,Commanders,-0.12,37.50%,Jammal Brown,T,2.9422764227642277,2010.0,jammal brown,jammal brown,jammal brown,48.0,Jammal Brown,WAS,T,100.0,1.0,32.0,66.1,63.4,68.6,4.0,35.0,521.0,100.0,100.0,95.5,6.0,43.0,4.0,833.0,0.0,0.0,0.0,833.0,550.0,550.0,0.0,833.0,283.0,0.0,2010.0,55061.3,MISSING,jammal brown
Commanders,00-0024583,0.0,Commanders,-0.12,37.50%,Stephon Heyer,T,1.3691056910569106,2010.0,stephon heyer,stephon heyer,stephon heyer,68.0,Stephon Heyer,WAS,T,100.0,0.0,32.0,61.2,56.3,71.7,5.0,16.0,284.0,100.0,100.0,94.5,7.0,26.0,5.0,445.0,0.0,0.0,176.0,445.0,304.0,304.0,63.0,206.0,141.0,0.0,2010.0,27234.0,MISSING,stephon heyer
Cowboys,00-0027049,146.67122621801738,Cowboys,0.0,37.50%,Robert Brewster,T,0.4482926829268293,2010.0,robert brewster,,robert brewster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cowboys,00-0021160,67.39310977920216,Cowboys,0.0,37.50%,Marc Colombo,T,2.642276422764228,2010.0,marc colombo,marc colombo,marc colombo,30.0,Marc Colombo,DAL,T,99.9,1.0,9.0,56.5,52.9,65.8,11.0,40.0,587.0,99.8,99.8,94.5,9.0,58.0,7.0,997.0,0.0,0.0,0.0,998.0,617.0,618.0,0.0,994.0,380.0,4.0,2010.0,56387.0,MISSING,marc colombo
Cowboys,00-0025509,66.05609851368895,Cowboys,0.0,37.50%,Doug Free,RT/T,0.5335365853658537,2010.0,doug free,doug free,doug free,16.0,Doug Free,DAL,T,99.9,2.0,9.0,83.8,74.5,91.4,7.0,21.0,636.0,99.8,99.9,97.0,10.0,33.0,5.0,1072.0,0.0,0.0,1066.0,1073.0,670.0,671.0,0.0,0.0,402.0,7.0,2010.0,89917.4,MISSING,doug free
Dolphins,00-0022890,151.16155310610085,Dolphins,-0.07,43.80%,Vernon Carey,T,9.097560975609756,2010.0,vernon carey,vernon carey,vernon carey,52.0,Vernon Carey,MIA,T,100.0,1.0,17.0,69.5,66.4,70.5,2.0,23.0,433.0,100.0,100.0,96.2,7.0,29.0,4.0,764.0,0.0,0.0,2.0,764.0,451.0,451.0,0.0,762.0,313.0,0.0,2010.0,53098.0,MISSING,vernon carey
Dolphins,00-0027148,17.493600479341683,Dolphins,-0.07,43.80%,Lydon Murtha,T,0.3211382113821138,2010.0,lydon murtha,lydon murtha,lydon murtha,83.0,Lydon Murtha,MIA,T,98.7,1.0,17.0,60.5,66.1,55.9,2.0,7.0,130.0,97.7,97.8,95.8,3.0,10.0,1.0,227.0,0.0,0.0,10.0,230.0,134.0,137.0,0.0,214.0,93.0,6.0,2010.0,13915.0,MISSING,lydon murtha
Eagles,00-0027297,0.0,Eagles,0.01,58.80%,Austin Howard,RT/T,0.2642276422764227,2010.0,austin howard,austin howard,austin howard,90.0,Austin Howard,PHI,T,100.0,0.0,24.0,48.6,43.0,50.4,0.0,2.0,44.0,100.0,100.0,93.2,0.0,4.0,2.0,75.0,0.0,0.0,74.0,75.0,45.0,45.0,0.0,1.0,30.0,0.0,2010.0,3645.0,MISSING,austin howard
Falcons,00-0027699,120.43504170167978,Falcons,0.1,76.50%,Mike Johnson,RT/T,0.3906934959349594,2010.0,mike johnson,lane johnson,lane johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Falcons,00-0022245,0.0,Falcons,0.1,76.50%,Tyson Clabo,RT/T,2.0495934959349595,2010.0,tyson clabo,tyson clabo,tyson clabo,3.0,Tyson Clabo,ATL,T,99.7,0.0,2.0,80.8,73.9,79.2,5.0,24.0,646.0,99.5,99.6,96.8,0.0,35.0,6.0,1190.0,0.0,0.0,18.0,1193.0,697.0,700.0,0.0,1161.0,493.0,14.0,2010.0,96394.4,73.94908485856904,tyson clabo
Giants,00-0025576,28.700465579269057,Giants,0.09,62.50%,Adam Koets,T,0.600660162601626,2010.0,adam koets,,adam koets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giants,00-0021922,15.80625700228319,Giants,0.09,62.50%,David Diehl,RT/T,3.892276422764228,2010.0,david diehl,david diehl,david diehl,51.0,David Diehl,NYG,T,100.0,0.0,21.0,56.6,52.0,58.0,11.0,26.0,416.0,100.0,100.0,93.6,3.0,45.0,8.0,780.0,0.0,102.0,677.0,780.0,438.0,438.0,0.0,1.0,342.0,0.0,2010.0,44148.0,MISSING,david diehl
Jaguars,00-0027015,254.14465773581423,Jaguars,-0.1,50.00%,Eben Britton,RT/T,0.7073170731707318,2010.0,eben britton,eben britton,eben britton,71.0,Eben Britton,JAX,T,100.0,1.0,15.0,71.7,65.4,73.6,5.0,8.0,214.0,100.0,100.0,96.0,2.0,15.0,2.0,424.0,0.0,0.0,0.0,424.0,228.0,228.0,0.0,424.0,196.0,0.0,2010.0,30400.800000000003,MISSING,eben britton
Jaguars,00-0023499,93.39752264349336,Jaguars,-0.1,50.00%,Adam Terry,T,0.1205170731707317,2010.0,adam terry,adam terry,adam terry,99.0,Adam Terry,JAX,T,100.0,0.0,15.0,45.7,72.9,55.9,0.0,1.0,1.0,100.0,100.0,50.0,1.0,1.0,0.0,9.0,0.0,0.0,9.0,9.0,1.0,1.0,0.0,0.0,8.0,0.0,2010.0,411.3,MISSING,adam terry
Jaguars,00-0027506,0.0,Jaguars,-0.1,50.00%,Kevin Haslam,T,0.1876691056910569,2010.0,kevin haslam,kevin haslam,kevin haslam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaguars,00-0027498,0.0,Jaguars,-0.1,50.00%,Daniel Baldridge,RT/T,0.2642276422764227,2010.0,daniel baldridge,,daniel baldridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jets,00-0022000,45.435680198041474,Jets,0.08,68.40%,Wayne Hunter,T,1.0008130081300814,2010.0,wayne hunter,wayne hunter,wayne hunter,64.0,Wayne Hunter,NYJ,T,98.6,2.0,22.0,55.0,56.4,60.8,6.0,16.0,242.0,97.2,97.3,93.8,7.0,26.0,4.0,504.0,0.0,0.0,0.0,511.0,254.0,261.0,0.0,445.0,250.0,63.0,2010.0,28105.0,MISSING,wayne hunter
Lions,00-0026157,354.3769818098629,Lions,-0.01,37.50%,Gosder Cherilus,RT/T,4.5772357723577235,2010.0,gosder cherilus,gosder cherilus,gosder cherilus,50.0,Gosder Cherilus,DET,T,100.0,1.0,11.0,72.6,70.8,69.5,5.0,27.0,519.0,100.0,100.0,96.5,5.0,34.0,2.0,820.0,0.0,0.0,0.0,820.0,551.0,551.0,0.0,820.0,269.0,0.0,2010.0,59531.99999999999,MISSING,gosder cherilus
Lions,00-0025429,197.93659738452592,Lions,-0.01,37.50%,Tony Ugoh,T,0.5609756097560975,2010.0,tony ugoh,tony ugoh,tony ugoh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lions,00-0027728,83.40394402994575,Lions,-0.01,37.50%,Jason Fox,RT/T,0.3498390243902439,2010.0,jason fox,jason fox,jason fox,95.0,Jason Fox,DET,T,100.0,0.0,11.0,47.6,63.7,36.8,0.0,1.0,13.0,100.0,100.0,96.2,0.0,1.0,0.0,26.0,0.0,0.0,0.0,26.0,14.0,14.0,0.0,26.0,12.0,0.0,2010.0,1237.6,MISSING,jason fox
Lions,00-0020444,62.97748277149958,Lions,-0.01,37.50%,Jeff Backus,T,7.1326634146341465,2010.0,jeff backus,jeff backus,jeff backus,11.0,Jeff Backus,DET,T,100.0,1.0,11.0,77.6,75.4,71.2,9.0,33.0,678.0,100.0,100.0,96.3,4.0,46.0,4.0,1102.0,0.0,0.0,1102.0,1102.0,716.0,716.0,0.0,0.0,386.0,0.0,2010.0,85515.2,MISSING,jeff backus
Lions,00-0025596,20.764629654102517,Lions,-0.01,37.50%,Corey Hilliard,RT/T,0.4430894308943089,2010.0,corey hilliard,corey hilliard,corey hilliard,77.0,Corey Hilliard,DET,T,100.0,1.0,11.0,68.3,62.5,77.6,0.0,10.0,148.0,100.0,100.0,95.9,5.0,11.0,1.0,266.0,0.0,0.0,5.0,266.0,153.0,153.0,0.0,261.0,113.0,0.0,2010.0,18167.8,MISSING,corey hilliard
Packers,00-0027875,374.9342265794097,Packers,0.18,70.00%,Bryan Bulaga,RT/T,1.1056910569105691,2010.0,bryan bulaga,bryan bulaga,bryan bulaga,12.0,Bryan Bulaga,GB,T,100.0,1.0,12.0,63.7,60.0,68.6,7.0,33.0,652.0,100.0,100.0,94.9,10.0,53.0,13.0,1088.0,0.0,0.0,32.0,1088.0,680.0,680.0,0.0,1056.0,408.0,0.0,2010.0,69305.6,MISSING,bryan bulaga
Packers,00-0027768,51.512926213575746,Packers,0.18,70.00%,Marshall Newhouse,RT/T,0.347530081300813,2010.0,marshall newhouse,marshall newhouse,marshall newhouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packers,00-0019702,28.64675991217881,Packers,0.18,70.00%,Chad Clifton,T,6.097560975609756,2010.0,chad clifton,chad clifton,chad clifton,1.0,Chad Clifton,GB,T,100.0,1.0,12.0,71.7,74.9,63.7,7.0,30.0,742.0,100.0,100.0,96.4,7.0,45.0,8.0,1219.0,0.0,0.0,1218.0,1219.0,783.0,783.0,0.0,1.0,436.0,0.0,2010.0,87402.3,63.438969072164944,chad clifton
Panthers,00-0026159,336.4162232521151,Panthers,-0.21,12.50%,Jeff Otah,T,1.753048780487805,2010.0,jeff otah,jeff otah,jeff otah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patriots,00-0027034,187.4137962421097,Patriots,0.22,82.40%,Sebastian Vollmer,RT/T,0.5894308943089431,2010.0,sebastian vollmer,sebastian vollmer,sebastian vollmer,15.0,Sebastian Vollmer,NE,T,100.0,0.0,19.0,74.0,70.5,73.1,5.0,31.0,576.0,100.0,100.0,96.7,5.0,37.0,1.0,1073.0,0.0,0.0,31.0,1073.0,605.0,605.0,0.0,1040.0,468.0,2.0,2010.0,79402.0,MISSING,sebastian vollmer
Patriots,00-0023535,58.2918064610129,Patriots,0.22,82.40%,Nick Kaczur,T,2.9878048780487805,2010.0,nick kaczur,,nick kaczur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patriots,00-0024353,49.710420595570426,Patriots,0.22,82.40%,Quinn Ojinnaka,T,0.8998560975609755,2010.0,quinn ojinnaka,quinn ojinnaka,quinn ojinnaka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patriots,00-0020543,36.23338197221747,Patriots,0.22,82.40%,Matt Light,T,3.739837398373984,2010.0,matt light,matt light,matt light,22.0,Matt Light,NE,T,100.0,1.0,19.0,77.0,65.7,82.2,3.0,36.0,574.0,100.0,100.0,95.4,6.0,46.0,7.0,1057.0,0.0,2.0,1055.0,1057.0,604.0,604.0,0.0,0.0,453.0,0.0,2010.0,81389.0,MISSING,matt light
Patriots,00-0023880,0.0,Patriots,0.22,82.40%,Mark LeVoir,T,0.6571821138211382,2010.0,mark levoir,mark levoir,mark levoir,92.0,Mark LeVoir,NE,T,100.0,0.0,19.0,54.6,49.7,54.6,1.0,2.0,14.0,100.0,100.0,89.3,0.0,3.0,0.0,45.0,0.0,0.0,0.0,45.0,15.0,15.0,0.0,44.0,30.0,1.0,2010.0,2457.0,MISSING,mark levoir
Raiders,00-0022836,316.61796530550754,Raiders,0.02,50.00%,Robert Gallery,T,3.646340650406504,2010.0,robert gallery,,robert gallery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raiders,00-0027674,175.7411439145086,Raiders,0.02,50.00%,Jared Veldheer,RT/T,0.4420731707317072,2010.0,jared veldheer,jared veldheer,jared veldheer,44.0,Jared Veldheer,OAK,T,99.5,0.0,23.0,60.5,58.0,69.6,7.0,27.0,452.0,99.1,99.2,94.5,15.0,42.0,8.0,878.0,115.0,0.0,741.0,882.0,490.0,494.0,0.0,12.0,388.0,14.0,2010.0,53361.0,MISSING,jared veldheer
Raiders,00-0027707,108.61372879054096,Raiders,0.02,50.00%,Bruce Campbell,RT/T,0.3663617886178861,2010.0,bruce campbell,bruce campbell,bruce campbell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raiders,00-0025478,97.6896726521068,Raiders,0.02,50.00%,Mario Henderson,T,0.5760162601626017,2010.0,mario henderson,mario henderson,mario henderson,67.0,Mario Henderson,OAK,T,100.0,0.0,23.0,69.9,76.8,63.3,2.0,8.0,234.0,100.0,100.0,97.4,4.0,11.0,1.0,450.0,0.0,0.0,321.0,450.0,253.0,253.0,0.0,129.0,197.0,0.0,2010.0,31455.000000000004,MISSING,mario henderson
Ravens,00-0026999,339.25451751142253,Ravens,0.06,72.20%,Michael Oher,RT/T,2.807317073170732,2010.0,michael oher,michael oher,michael oher,7.0,Michael Oher,BLT,T,99.8,1.0,3.0,69.5,66.6,77.6,12.0,28.0,595.0,99.7,99.7,95.1,12.0,49.0,9.0,1144.0,0.0,0.0,1140.0,1146.0,632.0,634.0,0.0,0.0,512.0,6.0,2010.0,79647.0,75.05655172413793,michael oher
Ravens,00-0026239,97.16198580082197,Ravens,0.06,72.20%,Oniel Cousins,G/T,0.5023032520325204,2010.0,oniel cousins,oniel cousins,oniel cousins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravens,00-0025787,43.374455613049214,Ravens,0.06,72.20%,Jared Gaither,T,1.9479674796747968,2010.0,jared gaither,jared gaither,jared gaither,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravens,00-0024379,36.455025945990705,Ravens,0.06,72.20%,Tony Moll,T,0.9560975609756096,2010.0,tony moll,tony hills,tony hills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saints,00-0022078,78.99543392166731,Saints,0.11,64.70%,Jon Stinchcomb,T,3.5162601626016263,2010.0,jon stinchcomb,jon stinchcomb,jon stinchcomb,5.0,Jon Stinchcomb,NO,T,100.0,2.0,20.0,70.5,60.4,81.8,6.0,48.0,742.0,100.0,100.0,95.4,10.0,61.0,7.0,1179.0,0.0,0.0,0.0,1179.0,776.0,776.0,0.0,1175.0,403.0,4.0,2010.0,83119.5,77.50993601806549,jon stinchcomb
Saints,00-0025512,64.10511878977638,Saints,0.11,64.70%,Jermon Bushrod,T/G,1.3691056910569106,2010.0,jermon bushrod,jermon bushrod,jermon bushrod,4.0,Jermon Bushrod,NO,T,100.0,2.0,20.0,67.4,70.6,60.4,9.0,47.0,744.0,100.0,100.0,95.7,8.0,60.0,4.0,1185.0,0.0,0.0,1183.0,1185.0,778.0,778.0,0.0,0.0,407.0,2.0,2010.0,79869.0,65.22851851851851,jermon bushrod
Saints,00-0024424,18.48235931998436,Saints,0.11,64.70%,Zach Strief,RT/T,1.430081300813008,2010.0,zach strief,zach strief,zach strief,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seahawks,00-0026290,53.42680271751944,Seahawks,-0.13,44.40%,Breno Giacomini,RT/T,0.3821138211382114,2010.0,breno giacomini,breno giacomini,breno giacomini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seahawks,00-0022855,53.07974262226669,Seahawks,-0.13,44.40%,Sean Locklear,T,6.4227642276422765,2010.0,sean locklear,sean locklear,sean locklear,10.0,Sean Locklear,SEA,T,100.0,1.0,29.0,72.6,75.6,62.3,4.0,17.0,665.0,100.0,100.0,97.7,7.0,26.0,5.0,1103.0,0.0,0.0,0.0,1103.0,698.0,698.0,0.0,1103.0,405.0,0.0,2010.0,80077.79999999999,70.92391622016561,sean locklear
Steelers,00-0019940,0.0,Steelers,0.18,73.70%,Chris Hoke,T,1.6260162601626018,2010.0,chris hoke,chris barker,chris barker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steelers,00-0023528,63.62191573829264,Steelers,0.18,73.70%,Trai Essex,T,0.8585365853658538,2010.0,trai essex,,trai essex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steelers,00-0000045,17.33282185218514,Steelers,0.18,73.70%,Flozell Adams,T,2.032520325203252,2010.0,flozell adams,flozell adams,flozell adams,19.0,Flozell Adams,PIT,T,100.0,1.0,25.0,70.1,59.6,81.1,5.0,32.0,547.0,100.0,100.0,95.2,6.0,45.0,8.0,1063.0,0.0,0.0,0.0,1063.0,582.0,582.0,0.0,1062.0,481.0,1.0,2010.0,74516.29999999999,MISSING,flozell adams
Texans,00-0024281,122.89647513498691,Texans,-0.04,37.50%,Eric Winston,RT/T,4.471544715447155,2010.0,eric winston,eric winston,eric winston,18.0,Eric Winston,HST,T,100.0,3.0,13.0,79.1,70.9,84.7,4.0,18.0,607.0,100.0,100.0,96.9,8.0,30.0,8.0,1067.0,0.0,0.0,0.0,1067.0,645.0,645.0,0.0,1067.0,422.0,0.0,2010.0,84399.7,MISSING,eric winston
Titans,00-0027099,70.12684380864437,Titans,-0.03,37.50%,Troy Kropog,RT/T,0.3342479674796748,2010.0,troy kropog,,troy kropog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Titans,00-0023548,49.46738720855424,Titans,-0.03,37.50%,David Stewart,RT/T,4.0650406504065035,2010.0,david stewart,david stewart,david stewart,38.0,David Stewart,TEN,T,100.0,2.0,31.0,72.7,71.4,74.9,2.0,25.0,513.0,100.0,100.0,96.6,7.0,31.0,4.0,953.0,0.0,0.0,0.0,953.0,545.0,545.0,0.0,953.0,408.0,0.0,2010.0,69283.1,MISSING,david stewart
Vikings,00-0027030,199.72658478555235,Vikings,-0.07,37.50%,Phillip Loadholt,RT/T,0.5670731707317073,2010.0,phillip loadholt,phil loadholt,phil loadholt,26.0,Phil Loadholt,MIN,T,100.0,1.0,18.0,63.3,67.5,64.1,4.0,33.0,563.0,100.0,100.0,96.2,12.0,40.0,3.0,1030.0,0.0,0.0,7.0,1030.0,597.0,597.0,0.0,1022.0,433.0,1.0,2010.0,65199.0,MISSING,phil loadholt
49ers,00-0027863,469.73216363524415,49ers,0.12,77.80%,Anthony Davis,RT/T,2.287989200415369,2011.0,anthony davis,anthony davis,anthony davis,115.0,Anthony Davis,SF,T,99.9,0.0,28.0,68.5,60.1,77.9,5.0,34.0,590.0,100.0,99.8,95.0,8.0,49.0,10.0,1122.0,0.0,0.0,0.0,1123.0,619.0,620.0,0.0,1122.0,503.0,1.0,2011.0,76925.5,MISSING,anthony davis
Bears,00-0027609,21.48358651296403,Bears,-0.07,50.00%,J'Marcus Webb,RT/G,0.386419937694704,2011.0,jmarcus webb,jmarcus webb,jmarcus webb,134.0,J'Marcus Webb,CHI,T,99.9,2.0,6.0,58.1,59.7,64.0,6.0,29.0,546.0,99.8,99.8,94.6,14.0,47.0,12.0,1006.0,0.0,0.0,1001.0,1007.0,575.0,576.0,0.0,0.0,431.0,6.0,2011.0,58506.7,MISSING,jmarcus webb
Bears,00-0023596,20.63896018752172,Bears,-0.07,50.00%,Frank Omiyale,T,2.3260643821391485,2011.0,frank omiyale,frank omiyale,frank omiyale,182.0,Frank Omiyale,CHI,T,100.0,0.0,6.0,50.0,47.4,73.9,2.0,9.0,136.0,100.0,100.0,93.0,6.0,15.0,4.0,220.0,0.0,1.0,0.0,220.0,142.0,142.0,2.0,217.0,78.0,0.0,2011.0,11000.0,MISSING,frank omiyale
Bears,00-0027364,0.0,Bears,-0.07,50.00%,Levi Horn,T,0.3115264797507788,2011.0,levi horn,levi brown,levi brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bengals,00-0026982,520.1800255135677,Bengals,0.0,52.90%,Andre Smith,RT/T,7.216407061266875,2011.0,andre smith,andre smith,andre smith,139.0,Andre Smith,CIN,T,99.9,0.0,7.0,69.7,68.9,70.8,8.0,17.0,549.0,99.8,99.8,97.2,8.0,28.0,3.0,966.0,0.0,0.0,0.0,967.0,583.0,584.0,1.0,962.0,383.0,4.0,2011.0,67399.90000000001,MISSING,andre smith
