team,player_id,adjusted_value,Team,Net EPA,Win %,Player,Position,Cap_Space,year,merge_player_x,fuzzy_matched_player,final_player_name,Unnamed: 0,player,team_name,position,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa,Year,weighted_grade,weighted_average_grade,merge_player_y
Falcons,00-0026505,0.0,Falcons,0.08,58.80%,John Parker Wilson,QB,0.0662928348909657,2011.0,john parker wilson,,john parker wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giants,00-0020608,149.56861922263505,Giants,-0.02,65.00%,David Carr,QB,0.4361370716510903,2011.0,david carr,david carr,david carr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaguars,00-0027605,39.58305260397674,Jaguars,-0.14,31.30%,Dan LeFevour,QB,0.3862928348909658,2011.0,dan lefevour,,dan lefevour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jets,00-0026234,94.02147453199008,Jets,0.01,50.00%,Kevin O'Connell,QB,0.4361370716510903,2011.0,kevin oconnell,aidan oconnell,aidan oconnell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lions,00-0025430,175.9788377699521,Lions,0.15,58.80%,Drew Stanton,QB,0.5399792315680166,2011.0,drew stanton,drew stanton,drew stanton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packers,00-0027602,0.0,Packers,0.18,88.20%,Graham Harrell,QB,0.3738317757009346,2011.0,graham harrell,graham harrell,graham harrell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panthers,00-0027659,219.1991873753312,Panthers,0.02,37.50%,Jimmy Clausen,QB,0.604361370716511,2011.0,jimmy clausen,jimmy clausen,jimmy clausen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panthers,00-0023645,9.65494466405349,Panthers,0.02,37.50%,Derek Anderson,QB,0.6105919003115264,2011.0,derek anderson,derek anderson,derek anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patriots,00-0028012,164.45765423170616,Patriots,0.14,79.00%,Ryan Mallett,QB,0.4452494288681204,2011.0,ryan mallett,ryan mallett,ryan mallett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steelers,00-0026296,44.83683254133887,Steelers,0.13,70.60%,Dennis Dixon,QB,0.9968847352024922,2011.0,dennis dixon,dennis dixon,dennis dixon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Titans,00-0027775,42.57848065232054,Titans,-0.02,56.30%,Rusty Smith,QB,0.3975543094496365,2011.0,rusty smith,rusty smith,rusty smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49ers,00-0028595,0.0,49ers,0.19,72.20%,Scott Tolzien,QB,0.3855721393034826,2012.0,scott tolzien,scott tolzien,scott tolzien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bears,00-0021206,16.620068097773437,Bears,0.09,62.50%,Josh McCown,QB,0.4477611940298507,2012.0,josh mccown,josh mccown,josh mccown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bills,00-0024279,69.19058654083321,Bills,-0.09,37.50%,Tarvaris Jackson,QB,1.616915422885572,2012.0,tarvaris jackson,tarvaris jackson,tarvaris jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Broncos,00-0025970,0.0,Broncos,0.19,76.50%,Caleb Hanie,QB,0.9328358208955224,2012.0,caleb hanie,caleb hanie,caleb hanie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Browns,00-0026300,38.877118898562046,Browns,-0.06,31.30%,Josh Johnson,QB,1.1267189054726368,2012.0,josh johnson,josh johnson,josh johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chargers,00-0024296,55.180569348451385,Chargers,-0.02,43.80%,Charlie Whitehurst,QB,1.0364842454394694,2012.0,charlie whitehurst,charlie whitehurst,charlie whitehurst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiefs,00-0028073,70.12684380864437,Chiefs,-0.26,12.50%,Ricky Stanzi,QB,0.4293225538971807,2012.0,ricky stanzi,,ricky stanzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Commanders,00-0022121,57.291260965963794,Commanders,0.09,58.80%,Rex Grossman,QB,1.077943615257048,2012.0,rex grossman,rex grossman,rex grossman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dolphins,00-0028453,0.0,Dolphins,-0.08,43.80%,Pat Devlin,QB,0.3233830845771144,2012.0,pat devlin,,pat devlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Falcons,00-0022864,21.92873364922608,Falcons,0.12,77.80%,Luke McCown,QB,0.4477611940298507,2012.0,luke mccown,luke mccown,luke mccown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaguars,00-0025592,14.86246076306302,Jaguars,-0.19,12.50%,Jordan Palmer,QB,0.5099502487562189,2012.0,jordan palmer,jordan palmer,jordan palmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lions,00-0029234,0.0,Lions,-0.03,25.00%,Kellen Moore,QB,0.328910447761194,2012.0,kellen moore,kellen moore,kellen moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panthers,00-0027659,198.33962674027515,Panthers,0.05,43.80%,Jimmy Clausen,QB,0.6737147595356551,2012.0,jimmy clausen,jimmy clausen,jimmy clausen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rams,00-0028957,0.0,Rams,-0.03,46.70%,Austin Davis,QB,0.3233830845771144,2012.0,austin davis,austin davis,austin davis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texans,00-0025427,137.01460099655182,Texans,0.17,72.20%,John Beck,QB,0.1451077943615256,2012.0,john beck,john beck,john beck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vikings,00-0028359,0.0,Vikings,-0.01,58.80%,McLeod Bethel-Thompson,QB,0.3254560530679933,2012.0,mcleod bethelthompson,,mcleod bethelthompson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bears,00-0025592,11.010381737444192,Bears,0.0,50.00%,Jordan Palmer,QB,0.2641351132686084,2013.0,jordan palmer,jordan palmer,jordan palmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bengals,00-0026300,28.800878047664327,Bengals,0.14,64.70%,Josh Johnson,QB,0.7453478964401294,2013.0,josh johnson,josh johnson,josh johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Broncos,00-0030394,17.99566226138032,Broncos,0.21,79.00%,Zac Dysert,QB,0.3374190938511326,2013.0,zac dysert,,zac dysert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Browns,00-0029623,0.0,Browns,-0.06,25.00%,Alex Tanney,QB,0.0963729773462783,2013.0,alex tanney,alex tanney,alex tanney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buccaneers,00-0023578,13.960534953277811,Buccaneers,-0.1,25.00%,Dan Orlovsky,QB,0.4490291262135922,2013.0,dan orlovsky,dan orlovsky,dan orlovsky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cardinals,00-0025430,96.57923387445264,Cardinals,0.07,62.50%,Drew Stanton,QB,1.3484360841423948,2013.0,drew stanton,drew stanton,drew stanton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cardinals,00-0029531,37.54576848176512,Cardinals,0.07,62.50%,Ryan Lindley,QB,0.4096496763754045,2013.0,ryan lindley,ryan lindley,ryan lindley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chargers,00-0024296,40.87877120092391,Chargers,0.05,55.60%,Charlie Whitehurst,QB,1.4563106796116505,2013.0,charlie whitehurst,charlie whitehurst,charlie whitehurst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chargers,00-0030292,22.35478889426464,Chargers,0.05,55.60%,Brad Sorensen,QB,0.3396844660194175,2013.0,brad sorensen,,brad sorensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiefs,00-0030151,0.0,Chiefs,0.07,64.70%,Tyler Bray,QB,0.3303665048543689,2013.0,tyler bray,tyler bray,tyler bray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Commanders,00-0022121,42.442410009417266,Commanders,-0.09,18.80%,Rex Grossman,QB,0.465210355987055,2013.0,rex grossman,rex grossman,rex grossman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cowboys,00-0009311,0.0,Cowboys,0.0,50.00%,Jon Kitna,QB,0.0264134304207119,2013.0,jon kitna,jon kitna,jon kitna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dolphins,00-0028453,0.0,Dolphins,-0.06,50.00%,Pat Devlin,QB,0.3883495145631068,2013.0,pat devlin,,pat devlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giants,00-0030586,103.53375634267866,Giants,-0.09,43.80%,Ryan Nassib,QB,0.4194174757281553,2013.0,ryan nassib,ryan nassib,ryan nassib,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaguars,00-0028073,63.45339228682479,Jaguars,-0.24,25.00%,Ricky Stanzi,QB,0.3433745954692556,2013.0,ricky stanzi,,ricky stanzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaguars,00-0028073,63.45339228682479,Jaguars,-0.24,25.00%,Ricky Stanzi,QB,0.1056537216828479,2013.0,ricky stanzi,,ricky stanzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jets,00-0026898,446.06446015983187,Jets,-0.1,50.00%,Mark Sanchez,QB,10.39896844660194,2013.0,mark sanchez,mark sanchez,mark sanchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jets,00-0021231,8.710984409469862,Jets,-0.1,50.00%,David Garrard,QB,0.889967637540453,2013.0,david garrard,david garrard,david garrard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lions,00-0029234,0.0,Lions,0.03,43.80%,Kellen Moore,QB,0.3937427184466019,2013.0,kellen moore,kellen moore,kellen moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lions,00-0020679,0.0,Lions,0.03,43.80%,Shaun Hill,QB,2.629449838187702,2013.0,shaun hill,shaun hill,shaun hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panthers,00-0023645,5.298745977476488,Panthers,0.15,70.60%,Derek Anderson,QB,0.4490291262135922,2013.0,derek anderson,derek anderson,derek anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patriots,00-0028012,134.64653909856312,Patriots,0.02,72.20%,Ryan Mallett,QB,0.6504474110032362,2013.0,ryan mallett,ryan mallett,ryan mallett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rams,00-0025409,140.91376371398923,Rams,-0.05,43.80%,Brady Quinn,QB,0.1964587378640776,2013.0,brady quinn,brady quinn,brady quinn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saints,00-0029857,0.0,Saints,0.16,66.70%,Ryan Griffin,QB,0.1927467637540453,2013.0,ryan griffin,ryan griffin,ryan griffin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saints,00-0029857,0.0,Saints,0.16,66.70%,Ryan Griffin,QB,0.0339805825242718,2013.0,ryan griffin,ryan griffin,ryan griffin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steelers,00-0030524,96.98665963857978,Steelers,-0.01,50.00%,Landry Jones,QB,0.4165088996763754,2013.0,landry jones,landry jones,landry jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steelers,00-0024408,9.889641630838074,Steelers,-0.01,50.00%,Bruce Gradkowski,QB,1.0382953074433658,2013.0,bruce gradkowski,bruce gradkowski,bruce gradkowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Titans,00-0030568,101.0655425122864,Titans,0.03,43.80%,Tyler Wilson,QB,0.038549352750809,2013.0,tyler wilson,tyler palko,tyler palko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Titans,00-0027775,34.86031152939068,Titans,0.03,43.80%,Rusty Smith,QB,0.3897766990291262,2013.0,rusty smith,rusty smith,rusty smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Titans,00-0027775,34.86031152939068,Titans,0.03,43.80%,Rusty Smith,QB,0.0194174757281553,2013.0,rusty smith,rusty smith,rusty smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vikings,00-0027796,24.56323747417671,Vikings,-0.11,33.30%,Joe Webb,QB,0.5284215210355987,2013.0,joe webb,joe webb,joe webb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49ers,00-0026300,21.336215229341832,49ers,-0.03,50.00%,Josh Johnson,QB,0.2521007518796992,2014.0,josh johnson,josh johnson,josh johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bears,00-0031076,42.36358099700373,Bears,-0.15,31.30%,David Fales,QB,0.0557270676691729,2014.0,david fales,david fales,david fales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bengals,00-0031288,54.86538617979341,Bengals,0.01,62.50%,A.J. McCarron,QB,0.2774887218045113,2014.0,aj mccarron,aj mccarron,aj mccarron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Browns,00-0025604,6.528508648943028,Browns,-0.02,43.80%,Tyler Thigpen,QB,0.0252097744360902,2014.0,tyler thigpen,tyler thigpen,tyler thigpen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buccaneers,00-0027722,59.77002962465531,Buccaneers,-0.12,12.50%,Mike Kafka,QB,0.0426315789473684,2014.0,mike kafka,mike kafka,mike kafka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiefs,00-0031287,56.102510436029974,Chiefs,0.05,56.30%,Aaron Murray,QB,0.3500796992481203,2014.0,aaron murray,,aaron murray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Falcons,00-0030569,13.560632297941556,Falcons,-0.05,37.50%,Sean Renfree,QB,0.3244165413533834,2014.0,sean renfree,sean renfree,sean renfree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaguars,00-0030825,0.0,Jaguars,-0.19,18.80%,Stephen Morris,QB,0.0371511278195488,2014.0,stephen morris,,stephen morris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lions,00-0023578,10.342218663852195,Lions,0.1,64.70%,Dan Orlovsky,QB,0.4774436090225564,2014.0,dan orlovsky,dan orlovsky,dan orlovsky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lions,00-0029234,0.0,Lions,0.1,64.70%,Kellen Moore,QB,0.433584962406015,2014.0,kellen moore,kellen moore,kellen moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packers,00-0028595,0.0,Packers,0.17,72.20%,Scott Tolzien,QB,0.4849624060150376,2014.0,scott tolzien,scott tolzien,scott tolzien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panthers,00-0027796,22.22573637473818,Panthers,-0.01,47.10%,Joe Webb,QB,0.4774436090225564,2014.0,joe webb,joe webb,joe webb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravens,00-0028118,32.70582804108005,Ravens,0.07,61.10%,Tyrod Taylor,QB,0.5047571428571428,2014.0,tyrod taylor,tyrod taylor,tyrod taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saints,00-0022864,12.034744191501895,Saints,-0.04,43.80%,Luke McCown,QB,0.4774436090225564,2014.0,luke mccown,luke mccown,luke mccown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saints,00-0029857,0.0,Saints,-0.04,43.80%,Ryan Griffin,QB,0.0805263157894736,2014.0,ryan griffin,ryan griffin,ryan griffin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steelers,00-0030524,87.75715869130494,Steelers,0.05,64.70%,Landry Jones,QB,0.4547406015037594,2014.0,landry jones,landry jones,landry jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texans,00-0027253,0.0,Texans,0.11,56.30%,Thaddeus Lewis,QB,0.1426353383458646,2014.0,thaddeus lewis,thaddeus lewis,thaddeus lewis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49ers,00-0031510,0.0,49ers,-0.15,31.30%,Dylan Thompson,QB,0.1250118648799553,2015.0,dylan thompson,skylar thompson,skylar thompson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bears,00-0031076,38.332153248086094,Bears,-0.07,37.50%,David Fales,QB,0.1256281407035175,2015.0,david fales,david fales,david fales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bengals,00-0030998,32.83476653834535,Bengals,0.12,70.60%,Keith Wenning,QB,0.0535762144053601,2015.0,keith wenning,,keith wenning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bills,00-0026300,15.80625700228319,Bills,0.02,50.00%,Josh Johnson,QB,0.2882056113902848,2015.0,josh johnson,josh johnson,josh johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Broncos,00-0032156,14.847483113069016,Broncos,0.1,79.00%,Trevor Siemian,QB,0.3128105806811836,2015.0,trevor siemian,trevor siemian,trevor siemian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Browns,00-0028453,0.0,Browns,-0.14,18.80%,Pat Devlin,QB,0.0240166108319374,2015.0,pat devlin,,pat devlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buccaneers,00-0030520,136.49632672585193,Buccaneers,-0.03,37.50%,Mike Glennon,QB,0.5908451982132886,2015.0,mike glennon,mike glennon,mike glennon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buccaneers,00-0029857,0.0,Buccaneers,-0.03,37.50%,Ryan Griffin,QB,0.3559463986599664,2015.0,ryan griffin,ryan griffin,ryan griffin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cardinals,00-0030533,98.60387238939444,Cardinals,0.22,77.80%,Matt Barkley,QB,0.4135259631490787,2015.0,matt barkley,matt barkley,matt barkley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiefs,00-0031287,50.76365068827283,Chiefs,0.12,66.70%,Aaron Murray,QB,0.393359854829704,2015.0,aaron murray,,aaron murray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colts,00-0030825,0.0,Colts,-0.11,50.00%,Stephen Morris,QB,0.03571747627024,2015.0,stephen morris,,stephen morris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Commanders,00-0029665,637.5902848677591,Commanders,0.01,52.90%,Robert Griffin III,QB,4.689916945840313,2015.0,robert griffin,robert griffin,robert griffin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cowboys,00-0031755,0.0,Cowboys,-0.12,25.00%,Jameill Showers,QB,0.03571747627024,2015.0,jameill showers,,jameill showers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
