team,player_id_x,adjusted_value,Team,Net EPA,Win %,Player,Position,Cap_Space,year,merge_player_x,fuzzy_matched_player,final_player_name,Unnamed: 0,player,team_name,position,snap_counts_defense,player_id_y,player_game_count,assists,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_tackle,interceptions,interception_touchdowns,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_corner,snap_counts_coverage,snap_counts_slot,stops,tackles,tackles_for_loss,targets,touchdowns,yards,Year,weighted_grade,weighted_average_grade,merge_player_y
Jets,00-0027144,18.94774137501227,Jets,0.01,50.00%,Ellis Lankster,CB,0.3738317757009346,2011.0,ellis lankster,ellis lankster,ellis lankster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packers,00-0028069,81.04727498663136,Packers,0.18,88.20%,Davon House,CB,0.3739522326064382,2011.0,davon house,davon house,davon house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patriots,00-0027610,19.03344458405849,Patriots,0.14,79.00%,Phillip Adams,CB,0.263881204569055,2011.0,phillip adams,phillip adams,phillip adams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raiders,00-0026532,0.0,Raiders,-0.05,50.00%,Jerome Boyd,CB,0.2741433021806854,2011.0,jerome boyd,,jerome boyd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravens,00-0026648,0.0,Ravens,0.15,72.20%,Emanuel Cook,CB,0.3738317757009346,2011.0,emanuel cook,,emanuel cook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steelers,00-0028033,125.03104645497524,Steelers,0.13,70.60%,Curtis Brown,CB,0.4197715472481827,2011.0,curtis brown,curtis brown,curtis brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steelers,00-0027239,0.0,Steelers,0.13,70.60%,Da'Mon Cromartie-Smith,CB,0.3115264797507788,2011.0,damon cromartiesmith,antonio cromartie,antonio cromartie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texans,00-0028065,84.57952349910451,Texans,0.17,61.10%,Rashad Carmichael,CB,0.2967991692627206,2011.0,rashad carmichael,roc carmichael,roc carmichael,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texans,00-0027743,63.544827265506626,Texans,0.17,61.10%,Sherrick McManis,CB,0.4137071651090343,2011.0,sherrick mcmanis,sherrick mcmanis,sherrick mcmanis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Titans,00-0028189,14.708149779735685,Titans,-0.02,56.30%,Tommie Campbell,CB,0.3210583592938733,2011.0,tommie campbell,tommie campbell,tommie campbell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bears,00-0027743,57.49773743246207,Bears,0.09,62.50%,Sherrick McManis,CB,0.4477611940298507,2012.0,sherrick mcmanis,sherrick mcmanis,sherrick mcmanis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bengals,00-0020495,32.10849462589094,Bengals,0.06,58.80%,Nate Clements,CB,4.560530679933665,2012.0,nate clements,nate clements,nate clements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bills,00-0028410,0.0,Bills,-0.09,37.50%,T.J. Heath,CB,0.3855721393034826,2012.0,tj heath,tj heath,tj heath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Browns,00-0023727,0.0,Browns,-0.06,31.30%,Dimitri Patterson,CB,3.3582089552238807,2012.0,dimitri patterson,dimitri patterson,dimitri patterson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Browns,00-0027562,0.0,Browns,-0.06,31.30%,Prince Miller,CB,0.3855721393034826,2012.0,prince miller,prince miller,prince miller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buccaneers,00-0000741,4.532811265426054,Buccaneers,0.01,43.80%,Ronde Barber,CB/FS,2.4875621890547266,2012.0,ronde barber,ronde barber,ronde barber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chargers,00-0029454,0.0,Chargers,-0.02,43.80%,Greg Gatson,CB,0.3233830845771144,2012.0,greg gatson,greg stroman,greg stroman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiefs,00-0023473,77.68031825305492,Chiefs,-0.26,12.50%,Stanford Routt,CB,4.8818407960199,2012.0,stanford routt,stanford routt,stanford routt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Commanders,00-0026519,0.0,Commanders,0.09,58.80%,Domonique Johnson,CB,0.2231036484245439,2012.0,domonique johnson,dontae johnson,dontae johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giants,00-0029220,15.64769456681351,Giants,0.02,56.30%,Terrence Frederick,CB,0.3233830845771144,2012.0,terrence frederick,terrence frederick,terrence frederick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaguars,00-0026219,103.27004181773056,Jaguars,-0.19,12.50%,Antwaun Molden,CB,0.1088308457711442,2012.0,antwaun molden,antwaun molden,antwaun molden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jets,00-0029553,16.449906020558004,Jets,-0.11,37.50%,Antonio Allen,CB,0.2519021558872304,2012.0,antonio allen,antonio allen,antonio allen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lions,00-0023492,57.48297007811546,Lions,-0.03,25.00%,Justin Miller,CB,0.3264925373134328,2012.0,justin miller,justin gilbert,justin gilbert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patriots,00-0028157,21.291760980340403,Patriots,0.22,72.20%,Malcolm Williams,CB,0.1819029850746268,2012.0,malcolm williams,marcus williams,marcus williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patriots,00-0024422,10.431171159245077,Patriots,0.22,72.20%,Derrick Martin,CB,0.4477611940298507,2012.0,derrick martin,derrick martin,derrick martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raiders,00-0023485,64.0478675612468,Raiders,-0.12,25.00%,Ron Bartell,CB,2.325383084577114,2012.0,ron bartell,ronald bartell,ronald bartell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravens,00-0029294,51.512926213575746,Ravens,0.02,70.00%,Asa Jackson,CB,0.3533499170812603,2012.0,asa jackson,asa jackson,asa jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seahawks,00-0029191,0.0,Seahawks,0.18,66.70%,Deshawn Shead,CB/FS,0.3233830845771144,2012.0,deshawn shead,deshawn shead,deshawn shead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steelers,00-0028019,135.72230004486286,Steelers,0.05,50.00%,DeMarcus Van Dyke,CB,0.3855721393034826,2012.0,demarcus van dyke,demarcus van dyke,demarcus van dyke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steelers,00-0027239,0.0,Steelers,0.05,50.00%,Da'Mon Cromartie-Smith,CB,0.2168847429519071,2012.0,damon cromartiesmith,antonio cromartie,antonio cromartie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bears,00-0030141,0.0,Bears,0.0,50.00%,C.J. Wilson,CB,0.3278042071197411,2013.0,cj wilson,cj wilson,cj wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bengals,00-0029696,0.0,Bengals,0.14,64.70%,Chris Lewis-Harris,CB,0.0578236245954692,2013.0,chris lewisharris,chris lewisharris,chris lewisharris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Browns,00-0029065,0.0,Browns,-0.06,25.00%,Johnson Bademosi,CB,0.3890234627831715,2013.0,johnson bademosi,johnson bademosi,johnson bademosi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buccaneers,00-0029901,0.0,Buccaneers,-0.1,25.00%,Rashaan Melvin,CB,0.3303665048543689,2013.0,rashaan melvin,rashaan melvin,rashaan melvin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buccaneers,00-0029898,0.0,Buccaneers,-0.1,25.00%,Deveron Carr,CB,0.3083948220064725,2013.0,deveron carr,,deveron carr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cardinals,00-0027421,0.0,Cardinals,0.07,62.50%,Bryan McCann,CB,0.1798972491909385,2013.0,bryan mccann,bryan mccann,bryan mccann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cardinals,00-0027853,0.0,Cardinals,0.07,62.50%,Teddy Williams,CB,0.1778980582524272,2013.0,teddy williams,teddy williams,teddy williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chargers,00-0030317,0.0,Chargers,0.05,55.60%,Marcus Cromartie,CB,0.0728155339805825,2013.0,marcus cromartie,marcus cromartie,marcus cromartie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chargers,00-0030317,0.0,Chargers,0.05,55.60%,Marcus Cromartie,CB,0.038549352750809,2013.0,marcus cromartie,marcus cromartie,marcus cromartie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colts,00-0029825,0.0,Colts,0.02,66.70%,Sheldon Price,CB,0.0776699029126213,2013.0,sheldon price,sheldon price,sheldon price,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colts,00-0029825,0.0,Colts,0.02,66.70%,Sheldon Price,CB,0.0192742718446601,2013.0,sheldon price,sheldon price,sheldon price,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Commanders,00-0026945,16.057540184155325,Commanders,-0.09,18.80%,E.J. Biggers,CB,1.2135922330097086,2013.0,ej biggers,ej biggers,ej biggers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Commanders,00-0028970,0.0,Commanders,-0.09,18.80%,Chase Minnifield,CB,0.3276699029126214,2013.0,chase minnifield,chase minnifield,chase minnifield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eagles,00-0028028,108.90403436333882,Eagles,0.11,58.80%,Curtis Marsh,CB,0.2113074433656958,2013.0,curtis marsh,curtis marsh,curtis marsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jets,00-0029553,14.884490490575889,Jets,-0.1,50.00%,Antonio Allen,CB,0.3883495145631068,2013.0,antonio allen,antonio allen,antonio allen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packers,00-0029876,0.0,Packers,-0.04,50.00%,Jumal Rolle,CB,0.0192742718446601,2013.0,jumal rolle,jumal rolle,jumal rolle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raiders,00-0030368,0.0,Raiders,-0.13,25.00%,Chance Casey,CB,0.0770987055016181,2013.0,chance casey,chance casey,chance casey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raiders,00-0030368,0.0,Raiders,-0.13,25.00%,Chance Casey,CB,0.0631067961165048,2013.0,chance casey,chance casey,chance casey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raiders,00-0028601,0.0,Raiders,-0.13,25.00%,Brandian Ross,CB/FS,0.3883495145631068,2013.0,brandian ross,brandian ross,brandian ross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rams,00-0028870,0.0,Rams,-0.05,43.80%,Quinton Pointer,CB/FS,0.1370639158576051,2013.0,quinton pointer,quinton pointer,quinton pointer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravens,00-0029294,46.61082315056878,Ravens,-0.09,50.00%,Asa Jackson,CB,0.2348357605177993,2013.0,asa jackson,asa jackson,asa jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saints,00-0029220,14.158619550050847,Saints,0.16,66.70%,Terrence Frederick,CB,0.0192750809061488,2013.0,terrence frederick,terrence frederick,terrence frederick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seahawks,00-0029191,0.0,Seahawks,0.22,84.20%,Deshawn Shead,CB/FS,0.1142200647249191,2013.0,deshawn shead,deshawn shead,deshawn shead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vikings,00-0029767,0.0,Vikings,-0.11,33.30%,Robert Steeples,CB,0.0192742718446601,2013.0,robert steeples,robert nelson,robert nelson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49ers,00-0031472,0.0,49ers,-0.03,50.00%,Cameron Fuller,CB,0.0185751879699248,2014.0,cameron fuller,cameron dantzler,cameron dantzler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bears,00-0031097,14.292149779735682,Bears,-0.15,31.30%,Terrance Mitchell,CB,0.2043338345864661,2014.0,terrance mitchell,terrance mitchell,terrance mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chargers,00-0028996,21.487474512181,Chargers,0.02,56.30%,Richard Crawford,CB,0.0236842105263157,2014.0,richard crawford,richard crawford,richard crawford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colts,00-0029825,0.0,Colts,0.08,68.40%,Sheldon Price,CB,0.0371518796992481,2014.0,sheldon price,sheldon price,sheldon price,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dolphins,00-0030703,0.0,Dolphins,0.01,50.00%,Sammy Seamster,CB,0.2381691729323308,2014.0,sammy seamster,,sammy seamster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Falcons,00-0031383,178.20869107823418,Falcons,-0.05,37.50%,Dezmen Southward,CB,0.4456451127819548,2014.0,dezmen southward,dezmen southward,dezmen southward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaguars,00-0027853,0.0,Jaguars,-0.19,18.80%,Teddy Williams,CB,0.1764706766917293,2014.0,teddy williams,teddy williams,teddy williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packers,00-0031080,34.52336003666827,Packers,0.17,72.20%,Demetri Goodson,CB,0.335178947368421,2014.0,demetri goodson,demetri goodson,demetri goodson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raiders,00-0027971,229.7753417557693,Raiders,-0.21,18.80%,Ras-I Dowling,CB,0.0756300751879699,2014.0,rasi dowling,rasi dowling,rasi dowling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raiders,00-0028601,0.0,Raiders,-0.21,18.80%,Brandian Ross,CB,0.3529413533834586,2014.0,brandian ross,brandian ross,brandian ross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravens,00-0029213,54.712038822002995,Ravens,0.07,61.10%,Chris Greenwood,CB,0.0504195488721804,2014.0,chris greenwood,chris greenwood,chris greenwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravens,00-0030695,0.0,Ravens,0.07,61.10%,Tramain Jacobs,CB,0.1279082706766917,2014.0,tramain jacobs,,tramain jacobs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seahawks,00-0029958,0.0,Seahawks,0.21,73.70%,Steven Terrell,CB,0.0284210526315789,2014.0,steven terrell,,steven terrell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Titans,00-0031192,29.537109147547387,Titans,-0.16,12.50%,Jemea Thomas,CB,0.0875721804511278,2014.0,jemea thomas,simeon thomas,simeon thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bears,00-0031907,0.0,Bears,-0.07,37.50%,Jacoby Glenn,CB,0.1250118648799553,2015.0,jacoby glenn,jacoby glenn,jacoby glenn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bears,00-0030275,0.0,Bears,-0.07,37.50%,Demontre Hurst,CB,0.083752093802345,2015.0,demontre hurst,demontre hurst,demontre hurst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bills,00-0030703,0.0,Bills,0.02,50.00%,Sammy Seamster,CB,0.0209380234505862,2015.0,sammy seamster,,sammy seamster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bills,00-0031639,0.0,Bills,0.02,50.00%,Merrill Noel,CB,0.01785873813512,2015.0,merrill noel,,merrill noel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chargers,00-0028601,0.0,Chargers,-0.06,25.00%,Brandian Ross,CB,0.0270958961474036,2015.0,brandian ross,brandian ross,brandian ross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eagles,00-0031606,34.91757149041277,Eagles,-0.07,43.80%,Randall Evans,CB,0.01785873813512,2015.0,randall evans,randall gay,randall gay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giants,00-0030695,0.0,Giants,-0.05,37.50%,Tramain Jacobs,CB,0.083752093802345,2015.0,tramain jacobs,,tramain jacobs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jets,00-0030592,457.33883337413505,Jets,0.12,62.50%,Dee Milliner,CB,2.4099734785036295,2015.0,dee milliner,dee milliner,dee milliner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panthers,00-0030675,0.0,Panthers,0.21,89.50%,Louis Young,CB,0.3036013400335008,2015.0,louis young,louis young,louis young,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raiders,00-0032016,0.0,Raiders,-0.03,43.80%,SaQwan Edwards,CB,0.01785873813512,2015.0,saqwan edwards,,saqwan edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seahawks,00-0030487,61.13471645298712,Seahawks,0.19,61.10%,Tharold Simon,CB,0.3179013121161362,2015.0,tharold simon,tharold simon,tharold simon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seahawks,00-0031597,50.96938142649791,Seahawks,0.19,61.10%,Tye Smith,CB,0.332609575656058,2015.0,tye smith,tye smith,tye smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seahawks,00-0029958,0.0,Seahawks,0.19,61.10%,Steven Terrell,CB,0.3559463986599664,2015.0,steven terrell,,steven terrell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steelers,00-0031944,90.48731917530324,Steelers,0.08,61.10%,Doran Grant,CB,0.1607300390843104,2015.0,doran grant,morgan trent,morgan trent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vikings,00-0031090,18.100636105631335,Vikings,0.04,64.70%,Jabari Price,CB,0.324856923506421,2015.0,jabari price,jabari price,jabari price,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49ers,00-0033124,178.20869107823418,49ers,-0.15,12.50%,Will Redmond,CB,0.4303078508404714,2016.0,will redmond,,will redmond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
