team,player_id,adjusted_value,Team,Net EPA,Win %,Player,Position,Cap_Space,year,merge_player_x,fuzzy_matched_player,final_player_name,Unnamed: 0,player,team_name,position,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te,Year,weighted_grade,weighted_average_grade,merge_player_y
Commanders,00-0024448,12.062853155490274,Commanders,-0.12,37.50%,Will Montgomery,C,0.6504065040650406,2010.0,will montgomery,will montgomery,will montgomery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cowboys,00-0027417,0.0,Cowboys,0.0,37.50%,Phil Costa,C,0.2634146341463415,2010.0,phil costa,phil costa,phil costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jets,00-0025761,0.0,Jets,0.08,68.40%,Robert Turner,C,0.3821138211382114,2010.0,robert turner,robert turner,robert turner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packers,00-0026784,0.0,Packers,0.18,70.00%,Evan Smith,C,0.018890243902439,2010.0,evan smith,evan smith,evan smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panthers,00-0026390,12.156091030475611,Panthers,-0.21,12.50%,Mackenzy Bernadeau,C,0.0457317073170731,2010.0,mackenzy bernadeau,,mackenzy bernadeau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patriots,00-0026909,79.97373861944041,Patriots,0.22,82.40%,Rich Ohrnberger,C,0.3333333333333333,2010.0,rich ohrnberger,rich ohrnberger,rich ohrnberger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patriots,00-0025866,0.0,Patriots,0.22,82.40%,Ryan Wendell,C,0.3211382113821138,2010.0,ryan wendell,ryan wendell,ryan wendell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seahawks,00-0027025,215.9466255506495,Seahawks,-0.13,44.40%,Max Unger,C,1.0101626016260163,2010.0,max unger,max unger,max unger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seahawks,00-0026324,34.35670114784227,Seahawks,-0.13,44.40%,Mike Gibson,C,0.2644666666666667,2010.0,mike gibson,mike person,mike person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seahawks,00-0027309,0.0,Seahawks,-0.13,44.40%,Lemuel Jeanpierre,C,0.0718699186991869,2010.0,lemuel jeanpierre,lemuel jeanpierre,lemuel jeanpierre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steelers,00-0025829,0.0,Steelers,0.18,73.70%,Doug Legursky,C,0.3211382113821138,2010.0,doug legursky,doug legursky,doug legursky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Titans,00-0025502,71.84948462331606,Titans,-0.03,37.50%,Leroy Harris,C,0.5376016260162602,2010.0,leroy harris,,leroy harris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vikings,00-0024266,155.21765756118307,Vikings,-0.07,37.50%,Ryan Cook,C,0.9560975609756096,2010.0,ryan cook,ryan cook,ryan cook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49ers,00-0028101,56.102510436029974,49ers,0.12,77.80%,Daniel Kilgore,C,0.3448182762201454,2011.0,daniel kilgore,daniel kilgore,daniel kilgore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bears,00-0026537,0.0,Bears,-0.07,50.00%,Edwin Williams,C,0.3987538940809969,2011.0,edwin williams,edwin williams,edwin williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Browns,00-0025619,12.29701829157206,Browns,-0.08,25.00%,Steve Vallos,C,0.4984423676012461,2011.0,steve vallos,steve vallos,steve vallos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buccaneers,00-0026223,108.42297089490071,Buccaneers,-0.24,25.00%,Jeremy Zuttah,C,0.6093457943925235,2011.0,jeremy zuttah,jeremy zuttah,jeremy zuttah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiefs,00-0027993,217.47025445409253,Chiefs,-0.1,43.80%,Rodney Hudson,C,0.5295725856697819,2011.0,rodney hudson,rodney hudson,rodney hudson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiefs,00-0022350,0.0,Chiefs,-0.1,43.80%,Ryan Lilja,C,1.9937694704049844,2011.0,ryan lilja,ryan lilja,ryan lilja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Commanders,00-0026248,78.61675188882566,Commanders,-0.1,31.30%,Kory Lichtensteiger,C,0.4984423676012461,2011.0,kory lichtensteiger,kory lichtensteiger,kory lichtensteiger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Commanders,00-0027821,17.363907116089866,Commanders,-0.1,31.30%,Erik Cook,C,0.3738317757009346,2011.0,erik cook,erik mccoy,erik mccoy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eagles,00-0028099,57.001600010185626,Eagles,0.11,50.00%,Julian Vandervelde,C,0.3457528556593977,2011.0,julian vandervelde,julian vandervelde,julian vandervelde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Falcons,00-0027717,85.76892712092744,Falcons,0.08,58.80%,Joe Hawley,C,0.436797507788162,2011.0,joe hawley,joe hawley,joe hawley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giants,00-0027264,0.0,Giants,-0.02,65.00%,Jim Cordle,C,0.3115264797507788,2011.0,jim cordle,jim cordle,jim cordle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jets,00-0028117,45.19716284281021,Jets,0.01,50.00%,Caleb Schlauderaff,C,0.3334994807892004,2011.0,caleb schlauderaff,,caleb schlauderaff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jets,00-0025761,0.0,Jets,0.01,50.00%,Robert Turner,C,0.9968847352024922,2011.0,robert turner,robert turner,robert turner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packers,00-0026784,0.0,Packers,0.18,88.20%,Evan Smith,C,0.4361370716510903,2011.0,evan smith,evan smith,evan smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panthers,00-0026390,10.99928602142564,Panthers,0.02,37.50%,Mackenzy Bernadeau,C,1.0045690550363446,2011.0,mackenzy bernadeau,,mackenzy bernadeau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panthers,00-0027485,0.0,Panthers,0.02,37.50%,Jeff Byers,C,0.0549748701973001,2011.0,jeff byers,,jeff byers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravens,00-0021385,43.35361333450779,Ravens,0.15,72.20%,Andre Gurode,C,2.4922118380062304,2011.0,andre gurode,andre gurode,andre gurode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seahawks,00-0026324,31.087228758846692,Seahawks,0.0,43.80%,Mike Gibson,C,0.1026201453790238,2011.0,mike gibson,mike person,mike person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seahawks,00-0027309,0.0,Seahawks,0.0,43.80%,Lemuel Jeanpierre,C,0.3115264797507788,2011.0,lemuel jeanpierre,lemuel jeanpierre,lemuel jeanpierre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steelers,00-0025829,0.0,Steelers,0.13,70.60%,Doug Legursky,C,0.4361370716510903,2011.0,doug legursky,doug legursky,doug legursky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Titans,00-0025502,65.01210215377569,Titans,-0.02,56.30%,Leroy Harris,C,1.8691588785046729,2011.0,leroy harris,,leroy harris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Titans,00-0027333,0.0,Titans,-0.02,56.30%,Kevin Matthews,C,0.3790238836967808,2011.0,kevin matthews,kevin matthews,kevin matthews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49ers,00-0029278,94.7893239285987,49ers,0.19,72.20%,Joe Looney,C,0.4115265339966832,2012.0,joe looney,joe looney,joe looney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49ers,00-0028101,50.76365068827283,49ers,0.19,72.20%,Daniel Kilgore,C,0.4188018242122719,2012.0,daniel kilgore,daniel kilgore,daniel kilgore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bears,00-0026537,0.0,Bears,0.09,62.50%,Edwin Williams,C,0.406301824212272,2012.0,edwin williams,edwin williams,edwin williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Browns,00-0028690,0.0,Browns,-0.06,31.30%,Jarrod Shaw,C,0.3233830845771144,2012.0,jarrod shaw,,jarrod shaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buccaneers,00-0026223,98.10516104032996,Buccaneers,0.01,43.80%,Jeremy Zuttah,C,3.213101160862355,2012.0,jeremy zuttah,jeremy zuttah,jeremy zuttah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cardinals,00-0026909,65.47695924635613,Cardinals,-0.15,31.30%,Rich Ohrnberger,C,0.3917910447761193,2012.0,rich ohrnberger,rich ohrnberger,rich ohrnberger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cardinals,00-0026324,28.12888780404807,Cardinals,-0.15,31.30%,Mike Gibson,C,0.4462064676616915,2012.0,mike gibson,mike person,mike person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chargers,00-0029203,19.86096328928047,Chargers,-0.02,43.80%,David Molk,C,0.3349817578772803,2012.0,david molk,david molk,david molk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Commanders,00-0029666,171.47075093580506,Commanders,0.09,58.80%,Josh LeRibeus,C,0.4594369817578773,2012.0,josh leribeus,josh leribeus,josh leribeus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Commanders,00-0026248,71.13537879345867,Commanders,0.09,58.80%,Kory Lichtensteiger,C,1.0447761194029852,2012.0,kory lichtensteiger,kory lichtensteiger,kory lichtensteiger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cowboys,00-0026390,9.9525655638658,Cowboys,0.0,50.00%,Mackenzy Bernadeau,C,1.5029021558872304,2012.0,mackenzy bernadeau,,mackenzy bernadeau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Falcons,00-0029411,217.47025445409253,Falcons,0.12,77.80%,Peter Konz,C,0.5410223880597015,2012.0,peter konz,peter konz,peter konz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giants,00-0027264,0.0,Giants,0.02,56.30%,Jim Cordle,C,0.3855721393034826,2012.0,jim cordle,jim cordle,jim cordle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaguars,00-0029052,0.0,Jaguars,-0.19,12.50%,Mike Brewster,C,0.3261467661691542,2012.0,mike brewster,ike boettger,ike boettger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jets,00-0028117,40.8960841292392,Jets,-0.11,37.50%,Caleb Schlauderaff,C,0.3855721393034826,2012.0,caleb schlauderaff,,caleb schlauderaff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panthers,00-0027485,0.0,Panthers,0.05,43.80%,Jeff Byers,C,0.3855721393034826,2012.0,jeff byers,,jeff byers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panthers,00-0027385,0.0,Panthers,0.05,43.80%,Thomas Austin,C,0.3855721393034826,2012.0,thomas austin,,thomas austin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patriots,00-0027435,0.0,Patriots,0.22,72.20%,Nick McDonald,C,0.4477611940298507,2012.0,nick mcdonald,nick mcdonald,nick mcdonald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patriots,00-0027435,0.0,Patriots,0.22,72.20%,Nick McDonald,C,0.0530679933665008,2012.0,nick mcdonald,nick mcdonald,nick mcdonald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raiders,00-0029699,125.03104645497524,Raiders,-0.12,25.00%,Tony Bergstrom,C,0.4282786069651741,2012.0,tony bergstrom,tony bergstrom,tony bergstrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rams,00-0028274,0.0,Rams,-0.03,46.70%,Tim Barnes,C,0.3043598673300166,2012.0,tim barnes,tim barnes,tim barnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rams,00-0028274,0.0,Rams,-0.03,46.70%,Tim Barnes,C,0.0803482587064676,2012.0,tim barnes,tim barnes,tim barnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravens,00-0029268,120.43504170167978,Ravens,0.02,70.00%,Gino Gradkowski,C,0.4238026533996683,2012.0,gino gradkowski,gino gradkowski,gino gradkowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saints,00-0027781,34.68436657275694,Saints,-0.02,43.80%,Eric Olsen,C,0.3855721393034826,2012.0,eric olsen,,eric olsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steelers,00-0027332,0.0,Steelers,0.05,50.00%,John Malecki,C,0.1819029850746268,2012.0,john malecki,,john malecki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texans,00-0029413,118.6739174454432,Texans,0.17,72.20%,Ben Jones,C,0.4231857379767827,2012.0,ben jones,ben jones,ben jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texans,00-0029522,0.0,Texans,0.17,72.20%,Cody White,C,0.2223258706467661,2012.0,cody white,cody whitehair,cody whitehair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Titans,00-0025502,48.16214984033818,Titans,-0.15,37.50%,Leroy Harris,C,3.275290215588723,2012.0,leroy harris,,leroy harris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Titans,00-0027333,0.0,Titans,-0.15,37.50%,Kevin Matthews,C,0.4477611940298507,2012.0,kevin matthews,kevin matthews,kevin matthews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49ers,00-0029278,85.76892712092744,49ers,0.09,73.70%,Joe Looney,C,0.4743535598705501,2013.0,joe looney,joe looney,joe looney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bills,00-0025829,0.0,Bills,0.02,37.50%,Doug Legursky,C,0.7281553398058253,2013.0,doug legursky,doug legursky,doug legursky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Browns,00-0030268,0.0,Browns,-0.06,25.00%,Patrick Lewis,C,0.2458592233009708,2013.0,patrick lewis,patrick lewis,patrick lewis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cardinals,00-0026324,20.838392612750564,Cardinals,0.07,62.50%,Mike Gibson,C,0.5784789644012944,2013.0,mike gibson,mike person,mike person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Commanders,00-0029666,155.15315154544095,Commanders,-0.09,18.80%,Josh LeRibeus,C,0.5453729773462783,2013.0,josh leribeus,josh leribeus,josh leribeus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Commanders,00-0027683,112.66388785777104,Commanders,-0.09,18.80%,J.D. Walton,C,1.0703883495145632,2013.0,jd walton,jd walton,jd walton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Commanders,00-0026248,52.69838474529005,Commanders,-0.09,18.80%,Kory Lichtensteiger,C,1.2540453074433655,2013.0,kory lichtensteiger,kory lichtensteiger,kory lichtensteiger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cowboys,00-0026390,7.3730419122412,Cowboys,0.0,50.00%,Mackenzy Bernadeau,C,1.6498106796116505,2013.0,mackenzy bernadeau,,mackenzy bernadeau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dolphins,00-0029967,0.0,Dolphins,-0.06,50.00%,Sam Brenner,C,0.134923139158576,2013.0,sam brenner,sam brenner,sam brenner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dolphins,00-0029967,0.0,Dolphins,-0.06,50.00%,Sam Brenner,C,0.0485436893203883,2013.0,sam brenner,sam brenner,sam brenner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaguars,00-0027729,61.3474526210441,Jaguars,-0.24,25.00%,Jacques McClendon,C,0.3169611650485437,2013.0,jacques mcclendon,,jacques mcclendon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaguars,00-0029052,0.0,Jaguars,-0.24,25.00%,Mike Brewster,C,0.3910461165048544,2013.0,mike brewster,ike boettger,ike boettger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaguars,00-0029058,0.0,Jaguars,-0.24,25.00%,Drew Nowak,C,0.0728155339805825,2013.0,drew nowak,drew nowak,drew nowak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaguars,00-0029058,0.0,Jaguars,-0.24,25.00%,Drew Nowak,C,0.038549352750809,2013.0,drew nowak,drew nowak,drew nowak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaguars,00-0030268,0.0,Jaguars,-0.24,25.00%,Patrick Lewis,C,0.038549352750809,2013.0,patrick lewis,patrick lewis,patrick lewis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jets,00-0028117,37.00430717128218,Jets,-0.1,50.00%,Caleb Schlauderaff,C,0.4490291262135922,2013.0,caleb schlauderaff,,caleb schlauderaff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lions,00-0025502,35.67939814892561,Lions,0.03,43.80%,Leroy Harris,C,0.758495145631068,2013.0,leroy harris,,leroy harris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packers,00-0030076,89.16640637281117,Packers,-0.04,50.00%,J.C. Tretter,C,0.4117936893203883,2013.0,jc tretter,jc tretter,jc tretter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panthers,00-0027485,0.0,Panthers,0.15,70.60%,Jeff Byers,C,0.4490291262135922,2013.0,jeff byers,,jeff byers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravens,00-0029895,31.115566737117295,Ravens,-0.09,50.00%,Ryan Jensen,C/G,0.343584142394822,2013.0,ryan jensen,ryan jensen,ryan jensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravens,00-0026950,13.313201826382628,Ravens,-0.09,50.00%,A.Q. Shipley,C,0.3883495145631068,2013.0,aq shipley,aq shipley,aq shipley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steelers,00-0027781,31.38371269590614,Steelers,-0.01,50.00%,Eric Olsen,C,0.1320671521035598,2013.0,eric olsen,,eric olsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texans,00-0029413,107.38060104954744,Texans,-0.13,12.50%,Ben Jones,C,0.4857297734627832,2013.0,ben jones,ben jones,ben jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texans,00-0029522,0.0,Texans,-0.13,12.50%,Cody White,C,0.3883495145631068,2013.0,cody white,cody whitehair,cody whitehair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Titans,00-0027333,0.0,Titans,0.03,43.80%,Kevin Matthews,C,0.0899482200647249,2013.0,kevin matthews,kevin matthews,kevin matthews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49ers,00-0030764,0.0,49ers,-0.03,50.00%,Dillon Farrell,C,0.3170421052631579,2014.0,dillon farrell,,dillon farrell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bengals,00-0030126,13.308484270782202,Bengals,0.01,62.50%,T.J. Johnson,C,0.3157894736842105,2014.0,tj johnson,tj johnson,tj johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chargers,00-0030991,134.8794788690552,Chargers,0.02,56.30%,Chris Watt,C,0.4180714285714286,2014.0,chris watt,chris watt,chris watt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Commanders,00-0031047,156.22146795345165,Commanders,-0.16,25.00%,Spencer Long,C,0.4311654135338346,2014.0,spencer long,spencer long,spencer long,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Commanders,00-0029666,140.38837704451873,Commanders,-0.16,25.00%,Josh LeRibeus,C,0.574496992481203,2014.0,josh leribeus,josh leribeus,josh leribeus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cowboys,00-0026390,5.462083790438256,Cowboys,0.13,72.20%,Mackenzy Bernadeau,C,2.198621052631579,2014.0,mackenzy bernadeau,,mackenzy bernadeau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dolphins,00-0027953,338.91996461058636,Dolphins,0.01,50.00%,Mike Pouncey,C,2.2152375939849622,2014.0,mike pouncey,mike pouncey,mike pouncey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dolphins,00-0029967,0.0,Dolphins,0.01,50.00%,Sam Brenner,C,0.0218932330827067,2014.0,sam brenner,sam brenner,sam brenner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eagles,00-0028099,42.22782389555671,Eagles,0.0,62.50%,Julian Vandervelde,C,0.2773105263157895,2014.0,julian vandervelde,julian vandervelde,julian vandervelde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giants,00-0031238,262.5295764474209,Giants,-0.02,37.50%,Weston Richburg,C,0.6667601503759398,2014.0,weston richburg,weston richburg,weston richburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaguars,00-0031369,128.11880507244533,Jaguars,-0.19,18.80%,Brandon Linder,C,0.4160902255639098,2014.0,brandon linder,brandon linder,brandon linder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaguars,00-0027729,55.509470632708904,Jaguars,-0.19,18.80%,Jacques McClendon,C,0.4849624060150376,2014.0,jacques mcclendon,,jacques mcclendon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jets,00-0031314,49.09804571651686,Jets,-0.12,25.00%,Wesley Johnson,C,0.2043338345864661,2014.0,wesley johnson,wesley johnson,wesley johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packers,00-0030076,80.68110091791958,Packers,0.17,72.20%,J.C. Tretter,C,0.4503586466165414,2014.0,jc tretter,jc tretter,jc tretter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patriots,00-0025866,0.0,Patriots,0.11,79.00%,Ryan Wendell,C,1.2218045112781954,2014.0,ryan wendell,ryan wendell,ryan wendell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raiders,00-0029699,102.36676282221002,Raiders,-0.21,18.80%,Tony Bergstrom,C,0.5236872180451128,2014.0,tony bergstrom,tony bergstrom,tony bergstrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravens,00-0029895,28.1545290671388,Ravens,0.07,61.10%,Ryan Jensen,C,0.0437857142857142,2014.0,ryan jensen,ryan jensen,ryan jensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seahawks,00-0031282,188.0795140943699,Seahawks,0.21,73.70%,Justin Britt,C,0.4725812030075188,2014.0,justin britt,justin britt,justin britt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texans,00-0029413,97.16198580082197,Texans,0.11,56.30%,Ben Jones,C,0.5190691729323308,2014.0,ben jones,ben jones,ben jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Titans,00-0027781,28.397157564146077,Titans,-0.16,12.50%,Eric Olsen,C,0.1426353383458646,2014.0,eric olsen,,eric olsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buccaneers,00-0032243,197.67033473385783,Buccaneers,-0.03,37.50%,Ali Marpet,C,0.4788567839195979,2015.0,ali marpet,ali marpet,ali marpet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Commanders,00-0031047,141.3550297047886,Commanders,0.01,52.90%,Spencer Long,C,0.4700237297599106,2015.0,spencer long,spencer long,spencer long,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
